,SYMBOL,NAME OF COMPANY,isactve,FUT,IDX
493,GKWLIMITED,GKW Limited,True,False,False
494,GLAXO,GlaxoSmithKline Pharmaceuticals Limited,True,False,False
495,GLENMARK,Glenmark Pharmaceuticals Limited,True,False,False
496,GLFL,Gujarat Lease Financing Limited,True,False,False
497,GLOBALVECT,Global Vectra Helicorp Limited,True,False,False
498,GLOBOFFS,Global Offshore Services Limited,True,False,False
499,GLOBUSSPR,Globus Spirits Limited,True,False,False
500,GMBREW,GM Breweries Limited,True,False,False
501,GMDCLTD,Gujarat Mineral Development Corporation Limited,True,False,False
502,GMMPFAUDLR,GMM Pfaudler Limited,True,False,False
503,GMRINFRA,GMR Infrastructure Limited,True,False,False
504,GNA,GNA Axles Limited,True,False,False
505,GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,True,False,False
506,GOACARBON,Goa Carbon Limited,True,False,False
507,GOCLCORP,GOCL Corporation Limited,True,False,False
508,GODFRYPHLP,Godfrey Phillips India Limited,True,False,False
509,GODREJAGRO,Godrej Agrovet Limited,True,False,False
510,GODREJCP,Godrej Consumer Products Limited,True,False,False
511,GODREJIND,Godrej Industries Limited,True,False,False
512,GODREJPROP,Godrej Properties Limited,True,False,False
513,GOENKA,Goenka Diamond and Jewels Limited,True,False,False
514,GOKEX,Gokaldas Exports Limited,True,False,False
515,GOKUL,Gokul Refoils and Solvent Limited,True,False,False
516,GOKULAGRO,Gokul Agro Resources Limited,True,False,False
517,GOLDENTOBC,Golden Tobacco Limited,True,False,False
518,GOLDIAM,Goldiam International Limited,True,False,False
519,GOLDTECH,Goldstone Technologies Limited,True,False,False
520,GOODLUCK,Goodluck India Limited,True,False,False
521,GPIL,Godawari Power And Ispat limited,True,False,False
522,GPPL,Gujarat Pipavav Port Limited,True,False,False
523,GPTINFRA,GPT Infraprojects Limited,True,False,False
524,GRANULES,Granules India Limited,True,False,False
525,GRAPHITE,Graphite India Limited,True,False,False
526,GRASIM,Grasim Industries Limited,True,False,False
527,GRAVITA,Gravita India Limited,True,False,False
528,GREAVESCOT,Greaves Cotton Limited,True,False,False
529,GREENLAM,Greenlam Industries Limited,True,False,False
530,GREENPLY,Greenply Industries Limited,True,False,False
531,GREENPOWER,Orient Green Power Company Limited,True,False,False
532,GRINDWELL,Grindwell Norton Limited,True,False,False
533,GROBTEA,The Grob Tea Company Limited,True,False,False
534,GRPLTD,GRP Limited,True,False,False
535,GRUH,Gruh Finance Limited,True,False,False
536,GSCLCEMENT,Gujarat Sidhee Cement Limited,True,False,False
537,GSFC,Gujarat State Fertilizers & Chemicals Limited,True,False,False
538,GSKCONS,GlaxoSmithKline Consumer Healthcare Limited,True,False,False
539,GSPL,Gujarat State Petronet Limited,True,False,False
540,GSS,GSS Infotech Limited,True,False,False
541,GTL,GTL Limited,True,False,False
542,GTLINFRA,GTL Infrastructure Limited,True,False,False
543,GTNIND,GTN Industries Limited,True,False,False
544,GTNTEX,GTN Textiles Limited,True,False,False
545,GTPL,GTPL Hathway Limited,True,False,False
546,GUFICBIO,Gufic Biosciences Limited,True,False,False
547,GUJALKALI,Gujarat Alkalies and Chemicals Limited,True,False,False
548,GUJAPOLLO,Gujarat Apollo Industries Limited,True,False,False
549,GUJFLUORO,Gujarat Fluorochemicals Limited,True,False,False
550,GUJGASLTD,Gujarat Gas Limited,True,False,False
551,GUJRAFFIA,Gujarat Raffia Industries Limited,True,False,False
552,GULFOILLUB,Gulf Oil Lubricants India Limited,True,False,False
553,GULFPETRO,GP Petroleums Limited,True,False,False
554,GULPOLY,Gulshan Polyols Limited,True,False,False
555,GVKPIL,GVK Power & Infrastructure Limited,True,False,False
556,HAL,Hindustan Aeronautics Limited,True,False,False
557,HANUNG,Hanung Toys and Textiles Limited,True,False,False
558,HARITASEAT,Harita Seating Systems Limited,True,False,False
559,HARRMALAYA,Harrisons  Malayalam Limited,True,False,False
560,HATHWAY,Hathway Cable & Datacom Limited,True,False,False
561,HATSUN,Hatsun Agro Product Limited,True,False,False
562,HAVELLS,Havells India Limited,True,False,False
563,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,True,False,False
564,HBLPOWER,HBL Power Systems Limited,True,False,False
565,HBSL,HB Stockholdings Limited,True,False,False
566,HCC,Hindustan Construction Company Limited,True,False,False
567,HCG,Healthcare Global Enterprises Limited,True,False,False
568,HCL-INSYS,HCL Infosystems Limited,True,False,False
569,HCLTECH,HCL Technologies Limited,True,False,False
570,HDFC,Housing Development Finance Corporation Limited,True,False,False
571,HDFCBANK,HDFC Bank Limited,True,False,False
572,HDFCLIFE,HDFC Standard Life Insurance Company Limited,True,False,False
573,HDIL,Housing Development and Infrastructure Limited,True,False,False
574,HEG,HEG Limited,True,False,False
575,HEIDELBERG,HeidelbergCement India Limited,True,False,False
576,HERCULES,Hercules Hoists Limited,True,False,False
577,HERITGFOOD,Heritage Foods Limited,True,False,False
578,HEROMOTOCO,Hero MotoCorp Limited,True,False,False
579,HESTERBIO,Hester Biosciences Limited,True,False,False
580,HEXATRADEX,Hexa Tradex Limited,True,False,False
581,HEXAWARE,Hexaware Technologies Limited,True,False,False
582,HFCL,Himachal Futuristic Communications Limited,True,False,False
583,HGINFRA,H.G. Infra Engineering Limited,True,False,False
584,HGS,Hinduja Global Solutions Limited,True,False,False
585,HIGHGROUND,High Ground Enterprise Limited,True,False,False
586,HIKAL,Hikal Limited,True,False,False
587,HIL,HIL Limited,True,False,False
588,HILTON,Hilton Metal Forging Limited,True,False,False
589,HIMATSEIDE,Himatsingka Seide Limited,True,False,False
590,HINDALCO,Hindalco Industries Limited,True,False,False
591,HINDCOMPOS,Hindustan Composites Limited,True,False,False
592,HINDCOPPER,Hindustan Copper Limited,True,False,False
593,HINDMOTORS,Hindustan Motors Limited,True,False,False
594,HINDNATGLS,Hindusthan National Glass & Industries Limited,True,False,False
595,HINDOILEXP,Hindustan Oil Exploration Company Limited,True,False,False
596,HINDPETRO,Hindustan Petroleum Corporation Limited,True,False,False
597,HINDSYNTEX,Hind Syntex Limited,True,False,False
598,HINDUJAVEN,Hinduja Ventures Limited,True,False,False
599,HINDUNILVR,Hindustan Unilever Limited,True,False,False
600,HINDZINC,Hindustan Zinc Limited,True,False,False
601,HIRECT,Hind Rectifiers Limited,True,False,False
602,HISARMETAL,Hisar Metal Industries Limited,True,False,False
603,HITECH,Hi-Tech Pipes Limited,True,False,False
604,HITECHCORP,Hitech Corporation Limited,True,False,False
605,HITECHGEAR,The Hi-Tech Gears Limited,True,False,False
606,HMT,HMT Limited,True,False,False
607,HMVL,Hindustan Media Ventures Limited,True,False,False
608,HONAUT,Honeywell Automation India Limited,True,False,False
609,HONDAPOWER,Honda Siel Power Products Limited,True,False,False
610,HOTELEELA,Hotel Leela Venture Limited,True,False,False
611,HOTELRUGBY,Hotel Rugby Limited,True,False,False
612,HOVS,HOV Services Limited,True,False,False
613,HPL,HPL Electric & Power Limited,True,False,False
614,HSCL,Himadri Speciality Chemical Limited,True,False,False
615,HSIL,HSIL Limited,True,False,False
616,HTMEDIA,HT Media Limited,True,False,False
617,HUBTOWN,Hubtown Limited,True,False,False
618,HUDCO,Housing & Urban Development Corporation Limited,True,False,False
619,IBREALEST,Indiabulls Real Estate Limited,True,False,False
620,IBULHSGFIN,Indiabulls Housing Finance Limited,True,False,False
621,IBULISL,Indiabulls Integrated Services Limited,True,False,False
622,IBVENTURES,Indiabulls Ventures Limited,True,False,False
623,ICICIBANK,ICICI Bank Limited,True,False,False
624,ICICIGI,ICICI Lombard General Insurance Company Limited,True,False,False
625,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,True,False,False
626,ICIL,Indo Count Industries Limited,True,False,False
627,ICRA,ICRA Limited,True,False,False
628,ICSA,ICSA (India) Limited,True,False,False
629,IDBI,IDBI Bank Limited,True,False,False
630,IDEA,Idea Cellular Limited,True,False,False
631,IDFC,IDFC Limited,True,False,False
632,IDFCBANK,IDFC Bank Limited,True,False,False
633,IEX,Indian Energy Exchange Limited,True,False,False
634,IFBAGRO,IFB Agro Industries Limited,True,False,False
635,IFBIND,IFB Industries Limited,True,False,False
636,IFCI,IFCI Limited,True,False,False
637,IFGLEXPOR,IFGL Refractories Limited,True,False,False
638,IGARASHI,Igarashi Motors India Limited,True,False,False
639,IGL,Indraprastha Gas Limited,True,False,False
640,IGPL,IG Petrochemicals Limited,True,False,False
641,IIFL,IIFL Holdings Limited,True,False,False
642,IITL,Industrial Investment Trust Limited,True,False,False
643,IL&FSENGG,IL&FS Engineering and Construction Company Limited,True,False,False
644,IL&FSTRANS,IL&FS Transportation Networks Limited,True,False,False
645,IMFA,Indian Metals & Ferro Alloys Limited,True,False,False
646,IMPAL,India Motor Parts and Accessories Limited,True,False,False
647,IMPEXFERRO,Impex Ferro Tech Limited,True,False,False
648,INDBANK,Indbank Merchant Banking Services Limited,True,False,False
649,INDHOTEL,The Indian Hotels Company Limited,True,False,False
650,INDIACEM,The India Cements Limited,True,False,False
651,INDIAGLYCO,India Glycols Limited,True,False,False
652,INDIANB,Indian Bank,True,False,False
653,INDIANCARD,Indian Card Clothing Company Limited,True,False,False
654,INDIANHUME,Indian Hume Pipe Company Limited,True,False,False
655,INDIGO,InterGlobe Aviation Limited,True,False,False
656,INDLMETER,IMP Powers Limited,True,False,False
657,INDNIPPON,India Nippon Electricals Limited,True,False,False
658,INDOCO,Indoco Remedies Limited,True,False,False
659,INDORAMA,Indo Rama Synthetics (India) Limited,True,False,False
660,INDOSOLAR,Indosolar Limited,True,False,False
661,INDOSTAR,IndoStar Capital Finance Limited,True,False,False
662,INDOTECH,Indo Tech Transformers Limited,True,False,False
663,INDOTHAI,Indo Thai Securities Limited,True,False,False
664,INDOWIND,Indowind Energy Limited,True,False,False
665,INDRAMEDCO,Indraprastha Medical Corporation Limited,True,False,False
666,INDSWFTLAB,Ind-Swift Laboratories Limited,True,False,False
667,INDSWFTLTD,Ind-Swift Limited,True,False,False
668,INDTERRAIN,Indian Terrain Fashions Limited,True,False,False
669,INDUSINDBK,IndusInd Bank Limited,True,False,False
670,INEOSSTYRO,INEOS Styrolution India Limited,True,False,False
671,INFIBEAM,Infibeam Incorporation Limited,True,False,False
672,INFINITE,Infinite Computer Solutions (India) Limited,True,False,False
673,INFRATEL,Bharti Infratel Limited,True,False,False
674,INFY,Infosys Limited,True,False,False
675,INGERRAND,Ingersoll Rand (India) Limited,True,False,False
676,INOXLEISUR,INOX Leisure Limited,True,False,False
677,INOXWIND,Inox Wind Limited,True,False,False
678,INSECTICID,Insecticides (India) Limited,True,False,False
679,INTEGRA,Integra Garments and Textiles Limited,True,False,False
680,INTELLECT,Intellect Design Arena Limited,True,False,False
681,INTENTECH,Intense Technologies Limited,True,False,False
682,INVENTURE,Inventure Growth & Securities Limited,True,False,False
683,IOB,Indian Overseas Bank,True,False,False
684,IOC,Indian Oil Corporation Limited,True,False,False
685,IOLCP,IOL Chemicals and Pharmaceuticals Limited,True,False,False
686,IPAPPM,International Paper APPM Limited,True,False,False
687,IPCALAB,IPCA Laboratories Limited,True,False,False
688,IRB,IRB Infrastructure Developers Limited,True,False,False
689,ISEC,ICICI Securities Limited,True,False,False
690,ISFT,Intrasoft Technologies Limited,True,False,False
691,ISMTLTD,ISMT Limited,True,False,False
692,ITC,ITC Limited,True,False,False
693,ITDC,India Tourism Development Corporation Limited,True,False,False
694,ITDCEM,ITD Cementation India Limited,True,False,False
695,ITI,ITI Limited,True,False,False
696,IVC,IL&FS Investment Managers Limited,True,False,False
697,IVP,IVP Limited,True,False,False
698,IVRCLINFRA,IVRCL Limited,True,False,False
699,IZMO,IZMO Limited,True,False,False
700,J&KBANK,The Jammu & Kashmir Bank Limited,True,False,False
701,JAGRAN,Jagran Prakashan Limited,True,False,False
702,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,True,False,False
703,JAIBALAJI,Jai Balaji Industries Limited,True,False,False
704,JAICORPLTD,Jai Corp Limited,True,False,False
705,JAIHINDPRO,Jaihind Projects Limited,True,False,False
706,JAINSTUDIO,Jain Studios Limited,True,False,False
707,JAMNAAUTO,Jamna Auto Industries Limited,True,False,False
708,JAYAGROGN,Jayant Agro Organics Limited,True,False,False
709,JAYBARMARU,Jay Bharat Maruti Limited,True,False,False
710,JAYNECOIND,Jayaswal Neco Industries Limited,True,False,False
711,JAYSREETEA,Jayshree Tea & Industries Limited,True,False,False
712,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,True,False,False
713,JBFIND,JBF Industries Limited,True,False,False
714,JBMA,JBM Auto Limited,True,False,False
715,JCHAC,Johnson Controls  Hitachi Air Conditioning India Limited,True,False,False
716,JETAIRWAYS,Jet Airways (India) Limited,True,False,False
717,JHS,JHS Svendgaard Laboratories Limited,True,False,False
718,JIKIND,JIK Industries Limited,True,False,False
719,JINDALPHOT,Jindal Photo Limited,True,False,False
720,JINDALPOLY,Jindal Poly Films Limited,True,False,False
721,JINDALSAW,Jindal Saw Limited,True,False,False
722,JINDALSTEL,Jindal Steel & Power Limited,True,False,False
723,JINDCOT,Jindal Cotex Limited,True,False,False
724,JINDRILL,Jindal Drilling And Industries Limited,True,False,False
725,JINDWORLD,Jindal Worldwide Limited,True,False,False
726,JISLDVREQS,Jain Irrigation Systems Limited,True,False,False
727,JISLJALEQS,Jain Irrigation Systems Limited,True,False,False
728,JITFINFRA,JITF Infralogistics Limited,True,False,False
729,JKCEMENT,JK Cement Limited,True,False,False
730,JKIL,J.Kumar Infraprojects Limited,True,False,False
731,JKLAKSHMI,JK Lakshmi Cement Limited,True,False,False
732,JKPAPER,JK Paper Limited,True,False,False
733,JKTYRE,JK Tyre & Industries Limited,True,False,False
734,JMA,Jullundur Motor Agency (Delhi) Limited,True,False,False
735,JMCPROJECT,JMC Projects (India)  Limited,True,False,False
736,JMFINANCIL,JM Financial Limited,True,False,False
737,JMTAUTOLTD,JMT Auto Limited,True,False,False
738,JOCIL,Jocil Limited,True,False,False
739,JPASSOCIAT,Jaiprakash Associates Limited,True,False,False
740,JPINFRATEC,Jaypee Infratech Limited,True,False,False
741,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,True,False,False
742,JPPOWER,Jaiprakash Power Ventures Limited,True,False,False
743,JSL,Jindal Stainless Limited,True,False,False
744,JSLHISAR,Jindal Stainless (Hisar) Limited,True,False,False
745,JSWENERGY,JSW Energy Limited,True,False,False
746,JSWHL,JSW Holdings Limited,True,False,False
747,JSWSTEEL,JSW Steel Limited,True,False,False
748,JTEKTINDIA,Jtekt India Limited,True,False,False
749,JUBILANT,Jubilant Life Sciences Limited,True,False,False
750,JUBLFOOD,Jubilant Foodworks Limited,True,False,False
751,JUBLINDS,Jubilant Industries Limited,True,False,False
752,JUSTDIAL,Just Dial Limited,True,False,False
753,JVLAGRO,JVL Agro Industries Limited,True,False,False
754,JYOTHYLAB,Jyothy Laboratories Limited,True,False,False
755,JYOTISTRUC,Jyoti Structures Limited,True,False,False
756,KABRAEXTRU,Kabra Extrusion Technik Limited,True,False,False
757,KAJARIACER,Kajaria Ceramics Limited,True,False,False
758,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,True,False,False
759,KALPATPOWR,Kalpataru Power Transmission Limited,True,False,False
760,KALYANI,Kalyani Commercials Limited,True,False,False
761,KALYANIFRG,Kalyani Forge Limited,True,False,False
762,KAMATHOTEL,Kamat Hotels (I) Limited,True,False,False
763,KAMDHENU,Kamdhenu Limited,True,False,False
764,KANANIIND,Kanani Industries Limited,True,False,False
765,KANORICHEM,Kanoria Chemicals & Industries Limited,True,False,False
766,KANSAINER,Kansai Nerolac Paints Limited,True,False,False
767,KARDA,Karda Constructions Limited,True,False,False
768,KARMAENG,Karma Energy Limited,True,False,False
769,KARURVYSYA,Karur Vysya Bank Limited,True,False,False
770,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,True,False,False
771,KAVVERITEL,Kavveri Telecom Products Limited,True,False,False
772,KAYA,Kaya Limited,True,False,False
773,KCP,KCP Limited,True,False,False
774,KCPSUGIND,KCP Sugar and Industries Corporation Limited,True,False,False
775,KDDL,KDDL Limited,True,False,False
776,KEC,KEC International Limited,True,False,False
777,KECL,Kirloskar Electric Company Limited,True,False,False
778,KEI,KEI Industries Limited,True,False,False
779,KELLTONTEC,Kellton Tech Solutions Limited,True,False,False
780,KERNEX,Kernex Microsystems (India) Limited,True,False,False
781,KESARENT,Kesar Enterprises Limited,True,False,False
782,KESORAMIND,Kesoram Industries Limited,True,False,False
783,KEYCORPSER,Keynote Corporate Services Limited,True,False,False
784,KGL,Karuturi Global Limited,True,False,False
785,KHADIM,Khadim India Limited,True,False,False
786,KHAITANELE,Khaitan Electricals Limited,True,False,False
787,KHAITANLTD,Khaitan (India) Limited,True,False,False
788,KHANDSE,Khandwala Securities Limited,True,False,False
789,KICL,Kalyani Investment Company Limited,True,False,False
790,KILITCH,Kilitch Drugs (India) Limited,True,False,False
791,KINGFA,Kingfa Science & Technology (India) Limited,True,False,False
792,KIOCL,KIOCL Limited,True,False,False
793,KIRIINDUS,Kiri Industries Limited,True,False,False
794,KIRLOSBROS,Kirloskar Brothers Limited,True,False,False
795,KIRLOSENG,Kirloskar Oil Engines Limited,True,False,False
796,KIRLOSIND,Kirloskar Industries Limited,True,False,False
797,KITEX,Kitex Garments Limited,True,False,False
798,KKCL,Kewal Kiran Clothing Limited,True,False,False
799,KMSUGAR,K.M.Sugar Mills Limited,True,False,False
800,KNRCON,KNR Constructions Limited,True,False,False
801,KOHINOOR,Kohinoor Foods Limited,True,False,False
802,KOKUYOCMLN,Kokuyo Camlin Limited,True,False,False
803,KOLTEPATIL,Kolte - Patil Developers Limited,True,False,False
804,KOPRAN,Kopran Limited,True,False,False
805,KOTAKBANK,Kotak Mahindra Bank Limited,True,False,False
806,KOTARISUG,Kothari Sugars And Chemicals Limited,True,False,False
807,KOTHARIPET,Kothari Petrochemicals Limited,True,False,False
808,KOTHARIPRO,Kothari Products Limited,True,False,False
809,KPIT,KPIT Technologies Limited,True,False,False
810,KPRMILL,K.P.R. Mill Limited,True,False,False
811,KRBL,KRBL Limited,True,False,False
812,KREBSBIO,Krebs Biochemicals and Industries Limited,True,False,False
813,KRIDHANINF,Kridhan Infra Limited,True,False,False
814,KSBPUMPS,KSB Pumps Limited,True,False,False
815,KSCL,Kaveri Seed Company Limited,True,False,False
816,KSERASERA,KSS Limited,True,False,False
817,KSK,KSK Energy Ventures Limited,True,False,False
818,KSL,Kalyani Steels Limited,True,False,False
819,KTIL,Kesar Terminals & Infrastructure Limited,True,False,False
820,KTKBANK,The Karnataka Bank Limited,True,False,False
821,KWALITY,kwality limited,True,False,False
822,L&TFH,L&T Finance Holdings Limited,True,False,False
823,LAKPRE,Lakshmi Precision Screws Limited,True,False,False
824,LAKSHMIEFL,Lakshmi Energy and Foods Limited,True,False,False
825,LAKSHVILAS,Lakshmi Vilas Bank Limited,True,False,False
826,LALPATHLAB,Dr. Lal Path Labs Ltd.,True,False,False
827,LAMBODHARA,Lambodhara Textiles Limited,True,False,False
828,LAOPALA,La Opala RG Limited,True,False,False
829,LASA,Lasa Supergenerics Limited,True,False,False
830,LAURUSLABS,Laurus Labs Limited,True,False,False
831,LAXMIMACH,Lakshmi Machine Works Limited,True,False,False
832,LEEL,LEEL Electricals Limited,True,False,False
833,LEMONTREE,Lemon Tree Hotels Limited,True,False,False
834,LFIC,Lakshmi Finance & Industrial Corporation Limited,True,False,False
835,LGBBROSLTD,LG Balakrishnan & Bros Limited,True,False,False
836,LGBFORGE,LGB Forge Limited,True,False,False
837,LIBERTSHOE,Liberty Shoes Limited,True,False,False
838,LICHSGFIN,LIC Housing Finance Limited,True,False,False
839,LINCOLN,Lincoln Pharmaceuticals Limited,True,False,False
840,LINCPEN,Linc Pen & Plastics Limited,True,False,False
841,LINDEINDIA,Linde India Limited,True,False,False
842,LITL,Lanco Infratech Limited,True,False,False
843,LOKESHMACH,Lokesh Machines Limited,True,False,False
844,LOTUSEYE,Lotus Eye Hospital and Institute Limited,True,False,False
845,LOVABLE,Lovable Lingerie Limited,True,False,False
846,LPDC,Landmark Property Development Company Limited,True,False,False
847,LSIL,Lloyds Steels Industries Limited,True,False,False
848,LT,Larsen & Toubro Limited,True,False,False
849,LTI,Larsen & Toubro Infotech Limited,True,False,False
850,LTTS,L&T Technology Services Limited,True,False,False
851,LUMAXIND,Lumax Industries Limited,True,False,False
852,LUMAXTECH,Lumax Auto Technologies Limited,True,False,False
853,LUPIN,Lupin Limited,True,False,False
854,LUXIND,Lux Industries Limited,True,False,False
855,LYCOS,Lycos Internet Limited,True,False,False
856,LYKALABS,Lyka Labs Limited,True,False,False
857,LYPSAGEMS,Lypsa Gems & Jewellery Limited,True,False,False
858,M&M,Mahindra & Mahindra Limited,True,False,False
859,M&MFIN,Mahindra & Mahindra Financial Services Limited,True,False,False
860,MAANALU,Maan Aluminium Limited,True,False,False
861,MADHAV,Madhav Marbles and Granites Limited,True,False,False
862,MADHUCON,Madhucon Projects Limited,True,False,False
863,MADRASFERT,Madras Fertilizers Limited,True,False,False
864,MAGADSUGAR,Magadh Sugar & Energy Limited,True,False,False
865,MAGMA,Magma Fincorp Limited,True,False,False
866,MAGNUM,Magnum Ventures Limited,True,False,False
867,MAHABANK,Bank of Maharashtra,True,False,False
868,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,True,False,False
869,MAHASTEEL,Mahamaya Steel Industries Limited,True,False,False
870,MAHINDCIE,Mahindra CIE Automotive Limited,True,False,False
871,MAHLIFE,Mahindra Lifespace Developers Limited,True,False,False
872,MAHLOG,Mahindra Logistics Limited,True,False,False
873,MAHSCOOTER,Maharashtra Scooters Limited,True,False,False
874,MAHSEAMLES,Maharashtra Seamless Limited,True,False,False
875,MAITHANALL,Maithan Alloys Limited,True,False,False
876,MAJESCO,Majesco Limited,True,False,False
877,MALUPAPER,Malu Paper Mills Limited,True,False,False
878,MANAKALUCO,Manaksia Aluminium Company Limited,True,False,False
879,MANAKCOAT,Manaksia Coated Metals & Industries Limited,True,False,False
880,MANAKSIA,Manaksia Limited,True,False,False
881,MANAKSTEEL,Manaksia Steels Limited,True,False,False
882,MANALIPETC,Manali Petrochemicals Limited,True,False,False
883,MANAPPURAM,Manappuram Finance Limited,True,False,False
884,MANDHANA,Mandhana Industries Limited,True,False,False
885,MANGALAM,Mangalam Drugs And Organics Limited,True,False,False
886,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,True,False,False
887,MANGLMCEM,Mangalam Cement Limited,True,False,False
888,MANGTIMBER,Mangalam Timber Products Limited,True,False,False
889,MANINDS,Man Industries (India) Limited,True,False,False
890,MANINFRA,Man Infraconstruction Limited,True,False,False
891,MANPASAND,Manpasand Beverages Limited,True,False,False
892,MANUGRAPH,Manugraph India Limited,True,False,False
893,MARALOVER,Maral Overseas Limited,True,False,False
894,MARATHON,Marathon Nextgen Realty Limited,True,False,False
895,MARICO,Marico Limited,True,False,False
896,MARKSANS,Marksans Pharma Limited,True,False,False
897,MARUTI,Maruti Suzuki India Limited,True,False,False
898,MASFIN,MAS Financial Services Limited,True,False,False
899,MASKINVEST,Mask Investments Limited,True,False,False
900,MASTEK,Mastek Limited,True,False,False
901,MATRIMONY,Matrimony.Com Limited,True,False,False
902,MAWANASUG,Mawana Sugars Limited,True,False,False
903,MAXINDIA,Max India Limited,True,False,False
904,MAXVIL,Max Ventures and Industries Limited,True,False,False
905,MAYURUNIQ,Mayur Uniquoters Ltd,True,False,False
906,MAZDA,Mazda Limited,True,False,False
907,MBECL,Mcnally Bharat Engineering Company Limited,True,False,False
908,MBLINFRA,MBL Infrastructures Limited,True,False,False
909,MCDHOLDING,McDowell Holdings Limited,True,False,False
910,MCDOWELL-N,United Spirits Limited,True,False,False
911,MCLEODRUSS,Mcleod Russel India Limited,True,False,False
912,MCX,Multi Commodity Exchange of India Limited,True,False,False
913,MEGASOFT,Megasoft Limited,True,False,False
914,MEGH,Meghmani Organics Limited,True,False,False
915,MELSTAR,Melstar Information Technologies Limited,True,False,False
916,MENONBE,Menon Bearings Limited,True,False,False
917,MEP,MEP Infrastructure Developers Limited,True,False,False
918,MERCATOR,Mercator Limited,True,False,False
919,MERCK,Merck Limited,True,False,False
920,METALFORGE,Metalyst Forgings Limited,True,False,False
921,METKORE,Metkore Alloys & Industries Limited,True,False,False
922,MFSL,Max Financial Services Limited,True,False,False
923,MGL,Mahanagar Gas Limited,True,False,False
924,MHRIL,Mahindra Holidays & Resorts India Limited,True,False,False
925,MIC,MIC Electronics Limited,True,False,False
926,MIDHANI,Mishra Dhatu Nigam Limited,True,False,False
927,MINDACORP,Minda Corporation Limited,True,False,False
928,MINDAIND,Minda Industries Limited,True,False,False
929,MINDTECK,Mindteck (India) Limited,True,False,False
930,MINDTREE,MindTree Limited,True,False,False
931,MIRCELECTR,MIRC Electronics Limited,True,False,False
932,MIRZAINT,Mirza International Limited,True,False,False
933,MMFL,MM Forgings Limited,True,False,False
934,MMTC,MMTC Limited,True,False,False
935,MODIRUBBER,Modi Rubber Limited,True,False,False
936,MOHITIND,Mohit Industries Limited,True,False,False
937,MOHOTAIND,Mohota Industries Limited,True,False,False
938,MOIL,MOIL Limited,True,False,False
939,MOLDTECH,Mold-Tek Technologies Limited,True,False,False
940,MOLDTKPAC,Mold-Tek Packaging Limited,True,False,False
941,MONNETISPA,Monnet Ispat and Energy Limited,True,False,False
942,MONSANTO,Monsanto India Limited,True,False,False
943,MONTECARLO,Monte Carlo Fashions Limited,True,False,False
944,MORARJEE,Morarjee Textiles Limited,True,False,False
945,MOREPENLAB,Morepen Laboratories Limited,True,False,False
946,MOSERBAER,Moser-Baer (I) Limited,True,False,False
947,MOTHERSUMI,Motherson Sumi Systems Limited,True,False,False
948,MOTILALOFS,Motilal Oswal Financial Services Limited,True,False,False
949,MOTOGENFIN,The Motor & General Finance Limited,True,False,False
950,MPHASIS,MphasiS Limited,True,False,False
951,MPSLTD,MPS Limited,True,False,False
952,MRF,MRF Limited,True,False,False
953,MRO-TEK,MRO-TEK Realty Limited,True,False,False
954,MRPL,Mangalore Refinery and Petrochemicals Limited,True,False,False
955,MSPL,MSP Steel & Power Limited,True,False,False
956,MTEDUCARE,MT Educare Limited,True,False,False
957,MTNL,Mahanagar Telephone Nigam Limited,True,False,False
958,MUKANDENGG,Mukand Engineers Limited,True,False,False
959,MUKANDLTD,Mukand Limited,True,False,False
960,MUKTAARTS,Mukta Arts Limited,True,False,False
961,MUNJALAU,Munjal Auto Industries Limited,True,False,False
962,MUNJALSHOW,Munjal Showa Limited,True,False,False
963,MURUDCERA,Murudeshwar Ceramics Limited,True,False,False
964,MUTHOOTCAP,Muthoot Capital Services Limited,True,False,False
965,MUTHOOTFIN,Muthoot Finance Limited,True,False,False
966,MVL,MVL Limited,True,False,False
967,NACLIND,NACL Industries Limited,True,False,False
968,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,True,False,False
969,NAGAROIL,Nagarjuna Oil Refinery Limited,True,False,False
970,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,True,False,False
971,NAGREEKEXP,Nagreeka Exports Limited,True,False,False
972,NAHARCAP,Nahar Capital and Financial Services Limited,True,False,False
973,NAHARINDUS,Nahar Industrial Enterprises Limited,True,False,False
974,NAHARPOLY,Nahar Poly Films Limited,True,False,False
975,NAHARSPING,Nahar Spinning Mills Limited,True,False,False
976,NAKODA,Nakoda Limited,True,False,False
977,NATCOPHARM,Natco Pharma Limited,True,False,False
978,NATHBIOGEN,Nath Bio-Genes (India) Limited,True,False,False
979,NATIONALUM,National Aluminium Company Limited,True,False,False
980,NATNLSTEEL,National Steel And Agro Industries Limited,True,False,False
981,NAUKRI,Info Edge (India) Limited,True,False,False
