,SYMBOL,NAME OF COMPANY,isactve,FUT,IDX
982,NAVINFLUOR,Navin Fluorine International Limited,True,False,False
983,NAVKARCORP,Navkar Corporation Limited,True,False,False
984,NAVNETEDUL,Navneet Education Limited,True,False,False
985,NBCC,NBCC (India) Limited,True,False,False
986,NBIFIN,N. B. I. Industrial Finance Company Limited,True,False,False
987,NBVENTURES,Nava Bharat Ventures Limited,True,False,False
988,NCC,NCC Limited,True,False,False
989,NCLIND,NCL Industries Limited,True,False,False
990,NDGL,Naga Dhunseri Group Limited,True,False,False
991,NDL,Nandan Denim Limited,True,False,False
992,NDTV,New Delhi Television Limited,True,False,False
993,NECCLTD,North Eastern Carrying Corporation Limited,True,False,False
994,NECLIFE,Nectar Lifesciences Limited,True,False,False
995,NELCAST,Nelcast Limited,True,False,False
996,NELCO,NELCO Limited,True,False,False
997,NESCO,Nesco Limited,True,False,False
998,NESTLEIND,Nestle India Limited,True,False,False
999,NETWORK18,Network18 Media & Investments Limited,True,False,False
1000,NEULANDLAB,Neuland Laboratories Limited,True,False,False
1001,NEWGEN,Newgen Software Technologies Limited,True,False,False
1002,NEXTMEDIA,Next Mediaworks Limited,True,False,False
1003,NFL,National Fertilizers Limited,True,False,False
1004,NH,Narayana Hrudayalaya Ltd.,True,False,False
1005,NHPC,NHPC Limited,True,False,False
1006,NIACL,The New India Assurance Company Limited,True,False,False
1007,NIBL,NRB Industrial Bearings Limited,True,False,False
1008,NIITLTD,NIIT Limited,True,False,False
1009,NIITTECH,NIIT Technologies Limited,True,False,False
1010,NILAINFRA,Nila Infrastructures Limited,True,False,False
1011,NILKAMAL,Nilkamal Limited,True,False,False
1012,NIPPOBATRY,Indo-National Limited,True,False,False
1013,NIRAJISPAT,Niraj Ispat Industries Limited,True,False,False
1014,NITCO,Nitco Limited,True,False,False
1015,NITESHEST,Nitesh Estates Limited,True,False,False
1016,NITINFIRE,Nitin Fire Protection Industries Limited,True,False,False
1017,NITINSPIN,Nitin Spinners Limited,True,False,False
1018,NKIND,NK Industries Limited,True,False,False
1019,NLCINDIA,NLC India Limited,True,False,False
1020,NMDC,NMDC Limited,True,False,False
1021,NOCIL,NOCIL Limited,True,False,False
1022,NOIDATOLL,Noida Toll Bridge Company Limited,True,False,False
1023,NORBTEAEXP,Norben Tea & Exports Limited,True,False,False
1024,NRAIL,N R Agarwal Industries Limited,True,False,False
1025,NRBBEARING,NRB Bearing Limited,True,False,False
1026,NSIL,Nalwa Sons Investments Limited,True,False,False
1027,NTL,Neueon Towers Limited,True,False,False
1028,NTPC,NTPC Limited,True,False,False
1029,NUCLEUS,Nucleus Software Exports Limited,True,False,False
1030,NUTEK,Nu Tek India Limited,True,False,False
1031,OBEROIRLTY,Oberoi Realty Limited,True,False,False
1032,OCCL,Oriental Carbon & Chemicals Limited,True,False,False
1033,OCL,OCL India Limited,True,False,False
1034,OFSS,Oracle Financial Services Software Limited,True,False,False
1035,OIL,Oil India Limited,True,False,False
1036,OILCOUNTUB,Oil Country Tubular Limited,True,False,False
1037,OISL,OCL Iron and Steel Limited,True,False,False
1038,OLECTRA,Olectra Greentech Limited,True,False,False
1039,OMAXAUTO,Omax Autos Limited,True,False,False
1040,OMAXE,Omaxe Limited,True,False,False
1041,OMKARCHEM,Omkar Speciality Chemicals Limited,True,False,False
1042,OMMETALS,OM Metals Infraprojects Limited,True,False,False
1043,ONELIFECAP,Onelife Capital Advisors Limited,True,False,False
1044,ONGC,Oil & Natural Gas Corporation Limited,True,False,False
1045,ONMOBILE,OnMobile Global Limited,True,False,False
1046,ONWARDTEC,Onward Technologies Limited,True,False,False
1047,OPTIEMUS,Optiemus Infracom Limited,True,False,False
1048,OPTOCIRCUI,Opto Circuits (India) Limited,True,False,False
1049,ORBTEXP,Orbit Exports Limited,True,False,False
1050,ORCHIDPHAR,Orchid Pharma Limited,True,False,False
1051,ORICONENT,Oricon Enterprises Limited,True,False,False
1052,ORIENTABRA,Orient Abrasives Limited,True,False,False
1053,ORIENTALTL,Oriental Trimex Limited,True,False,False
1054,ORIENTBANK,Oriental Bank of Commerce,True,False,False
1055,ORIENTBELL,Orient Bell Limited,True,False,False
1056,ORIENTCEM,Orient Cement Limited,True,False,False
1057,ORIENTELEC,Orient Electric Limited,True,False,False
1058,ORIENTHOT,Oriental Hotels Limited,True,False,False
1059,ORIENTLTD,Orient Press Limited,True,False,False
1060,ORIENTPPR,Orient Paper & Industries Limited,True,False,False
1061,ORIENTREF,Orient Refractories Limited,True,False,False
1062,ORISSAMINE,The Orissa Minerals Development Company Limited,True,False,False
1063,ORTEL,Ortel Communications Limited,True,False,False
1064,ORTINLABSS,Ortin Laboratories Limited,True,False,False
1065,OSWALAGRO,Oswal Agro Mills Limited,True,False,False
1066,PAEL,PAE Limited,True,False,False
1067,PAGEIND,Page Industries Limited,True,False,False
1068,PAISALO,Paisalo Digital Limited,True,False,False
1069,PALASHSECU,Palash Securities Limited,True,False,False
1070,PALREDTEC,Palred Technologies Limited,True,False,False
1071,PANACEABIO,Panacea Biotec Limited,True,False,False
1072,PANAMAPET,Panama Petrochem Limited,True,False,False
1073,PANORAMUNI,Panoramic Universal Limited,True,False,False
1074,PAPERPROD,Huhtamaki PPL Limited,True,False,False
1075,PARABDRUGS,Parabolic Drugs Limited,True,False,False
1076,PARACABLES,Paramount Communications Limited,True,False,False
1077,PARAGMILK,Parag Milk Foods Limited,True,False,False
1078,PARSVNATH,Parsvnath Developers Limited,True,False,False
1079,PATELENG,Patel Engineering Limited,True,False,False
1080,PATINTLOG,Patel Integrated Logistics Limited,True,False,False
1081,PATSPINLTD,Patspin India Limited,True,False,False
1082,PBAINFRA,PBA Infrastructure Limited,True,False,False
1083,PCJEWELLER,PC Jeweller Limited,True,False,False
1084,PDMJEPAPER,Pudumjee Paper Products Limited,True,False,False
1085,PDPL,Parenteral Drugs (India) Limited,True,False,False
1086,PDSMFL,PDS Multinational Fashions Limited,True,False,False
1087,PEARLPOLY,Pearl Polymers Limited,True,False,False
1088,PEL,Piramal Enterprises Limited,True,False,False
1089,PENIND,Pennar Industries Limited,True,False,False
1090,PENINLAND,Peninsula Land Limited,True,False,False
1091,PENPEBS,Pennar Engineered Building Systems Limited,True,False,False
1092,PERSISTENT,Persistent Systems Limited,True,False,False
1093,PETRONENGG,Petron Engineering Construction Limited,True,False,False
1094,PETRONET,Petronet LNG Limited,True,False,False
1095,PFC,Power Finance Corporation Limited,True,False,False
1096,PFIZER,Pfizer Limited,True,False,False
1097,PFOCUS,Prime Focus Limited,True,False,False
1098,PFS,PTC India Financial Services Limited,True,False,False
1099,PGEL,PG Electroplast Limited,True,False,False
1100,PGHH,Procter & Gamble Hygiene and Health Care Limited,True,False,False
1101,PGIL,Pearl Global Industries Limited,True,False,False
1102,PHILIPCARB,Phillips Carbon Black Limited,True,False,False
1103,PHOENIXLTD,The Phoenix Mills Limited,True,False,False
1104,PIDILITIND,Pidilite Industries Limited,True,False,False
1105,PIIND,PI Industries Limited,True,False,False
1106,PILANIINVS,Pilani Investment and Industries Corporation Limited,True,False,False
1107,PILITA,PIL ITALICA LIFESTYLE LIMITED,True,False,False
1108,PINCON,Pincon Spirit Limited,True,False,False
1109,PIONDIST,Pioneer Distilleries Limited,True,False,False
1110,PIONEEREMB,Pioneer Embroideries Limited,True,False,False
1111,PIRPHYTO,Piramal Phytocare Limited,True,False,False
1112,PITTIENG,Pitti Engineering Limited,True,False,False
1113,PKTEA,The Peria Karamalai Tea & Produce Company Limited,True,False,False
1114,PLASTIBLEN,Plastiblends India Limited,True,False,False
1115,PNB,Punjab National Bank,True,False,False
1116,PNBGILTS,PNB Gilts Limited,True,False,False
1117,PNBHOUSING,PNB Housing Finance Limited,True,False,False
1118,PNC,Pritish Nandy Communications Limited,True,False,False
1119,PNCINFRA,PNC Infratech Limited,True,False,False
1120,POCHIRAJU,Pochiraju Industries Limited,True,False,False
1121,PODDARHOUS,Poddar Housing and Development Limited,True,False,False
1122,PODDARMENT,Poddar Pigments Limited,True,False,False
1123,POKARNA,Pokarna Limited,True,False,False
1124,POLYMED,Poly Medicure Limited,True,False,False
1125,POLYPLEX,Polyplex Corporation Limited,True,False,False
1126,PONNIERODE,Ponni Sugars (Erode) Limited,True,False,False
1127,POWERGRID,Power Grid Corporation of India Limited,True,False,False
1128,POWERMECH,Power Mech Projects Limited,True,False,False
1129,PPAP,PPAP Automotive Limited,True,False,False
1130,PRABHAT,Prabhat Dairy Limited,True,False,False
1131,PRADIP,Pradip Overseas Limited,True,False,False
1132,PRAENG,Prajay Engineers Syndicate Limited,True,False,False
1133,PRAJIND,Praj Industries Limited,True,False,False
1134,PRAKASH,Prakash Industries Limited,True,False,False
1135,PRAKASHCON,Prakash Constrowell Limited,True,False,False
1136,PRATIBHA,Pratibha Industries Limited,True,False,False
1137,PRAXIS,Praxis Home Retail Limited,True,False,False
1138,PRECAM,Precision Camshafts Limited,True,False,False
1139,PRECOT,Precot Meridian Limited,True,False,False
1140,PRECWIRE,Precision Wires India Limited,True,False,False
1141,PREMEXPLN,Premier Explosives Limited,True,False,False
1142,PREMIER,Premier Limited,True,False,False
1143,PREMIERPOL,Premier Polyfilm Limited,True,False,False
1144,PRESSMN,Pressman Advertising Limited,True,False,False
1145,PRESTIGE,Prestige Estates Projects Limited,True,False,False
1146,PRICOLLTD,Pricol Limited,True,False,False
1147,PRIMESECU,Prime Securities Limited,True,False,False
1148,PROVOGE,Provogue (India) Limited,True,False,False
1149,PROZONINTU,Prozone Intu Properties Limited,True,False,False
1150,PRSMJOHNSN,Prism Johnson Limited,True,False,False
1151,PSB,Punjab & Sind Bank,True,False,False
1152,PSL,PSL Limited,True,False,False
1153,PSPPROJECT,PSP Projects Limited,True,False,False
1154,PTC,PTC India Limited,True,False,False
1155,PTL,PTL Enterprises Limited,True,False,False
1156,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,True,False,False
1157,PUNJLLOYD,Punj Lloyd Limited,True,False,False
1158,PURVA,Puravankara Limited,True,False,False
1159,PVP,PVP Ventures Limited,True,False,False
1160,PVR,PVR Limited,True,False,False
1161,QUESS,Quess Corp Limited,True,False,False
1162,QUICKHEAL,Quick Heal Technologies Limited,True,False,False
1163,QUINTEGRA,Quintegra Solutions Limited,True,False,False
1164,RADAAN,Radaan Mediaworks India Limited,True,False,False
1165,RADICO,Radico Khaitan Limited,True,False,False
1166,RADIOCITY,Music Broadcast Limited,True,False,False
1167,RAIN,Rain Industries Limited,True,False,False
1168,RAINBOWPAP,Rainbow Papers Limited,True,False,False
1169,RAJESHEXPO,Rajesh Exports Limited,True,False,False
1170,RAJRAYON,Raj Rayon Industries Limited,True,False,False
1171,RAJSREESUG,Rajshree Sugars & Chemicals Limited,True,False,False
1172,RAJTV,Raj Television Network Limited,True,False,False
1173,RAJVIR,Rajvir Industries Limited,True,False,False
1174,RALLIS,Rallis India Limited,True,False,False
1175,RAMANEWS,Shree Rama Newsprint Limited,True,False,False
1176,RAMASTEEL,Rama Steel Tubes Limited,True,False,False
1177,RAMCOCEM,The Ramco Cements Limited,True,False,False
1178,RAMCOIND,Ramco Industries Limited,True,False,False
1179,RAMCOSYS,Ramco Systems Limited,True,False,False
1180,RAMGOPOLY,Ramgopal Polytex Limited,True,False,False
1181,RAMKY,Ramky Infrastructure Limited,True,False,False
1182,RAMSARUP,Ramsarup Industries Limited,True,False,False
1183,RANASUG,Rana Sugars Limited,True,False,False
1184,RANEENGINE,Rane Engine Valve Limited,True,False,False
1185,RANEHOLDIN,Rane Holdings Limited,True,False,False
1186,RATNAMANI,Ratnamani Metals & Tubes Limited,True,False,False
1187,RAYMOND,Raymond Limited,True,False,False
1188,RBL,Rane Brake Lining Limited,True,False,False
1189,RBLBANK,RBL Bank Limited,True,False,False
1190,RCF,Rashtriya Chemicals and Fertilizers Limited,True,False,False
1191,RCOM,Reliance Communications Limited,True,False,False
1192,RECLTD,Rural Electrification Corporation Limited,True,False,False
1193,REDINGTON,Redington (India) Limited,True,False,False
1194,REFEX,Refex Industries Limited,True,False,False
1195,REGENCERAM,Regency Ceramics Limited,True,False,False
1196,RELAXO,Relaxo Footwears Limited,True,False,False
1197,RELCAPITAL,Reliance Capital Limited,True,False,False
1198,RELIANCE,Reliance Industries Limited,True,False,False
1199,RELIGARE,Religare Enterprises Limited,True,False,False
1200,RELINFRA,Reliance Infrastructure Limited,True,False,False
1201,REMSONSIND,Remsons Industries Limited,True,False,False
1202,RENUKA,Shree Renuka Sugars Limited,True,False,False
1203,REPCOHOME,Repco Home Finance Limited,True,False,False
1204,REPRO,Repro India Limited,True,False,False
1205,RESPONIND,Responsive Industries Limited,True,False,False
1206,REVATHI,Revathi Equipment Limited,True,False,False
1207,RHFL,Reliance Home Finance Limited,True,False,False
1208,RICOAUTO,Rico Auto Industries Limited,True,False,False
1209,RIIL,Reliance Industrial Infrastructure Limited,True,False,False
1210,RITES,RITES Limited,True,False,False
1211,RJL,Renaissance Jewellery Limited,True,False,False
1212,RKDL,Ravi Kumar Distilleries Limited,True,False,False
1213,RKFORGE,Ramkrishna Forgings Limited,True,False,False
1214,RMCL,Radha Madhav Corporation Limited,True,False,False
1215,RML,Rane (Madras) Limited,True,False,False
1216,RNAM,Reliance Nippon Life Asset Management Limited,True,False,False
1217,RNAVAL,Reliance Naval and Engineering Limited,True,False,False
1218,ROHITFERRO,Rohit Ferro-Tech Limited,True,False,False
1219,ROHLTD,Royal Orchid Hotels Limited,True,False,False
1220,ROLLT,Rollatainers Limited,True,False,False
1221,ROLTA,Rolta India Limited,True,False,False
1222,ROSSELLIND,Rossell India Limited,True,False,False
1223,RPGLIFE,RPG Life Sciences Limited,True,False,False
1224,RPOWER,Reliance Power Limited,True,False,False
1225,RPPINFRA,R.P.P. Infra Projects Limited,True,False,False
1226,RSSOFTWARE,R. S. Software (India) Limited,True,False,False
1227,RSWM,RSWM Limited,True,False,False
1228,RSYSTEMS,R Systems International Limited,True,False,False
1229,RTNINFRA,RattanIndia Infrastructure Limited,True,False,False
1230,RTNPOWER,RattanIndia Power Limited,True,False,False
1231,RUBYMILLS,The Ruby Mills Limited,True,False,False
1232,RUCHINFRA,Ruchi Infrastructure Limited,True,False,False
1233,RUCHIRA,Ruchira Papers Limited,True,False,False
1234,RUCHISOYA,Ruchi Soya Industries Limited,True,False,False
1235,RUPA,Rupa & Company Limited,True,False,False
1236,RUSHIL,Rushil Decor Limited,True,False,False
1237,SABEVENTS,Sab Events & Governance Now Media Limited,True,False,False
1238,SABTN,Sri Adhikari Brothers Television Network Limited,True,False,False
1239,SADBHAV,Sadbhav Engineering Limited,True,False,False
1240,SADBHIN,Sadbhav Infrastructure Project Limited,True,False,False
1241,SAGCEM,Sagar Cements Limited,True,False,False
1242,SAIL,Steel Authority of India Limited,True,False,False
1243,SAKHTISUG,Sakthi Sugars Limited,True,False,False
1244,SAKSOFT,Saksoft Limited,True,False,False
1245,SAKUMA,Sakuma Exports Limited,True,False,False
1246,SALASAR,Salasar Techno Engineering Limited,True,False,False
1247,SALONA,Salona Cotspin Limited,True,False,False
1248,SALORAINTL,Salora International Limited,True,False,False
1249,SALSTEEL,S.A.L. Steel Limited,True,False,False
1250,SALZERELEC,Salzer Electronics Limited,True,False,False
1251,SAMBHAAV,Sambhaav Media Limited,True,False,False
1252,SANCO,Sanco Industries Limited,True,False,False
1253,SANDESH,The Sandesh Limited,True,False,False
1254,SANDHAR,Sandhar Technologies Limited,True,False,False
1255,SANGAMIND,Sangam (India) Limited,True,False,False
1256,SANGHIIND,Sanghi Industries Limited,True,False,False
1257,SANGHVIFOR,Sanghvi Forging and Engineering Limited,True,False,False
1258,SANGHVIMOV,Sanghvi Movers Limited,True,False,False
1259,SANOFI,Sanofi India Limited,True,False,False
1260,SANWARIA,Sanwaria Consumer Limited,True,False,False
1261,SARDAEN,Sarda Energy & Minerals Limited,True,False,False
1262,SAREGAMA,Saregama India Limited,True,False,False
1263,SARLAPOLY,Sarla Performance Fibers Limited,True,False,False
1264,SASKEN,Sasken Technologies Limited,True,False,False
1265,SASTASUNDR,Sastasundar Ventures Limited,True,False,False
1266,SATHAISPAT,Sathavahana Ispat Limited,True,False,False
1267,SATIN,Satin Creditcare Network Limited,True,False,False
1268,SBILIFE,SBI Life Insurance Company Limited,True,False,False
1269,SBIN,State Bank of India,True,False,False
1270,SCAPDVR,Stampede Capital Limited,True,False,False
1271,SCHAEFFLER,Schaeffler India Limited,True,False,False
1272,SCHAND,S Chand And Company Limited,True,False,False
1273,SCHNEIDER,Schneider Electric Infrastructure Limited,True,False,False
1274,SCI,Shipping Corporation Of India Limited,True,False,False
1275,SDBL,Som Distilleries & Breweries Limited,True,False,False
1276,SEAMECLTD,Seamec Limited,True,False,False
1277,SELAN,Selan Exploration Technology Limited,True,False,False
1278,SELMCL,SEL Manufacturing Company Limited,True,False,False
1279,SEPOWER,S.E. Power Limited,True,False,False
1280,SEQUENT,Sequent Scientific Limited,True,False,False
1281,SESHAPAPER,Seshasayee Paper and Boards Limited,True,False,False
1282,SETCO,Setco Automotive Limited,True,False,False
1283,SEZAL,Sezal Glass Limited,True,False,False
1284,SFL,Sheela Foam Limited,True,False,False
1285,SGFL,Shree Ganesh Forgings Limited,True,False,False
1286,SGL,STL Global Limited,True,False,False
1287,SHAHALLOYS,Shah Alloys Limited,True,False,False
1288,SHAKTIPUMP,Shakti Pumps (India) Limited,True,False,False
1289,SHALBY,Shalby Limited,True,False,False
1290,SHALPAINTS,Shalimar Paints Limited,True,False,False
1291,SHANKARA,Shankara Building Products Limited,True,False,False
1292,SHANTIGEAR,Shanthi Gears Limited,True,False,False
1293,SHARDACROP,Sharda Cropchem Limited,True,False,False
1294,SHARDAMOTR,Sharda Motor Industries Limited,True,False,False
1295,SHARONBIO,Sharon Bio-Medicine Limited,True,False,False
1296,SHEMAROO,Shemaroo Entertainment Limited,True,False,False
1297,SHILPAMED,Shilpa Medicare Limited,True,False,False
1298,SHILPI,Shilpi Cable Technologies Limited,True,False,False
1299,SHIRPUR-G,Shirpur Gold Refinery Limited,True,False,False
1300,SHIVAMAUTO,Shivam Autotech Limited,True,False,False
1301,SHIVAMILLS,Shiva Mills Limited,True,False,False
1302,SHIVATEX,Shiva Texyarn Limited,True,False,False
1303,SHK,S H Kelkar and Company Limited,True,False,False
1304,SHOPERSTOP,Shoppers Stop Limited,True,False,False
1305,SHREECEM,SHREE CEMENT LIMITED,True,False,False
1306,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,True,False,False
1307,SHREERAMA,Shree Rama Multi-Tech Limited,True,False,False
1308,SHREYANIND,Shreyans Industries Limited,True,False,False
1309,SHREYAS,Shreyas Shipping & Logistics Limited,True,False,False
1310,SHRIPISTON,Shriram Pistons & Rings Limited,True,False,False
1311,SHRIRAMCIT,Shriram City Union Finance Limited,True,False,False
1312,SHRIRAMEPC,Shriram EPC Limited,True,False,False
1313,SHYAMCENT,Shyam Century Ferrous Limited,True,False,False
1314,SHYAMTEL,Shyam Telecom Limited,True,False,False
1315,SICAGEN,Sicagen India Limited,True,False,False
1316,SICAL,Sical Logistics Limited,True,False,False
1317,SIEMENS,Siemens Limited,True,False,False
1318,SIGNET,Signet Industries Limited,True,False,False
1319,SIL,Standard Industries Limited,True,False,False
1320,SILINV,SIL Investments Limited,True,False,False
1321,SIMBHALS,Simbhaoli Sugars Limited,True,False,False
1322,SIMPLEX,Simplex Projects Limited,True,False,False
1323,SIMPLEXINF,Simplex Infrastructures Limited,True,False,False
1324,SINTEX,Sintex Industries Limited,True,False,False
1325,SIS,Security and Intelligence Services (India) Limited,True,False,False
1326,SITASHREE,Sita Shree Food Products Limited,True,False,False
1327,SITINET,Siti Networks Limited,True,False,False
1328,SIYSIL,Siyaram Silk Mills Limited,True,False,False
1329,SJVN,SJVN Limited,True,False,False
1330,SKFINDIA,SKF India Limited,True,False,False
1331,SKIL,SKIL Infrastructure Limited,True,False,False
1332,SKIPPER,Skipper Limited,True,False,False
1333,SKMEGGPROD,SKM Egg Products Export (India) Limited,True,False,False
1334,SMARTLINK,Smartlink Holdings Limited,True,False,False
1335,SMLISUZU,SML Isuzu Limited,True,False,False
1336,SMPL,Splendid Metal Products Limited,True,False,False
1337,SMSLIFE,SMS Lifesciences India Limited,True,False,False
1338,SMSPHARMA,SMS Pharmaceuticals Limited,True,False,False
1339,SNOWMAN,Snowman Logistics Limited,True,False,False
1340,SOBHA,Sobha Limited,True,False,False
1341,SOLARA,Solara Active Pharma Sciences Limited,True,False,False
1342,SOLARINDS,Solar Industries India Limited,True,False,False
1343,SOMANYCERA,Somany Ceramics Limited,True,False,False
1344,SOMATEX,Soma Textiles & Industries Limited,True,False,False
1345,SOMICONVEY,Somi Conveyor Beltings Limited,True,False,False
1346,SONATSOFTW,Sonata Software Limited,True,False,False
1347,SORILINFRA,SORIL Infra Resources Limited,True,False,False
1348,SOTL,Savita Oil Technologies Limited,True,False,False
1349,SOUTHBANK,The South Indian Bank Limited,True,False,False
1350,SPAL,S. P. Apparels Limited,True,False,False
1351,SPARC,Sun Pharma Advanced Research Company Limited,True,False,False
1352,SPECIALITY,Speciality Restaurants Limited,True,False,False
1353,SPENTEX,Spentex Industries Limited,True,False,False
1354,SPIC,Southern Petrochemicals Industries Corporation  Limited,True,False,False
1355,SPICEMOBI,Spice Mobility Limited,True,False,False
1356,SPLIL,SPL Industries Limited,True,False,False
1357,SPMLINFRA,SPML Infra Limited,True,False,False
1358,SPTL,Sintex Plastics Technology Limited,True,False,False
1359,SPYL,Shekhawati Poly-Yarn Limited,True,False,False
1360,SQSBFSI,SQS India BFSI Limited,True,False,False
1361,SREEL,Sreeleathers Limited,True,False,False
1362,SREINFRA,SREI Infrastructure Finance Limited,True,False,False
1363,SRF,SRF Limited,True,False,False
1364,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,True,False,False
1365,SRIPIPES,Srikalahasthi Pipes Limited,True,False,False
1366,SRSLTD,SRS Limited,True,False,False
1367,SRTRANSFIN,Shriram Transport Finance Company Limited,True,False,False
1368,SSWL,Steel Strips Wheels Limited,True,False,False
1369,STAMPEDE,Stampede Capital Limited,True,False,False
1370,STAR,Strides Shasun Limited,True,False,False
1371,STARCEMENT,Star Cement Limited,True,False,False
1372,STARPAPER,Star Paper Mills Limited,True,False,False
1373,STCINDIA,The State Trading Corporation of India Limited,True,False,False
1374,STEELXIND,STEEL EXCHANGE INDIA LIMITED,True,False,False
1375,STEL,Stel Holdings Limited,True,False,False
1376,STERTOOLS,Sterling Tools Limited,True,False,False
1377,STINDIA,STI India Limited,True,False,False
1378,STRTECH,Sterlite Technologies Limited,True,False,False
1379,SUBCAPCITY,International Constructions Limited,True,False,False
1380,SUBEX,Subex Limited,True,False,False
1381,SUBROS,Subros Limited,True,False,False
1382,SUDARSCHEM,Sudarshan Chemical Industries Limited,True,False,False
1383,SUJANAUNI,Sujana Universal Industries Limited,True,False,False
1384,SUMEETINDS,Sumeet Industries Limited,True,False,False
1385,SUMMITSEC,Summit Securities Limited,True,False,False
1386,SUNCLAYLTD,Sundaram Clayton Limited,True,False,False
1387,SUNDARAM,Sundaram Multi Pap Limited,True,False,False
1388,SUNDARMFIN,Sundaram Finance Limited,True,False,False
1389,SUNDARMHLD,Sundaram Finance Holdings Limited,True,False,False
1390,SUNDRMBRAK,Sundaram Brake Linings Limited,True,False,False
1391,SUNDRMFAST,Sundram Fasteners Limited,True,False,False
1392,SUNFLAG,Sunflag Iron And Steel Company Limited,True,False,False
1393,SUNILHITEC,Sunil Hitech Engineers Limited,True,False,False
1394,SUNPHARMA,Sun Pharmaceutical Industries Limited,True,False,False
1395,SUNTECK,Sunteck Realty Limited,True,False,False
1396,SUNTV,Sun TV Network Limited,True,False,False
1397,SUPERHOUSE,Superhouse Limited,True,False,False
1398,SUPERSPIN,Super Spinning Mills Limited,True,False,False
1399,SUPPETRO,Supreme Petrochem Limited,True,False,False
1400,SUPRAJIT,Suprajit Engineering Limited,True,False,False
1401,SUPREMEIND,Supreme Industries Limited,True,False,False
1402,SUPREMEINF,Supreme Infrastructure India Limited,True,False,False
1403,SUPREMETEX,Supreme Tex Mart Limited,True,False,False
1404,SURANACORP,Surana Corporation Limited,True,False,False
1405,SURANAIND,Surana Industries Limited,True,False,False
1406,SURANASOL,Surana Solar Limited,True,False,False
1407,SURANAT&P,Surana Telecom and Power Limited,True,False,False
1408,SURYALAXMI,Suryalakshmi Cotton Mills Limited,True,False,False
1409,SURYAROSNI,Surya Roshni Limited,True,False,False
1410,SUTLEJTEX,Sutlej Textiles and Industries Limited,True,False,False
1411,SUVEN,Suven Life Sciences Limited,True,False,False
1412,SUZLON,Suzlon Energy Limited,True,False,False
1413,SWANENERGY,Swan Energy Limited,True,False,False
1414,SWARAJENG,Swaraj Engines Limited,True,False,False
1415,SWELECTES,Swelect Energy Systems Limited,True,False,False
1416,SYMPHONY,Symphony Limited,True,False,False
1417,SYNCOM,Syncom Healthcare Limited,True,False,False
1418,SYNDIBANK,Syndicate Bank,True,False,False
1419,SYNGENE,Syngene International Limited,True,False,False
1420,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,True,False,False
1421,TAJGVK,Taj GVK Hotels & Resorts Limited,True,False,False
1422,TAKE,Take Solutions Limited,True,False,False
1423,TALBROAUTO,Talbros Automotive Components Limited,True,False,False
1424,TALWALKARS,Talwalkars Better Value Fitness Limited,True,False,False
1425,TALWGYM,Talwalkars Lifestyles Limited,True,False,False
1426,TANLA,Tanla Solutions Limited,True,False,False
1427,TANTIACONS,Tantia Constructions Limited,True,False,False
1428,TARAJEWELS,Tara Jewels Limited,True,False,False
1429,TARAPUR,Tarapur Transformers Limited,True,False,False
1430,TARMAT,Tarmat Limited,True,False,False
1431,TASTYBITE,Tasty Bite Eatables Limited,True,False,False
1432,TATACHEM,Tata Chemicals Limited,True,False,False
1433,TATACOFFEE,Tata Coffee Limited,True,False,False
1434,TATACOMM,Tata Communications Limited,True,False,False
1435,TATAELXSI,Tata Elxsi Limited,True,False,False
1436,TATAGLOBAL,Tata Global Beverages Limited,True,False,False
1437,TATAINVEST,Tata Investment Corporation Limited,True,False,False
1438,TATAMETALI,Tata Metaliks Limited,True,False,False
1439,TATAMOTORS,Tata Motors Limited,True,False,False
1440,TATAMTRDVR,Tata Motors Limited,True,False,False
1441,TATAPOWER,Tata Power Company Limited,True,False,False
1442,TATASPONGE,Tata Sponge Iron Limited,True,False,False
1443,TATASTEEL,Tata Steel Limited,True,False,False
1444,TBZ,Tribhovandas Bhimji Zaveri Limited,True,False,False
1445,TCI,Transport Corporation of India Limited,True,False,False
1446,TCIDEVELOP,TCI Developers Limited,True,False,False
1447,TCIEXP,TCI Express Limited,True,False,False
1448,TCIFINANCE,TCI Finance Limited,True,False,False
1449,TCNSBRANDS,TCNS Clothing Co. Limited,True,False,False
1450,TCPLPACK,TCPL Packaging Limited,True,False,False
1451,TCS,Tata Consultancy Services Limited,True,False,False
1452,TDPOWERSYS,TD Power Systems Limited,True,False,False
1453,TEAMLEASE,Teamlease Services Limited,True,False,False
1454,TECHIN,Techindia Nirman Limited,True,False,False
1455,TECHM,Tech Mahindra Limited,True,False,False
1456,TECHNO,Techno Electric & Engineering Company Limited,True,False,False
1457,TECHNOFAB,Technofab Engineering Limited,True,False,False
1458,TEJASNET,Tejas Networks Limited,True,False,False
1459,TERASOFT,Tera Software Limited,True,False,False
1460,TEXINFRA,Texmaco Infrastructure & Holdings Limited,True,False,False
1461,TEXMOPIPES,Texmo Pipes and Products Limited,True,False,False
1462,TEXRAIL,Texmaco Rail & Engineering Limited,True,False,False
1463,TFCILTD,Tourism Finance Corporation of India Limited,True,False,False
1464,TFL,Transwarranty Finance Limited,True,False,False
