BAJAJ-AUTO_F1,20161101,09:16,2834.95,2850.15,2832.95,2842.50,11250,1506000
BAJAJ-AUTO_F1,20161101,09:17,2839.85,2847.00,2838.20,2847.00,8250,1509750
BAJAJ-AUTO_F1,20161101,09:18,2847.80,2847.85,2845.00,2845.00,7250,1509750
BAJAJ-AUTO_F1,20161101,09:19,2844.80,2845.95,2842.95,2844.60,4750,1509750
BAJAJ-AUTO_F1,20161101,09:20,2845.40,2851.90,2841.05,2851.90,11500,1517750
BAJAJ-AUTO_F1,20161101,09:21,2852.60,2856.05,2848.40,2850.85,11750,1517750
BAJAJ-AUTO_F1,20161101,09:22,2852.60,2852.90,2850.40,2851.40,4750,1517750
BAJAJ-AUTO_F1,20161101,09:23,2852.90,2852.90,2848.40,2848.40,2750,1525750
BAJAJ-AUTO_F1,20161101,09:24,2848.95,2852.35,2848.95,2850.05,4750,1525750
BAJAJ-AUTO_F1,20161101,09:25,2850.45,2851.45,2850.00,2850.00,2000,1525750
BAJAJ-AUTO_F1,20161101,09:26,2848.50,2848.70,2846.20,2846.20,4500,1524750
BAJAJ-AUTO_F1,20161101,09:27,2845.00,2845.30,2843.00,2843.00,4750,1524750
BAJAJ-AUTO_F1,20161101,09:28,2845.45,2848.95,2844.10,2848.95,3500,1524750
BAJAJ-AUTO_F1,20161101,09:29,2850.45,2850.45,2846.95,2846.95,3000,1528500
BAJAJ-AUTO_F1,20161101,09:30,2847.05,2850.25,2845.10,2850.25,5250,1528500
BAJAJ-AUTO_F1,20161101,09:31,2851.00,2851.00,2849.25,2850.90,1500,1528500
BAJAJ-AUTO_F1,20161101,09:32,2850.50,2854.70,2850.10,2854.70,7500,1530500
BAJAJ-AUTO_F1,20161101,09:33,2853.50,2858.75,2853.05,2855.00,11750,1530500
BAJAJ-AUTO_F1,20161101,09:34,2855.00,2857.00,2854.00,2855.75,2000,1530500
BAJAJ-AUTO_F1,20161101,09:35,2855.00,2856.15,2855.00,2856.15,1500,1535250
BAJAJ-AUTO_F1,20161101,09:36,2854.85,2855.00,2854.40,2855.00,2750,1535250
BAJAJ-AUTO_F1,20161101,09:37,2854.40,2855.00,2853.00,2853.00,1000,1535250
BAJAJ-AUTO_F1,20161101,09:38,2855.00,2856.00,2854.25,2855.65,1750,1532250
BAJAJ-AUTO_F1,20161101,09:39,2856.00,2861.40,2855.00,2860.05,8500,1532250
BAJAJ-AUTO_F1,20161101,09:40,2861.55,2863.00,2860.00,2863.00,13250,1532250
BAJAJ-AUTO_F1,20161101,09:41,2862.00,2864.50,2862.00,2862.00,8000,1539000
BAJAJ-AUTO_F1,20161101,09:42,2861.25,2862.80,2860.00,2861.30,5250,1539000
BAJAJ-AUTO_F1,20161101,09:43,2861.80,2863.00,2861.00,2861.00,5000,1539000
BAJAJ-AUTO_F1,20161101,09:44,2860.00,2860.00,2859.00,2860.00,4500,1546250
BAJAJ-AUTO_F1,20161101,09:45,2859.00,2859.00,2857.00,2858.50,3500,1546250
