Date,Symbol,Open,High,Low,Close,Volume,Turnover
2016-11-01 09:16:00,BOSCHLTD,21876.25,21920.0,21850.0,21850.2,148,0
2016-11-01 09:17:00,BOSCHLTD,21850.2,21850.2,21820.05,21822.15,93,0
2016-11-01 09:18:00,BOSCHLTD,21815.0,21870.0,21815.0,21870.0,205,0
2016-11-01 09:19:00,BOSCHLTD,21896.6,21923.9,21869.35,21869.35,86,0
2016-11-01 09:20:00,BOSCHLTD,21860.95,21910.0,21860.95,21910.0,86,0
2016-11-01 09:21:00,BOSCHLTD,21904.9,21945.5,21904.9,21945.5,36,0
2016-11-01 09:22:00,BOSCHLTD,21926.95,21939.0,21925.1,21927.7,107,0
2016-11-01 09:23:00,BOSCHLTD,21938.9,22055.5,21938.9,22055.5,257,0
2016-11-01 09:24:00,BOSCHLTD,22030.5,22138.8,22030.5,22064.35,198,0
2016-11-01 09:25:00,BOSCHLTD,22034.95,22034.95,22010.4,22010.4,11,0
2016-11-01 09:26:00,BOSCHLTD,22009.6,22009.6,21961.1,21961.1,15,0
2016-11-01 09:27:00,BOSCHLTD,21961.1,21978.95,21961.05,21978.95,61,0
2016-11-01 09:28:00,BOSCHLTD,21980.0,22000.0,21980.0,21990.05,25,0
2016-11-01 09:29:00,BOSCHLTD,21987.2,22002.3,21987.2,21999.95,116,0
2016-11-01 09:30:00,BOSCHLTD,22000.05,22000.05,21980.55,21995.05,44,0
2016-11-01 09:31:00,BOSCHLTD,21990.0,21990.0,21985.3,21985.3,14,0
2016-11-01 09:32:00,BOSCHLTD,21986.8,21986.8,21980.7,21980.85,4,0
2016-11-01 09:33:00,BOSCHLTD,21982.95,21990.0,21982.95,21990.0,9,0
2016-11-01 09:34:00,BOSCHLTD,21995.25,21999.9,21995.25,21999.9,18,0
2016-11-01 09:35:00,BOSCHLTD,22004.95,22019.6,22004.95,22019.6,14,0
2016-11-01 09:36:00,BOSCHLTD,22015.0,22015.0,22008.9,22008.9,9,0
2016-11-01 09:37:00,BOSCHLTD,21994.0,21994.0,21989.75,21990.0,13,0
2016-11-01 09:38:00,BOSCHLTD,21998.2,21998.2,21998.2,21998.2,4,0
2016-11-01 09:39:00,BOSCHLTD,21990.2,22005.05,21990.2,22005.05,28,0
2016-11-01 09:40:00,BOSCHLTD,22015.0,22031.9,22015.0,22031.9,37,0
2016-11-01 09:41:00,BOSCHLTD,22031.95,22041.45,22020.0,22020.0,73,0
2016-11-01 09:42:00,BOSCHLTD,22025.0,22048.7,22025.0,22039.0,245,0
2016-11-01 09:43:00,BOSCHLTD,22040.75,22040.75,22040.75,22040.75,4,0
2016-11-01 09:44:00,BOSCHLTD,22048.7,22077.35,22044.0,22069.95,180,0
2016-11-01 09:45:00,BOSCHLTD,22070.0,22079.0,22060.9,22079.0,12,0
2016-11-01 09:46:00,BOSCHLTD,22079.95,22108.9,22079.95,22093.05,139,0
2016-11-01 09:47:00,BOSCHLTD,22100.0,22100.0,22079.55,22079.55,67,0
2016-11-01 09:48:00,BOSCHLTD,22088.95,22088.95,22072.0,22072.0,16,0
2016-11-01 09:49:00,BOSCHLTD,22079.85,22080.6,22075.15,22079.0,62,0
