symbol,Days,RSI,BBANDS,MA1,MA2,MA3,MA4,MSE,RMSE,Dates,Actual,Forcasted
SYNDIBANK,1,10,10,20,53,252,-,0.07033274885891856,0.26520322181097,['2018-05-11T00:00:00.000000000'],[51.5],[[64.695274]]
SYNDIBANK,15,10,10,21,53,252,-,0.0727606397401342,0.2697418019887429,"['2018-05-11T00:00:00.000000000' '2018-05-12T00:00:00.000000000'
 '2018-05-13T00:00:00.000000000' '2018-05-14T00:00:00.000000000'
 '2018-05-15T00:00:00.000000000' '2018-05-16T00:00:00.000000000'
 '2018-05-17T00:00:00.000000000' '2018-05-18T00:00:00.000000000'
 '2018-05-19T00:00:00.000000000' '2018-05-20T00:00:00.000000000'
 '2018-05-21T00:00:00.000000000' '2018-05-22T00:00:00.000000000'
 '2018-05-23T00:00:00.000000000' '2018-05-24T00:00:00.000000000'
 '2018-05-25T00:00:00.000000000']","[57.35 57.05 55.4  55.2  54.75 53.95 52.85 54.25 55.1  53.75 52.95 53.2
 53.4  52.7  51.5 ]","[[64.7632  ]
 [64.608215]
 [64.62053 ]
 [64.18405 ]
 [64.06592 ]
 [63.997078]
 [63.75464 ]
 [64.471756]
 [64.46232 ]
 [64.06359 ]
 [63.790928]
 [63.79085 ]
 [63.995583]
 [63.601044]
 [63.50448 ]]"
SYNDIBANK,1,10,10,21,53,252,-,0.06580885830325432,0.25653237281726127,['2018-05-11T00:00:00.000000000'],[51.5],[[65.556625]]
SYNDIBANK,15,10,10,21,52,252,-,0.061167907496272114,0.2473214659027237,"['2018-05-11T00:00:00.000000000' '2018-05-12T00:00:00.000000000'
 '2018-05-13T00:00:00.000000000' '2018-05-14T00:00:00.000000000'
 '2018-05-15T00:00:00.000000000' '2018-05-16T00:00:00.000000000'
 '2018-05-17T00:00:00.000000000' '2018-05-18T00:00:00.000000000'
 '2018-05-19T00:00:00.000000000' '2018-05-20T00:00:00.000000000'
 '2018-05-21T00:00:00.000000000' '2018-05-22T00:00:00.000000000'
 '2018-05-23T00:00:00.000000000' '2018-05-24T00:00:00.000000000'
 '2018-05-25T00:00:00.000000000']","[57.35 57.05 55.4  55.2  54.75 53.95 52.85 54.25 55.1  53.75 52.95 53.2
 53.4  52.7  51.5 ]","[[68.05528 ]
 [67.913   ]
 [67.925896]
 [67.52511 ]
 [67.41877 ]
 [67.35605 ]
 [67.13297 ]
 [67.78927 ]
 [67.781296]
 [67.418045]
 [67.16932 ]
 [67.17114 ]
 [67.36029 ]
 [66.99917 ]
 [66.91099 ]]"
SYNDIBANK,1,10,10,22,51,252,-,0.06494631759047255,0.25484567406662517,['2018-05-11T00:00:00.000000000'],[51.5],[[66.03281]]
SYNDIBANK,1,10,10,20,50,252,-,0.0679861559767885,0.2607415501541488,['2018-05-11T00:00:00.000000000'],[51.5],[[63.542465]]
SYNDIBANK,1,10,10,21,51,252,-,0.07518208977586398,0.27419352613777004,['2018-05-11T00:00:00.000000000'],[51.5],[[64.16941]]
SYNDIBANK,15,10,10,20,53,252,-,0.05259676135645689,0.2293398381364583,"['2018-05-11T00:00:00.000000000' '2018-05-12T00:00:00.000000000'
 '2018-05-13T00:00:00.000000000' '2018-05-14T00:00:00.000000000'
 '2018-05-15T00:00:00.000000000' '2018-05-16T00:00:00.000000000'
 '2018-05-17T00:00:00.000000000' '2018-05-18T00:00:00.000000000'
 '2018-05-19T00:00:00.000000000' '2018-05-20T00:00:00.000000000'
 '2018-05-21T00:00:00.000000000' '2018-05-22T00:00:00.000000000'
 '2018-05-23T00:00:00.000000000' '2018-05-24T00:00:00.000000000'
 '2018-05-25T00:00:00.000000000']","[57.35 57.05 55.4  55.2  54.75 53.95 52.85 54.25 55.1  53.75 52.95 53.2
 53.4  52.7  51.5 ]","[[69.08995 ]
 [68.90768 ]
 [68.92379 ]
 [68.41075 ]
 [68.27691 ]
 [68.19517 ]
 [67.90874 ]
 [68.74944 ]
 [68.73924 ]
 [68.27355 ]
 [67.95512 ]
 [67.955864]
 [68.197556]
 [67.73432 ]
 [67.62133 ]]"
SYNDIBANK,1,10,10,23,53,252,-,0.048153315965410504,0.21943863826913096,['2018-05-11T00:00:00.000000000'],[51.5],[[68.04788]]
SYNDIBANK,1,10,10,23,52,252,-,0.06651703361619557,0.25790896381513295,['2018-05-11T00:00:00.000000000'],[51.5],[[65.30786]]
