symbol,Days,RSI,BBANDS,MA1,MA2,MA3,MA4,MSE,RMSE,Dates,Actual,Forcasted
SYNDIBANK,1,10,10,ilyReturn,8,15,-,5427.661525920286,73.67266471304188,['2018-05-12T00:00:00.000000000'],[51.25],[[24.79329]]
SYNDIBANK,1,10,10,ilyReturn,8,16,-,5073.800715042373,71.23061641627407,['2018-05-12T00:00:00.000000000'],[51.25],[[26.43823]]
SYNDIBANK,1,10,10,ilyReturn,8,17,-,5763.754361427436,75.91939384259753,['2018-05-12T00:00:00.000000000'],[51.25],[[25.21165]]
SYNDIBANK,1,10,10,ilyReturn,8,18,-,5440.996222027277,73.76310881482205,['2018-05-12T00:00:00.000000000'],[51.25],[[25.380402]]
SYNDIBANK,1,10,10,ilyReturn,8,50,-,5614.315144167108,74.92873376860915,['2018-05-12T00:00:00.000000000'],[51.25],[[24.384169]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.05417526718544758,0.23275581020771013,['2018-05-12T00:00:00.000000000'],[51.25],[[67.08229]]
SYNDIBANK,1,10,10,ilyReturn,8,16,-,0.04820989710042032,0.21956752287262413,['2018-05-12T00:00:00.000000000'],[51.25],[[68.42085]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.034017117062615135,0.1844372984583518,['2018-05-12T00:00:00.000000000'],[51.25],[[70.79231]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.985499162134189,0.9927231044627646,['2018-05-12T00:00:00.000000000'],[51.25],[[51.90601345]]
SYNDIBANK,1,10,10,ilyReturn,8,16,-,0.9850490320425882,0.9924963637427535,['2018-05-12T00:00:00.000000000'],[51.25],[[52.03221946]]
SYNDIBANK,1,10,10,ilyReturn,8,17,-,0.986989588746925,0.9934734967511337,['2018-05-12T00:00:00.000000000'],[51.25],[[52.13406006]]
SYNDIBANK,1,10,10,ilyReturn,8,18,-,0.9842492396789275,0.9920933623802386,['2018-05-12T00:00:00.000000000'],[51.25],[[52.834755]]
SYNDIBANK,1,se,,,,,,0.9863039464068715,0.9931283635094063,['2018-05-12T00:00:00.000000000'],[51.25],[[53.94373361]]
SYNDIBANK,1,se,,,,,,0.9871966217367397,0.9935776878215109,['2018-05-12T00:00:00.000000000'],[51.25],[[53.94063233]]
SYNDIBANK,1,se,,,,,,0.9895926337966364,0.9947827068242775,['2018-05-12T00:00:00.000000000'],[51.25],[[53.18725366]]
SYNDIBANK,1,se,,,,,,0.98754199057801,0.9937514732457055,['2018-05-12T00:00:00.000000000'],[51.25],[[52.85905162]]
SYNDIBANK,1,se,,,,,,0.9872632556955305,0.9936112195902029,['2018-05-12T00:00:00.000000000'],[51.25],[[51.32488938]]
SYNDIBANK,1,se,,,,,,0.9845088382762681,0.9922241875081801,['2018-05-12T00:00:00.000000000'],[51.25],[[49.842047]]
SYNDIBANK,1,se,,,,,,0.9850613731788249,0.9925025809431555,['2018-05-12T00:00:00.000000000'],[51.25],[[51.07269796]]
SYNDIBANK,1,se,,,,,,0.9850282082746808,0.9924858730856984,['2018-05-12T00:00:00.000000000'],[51.25],[[50.28920137]]
SYNDIBANK,1,se,,,,,,0.9623449089100281,0.9809917985946814,['2018-05-12T00:00:00.000000000'],[51.25],[[41.81200093]]
SYNDIBANK,1,se,,,,,,0.9878565792390772,0.99390974401053,['2018-05-12T00:00:00.000000000'],[51.25],[[51.71657995]]
SYNDIBANK,1,se,,,,,,0.9714543737343859,0.985623850023114,['2018-05-12T00:00:00.000000000'],[51.25],[[43.39474221]]
SYNDIBANK,1,se,,,,,,0.9616884535732894,0.9806571539397901,['2018-05-12T00:00:00.000000000'],[51.25],[[41.73431031]]
SYNDIBANK,1,se,,,,,,0.9847127248085242,0.9923269243593686,['2018-05-12T00:00:00.000000000'],[51.25],[[49.82255886]]
SYNDIBANK,1,se,,,,,,0.9709886621386765,0.9853875695068801,['2018-05-12T00:00:00.000000000'],[51.25],[[43.55664014]]
SYNDIBANK,1,se,,,,,,0.9863937237335365,0.9931735617370896,['2018-05-12T00:00:00.000000000'],[51.25],[[53.69282616]]
SYNDIBANK,1,se,,,,,,0.9888006866953858,0.9943845768591676,['2018-05-12T00:00:00.000000000'],[51.25],[[53.17812268]]
SYNDIBANK,1,se,,,,,,0.9862682523078529,0.9931103928103123,['2018-05-12T00:00:00.000000000'],[51.25],[[51.32434875]]
SYNDIBANK,1,se,,,,,,0.9611283564799984,0.9803715400193941,['2018-05-12T00:00:00.000000000'],[51.25],[[41.73907303]]
SYNDIBANK,1,se,,,,,,0.9892031774770187,0.9945869381190459,['2018-05-12T00:00:00.000000000'],[51.25],[[53.17215014]]
SYNDIBANK,1,se,,,,,,0.989106155524764,0.9945381619248022,['2018-05-12T00:00:00.000000000'],[51.25],[[53.15377028]]
SYNDIBANK,1,se,,,,,,0.986969738092324,0.9934635061703696,['2018-05-12T00:00:00.000000000'],[51.25],[[51.32482316]]
SYNDIBANK,1,se,,,,,,0.9841307884143217,0.9920336629441169,['2018-05-12T00:00:00.000000000'],[51.25],[[49.7951598]]
SYNDIBANK,1,se,,,,,,0.9846677700083825,0.9923042728963644,['2018-05-12T00:00:00.000000000'],[51.25],[[50.16094025]]
SYNDIBANK,1,se,,,,,,0.9877795870326117,0.993871011264848,['2018-05-12T00:00:00.000000000'],[51.25],[[50.2852397]]
SYNDIBANK,1,se,,,,,,0.9878603484406043,0.9939116401575164,['2018-05-12T00:00:00.000000000'],[51.25],[[51.32565604]]
SYNDIBANK,1,se,,,,,,0.986488774497533,0.9932214126253688,['2018-05-12T00:00:00.000000000'],[51.25],[[53.51698911]]
SYNDIBANK,1,se,,,,,,0.9690308477766936,0.9843936447258756,['2018-05-12T00:00:00.000000000'],[51.25],[[43.54353281]]
SYNDIBANK,1,se,,,,,,0.9856583644562863,0.9928032858810885,['2018-05-12T00:00:00.000000000'],[51.25],[[52.56090332]]
SYNDIBANK,1,se,,,,,,0.9873396003926628,0.9936496366389226,['2018-05-12T00:00:00.000000000'],[51.25],[[53.88012559]]
SYNDIBANK,1,se,,,,,,0.965134888697555,0.9824127893597249,['2018-05-12T00:00:00.000000000'],[51.25],[[58.67817069]]
SYNDIBANK,1,se,,,,,,0.9871568077224043,0.9935576519369193,['2018-05-12T00:00:00.000000000'],[51.25],[[53.94810651]]
SYNDIBANK,1,se,,,,,,0.9817480799473797,0.9908320139899496,['2018-05-12T00:00:00.000000000'],[51.25],[[49.80558768]]
SYNDIBANK,1,se,,,,,,0.9485065573565942,0.9739130132391671,['2018-05-12T00:00:00.000000000'],[51.25],[[47.3161415]]
SYNDIBANK,1,se,,,,,,0.9830463418240313,0.9914869347722295,['2018-05-12T00:00:00.000000000'],[51.25],[[50.67371145]]
SYNDIBANK,1,se,,,,,,0.9865052583320696,0.9932297107578234,['2018-05-12T00:00:00.000000000'],[51.25],[[53.62738726]]
SYNDIBANK,1,se,,,,,,0.9693831251161388,0.9845725595994126,['2018-05-12T00:00:00.000000000'],[51.25],[[43.8580547]]
SYNDIBANK,1,se,,,,,,0.9880830384610558,0.9940236609161051,['2018-05-12T00:00:00.000000000'],[51.25],[[52.57744438]]
SYNDIBANK,1,se,,,,,,0.988973100406112,0.9944712667574221,['2018-05-12T00:00:00.000000000'],[51.25],[[52.88123714]]
SYNDIBANK,1,se,,,,,,0.9869146636824148,0.993435787397663,['2018-05-12T00:00:00.000000000'],[51.25],[[53.51698911]]
SYNDIBANK,1,se,,,,,,0.9873676743786413,0.9936637632411888,['2018-05-12T00:00:00.000000000'],[51.25],[[53.13923818]]
SYNDIBANK,1,se,,,,,,0.9601948360286989,0.9798953189135556,['2018-05-12T00:00:00.000000000'],[51.25],[[42.1519047]]
SYNDIBANK,1,se,,,,,,0.985420585624002,0.992683527426542,['2018-05-12T00:00:00.000000000'],[51.25],[[51.71543123]]
SYNDIBANK,1,se,,,,,,0.9853144305970356,0.9926300572706005,['2018-05-12T00:00:00.000000000'],[51.25],[[50.00163507]]
SYNDIBANK,1,se,,,,,,0.9649411357680082,0.9823141736572919,['2018-05-12T00:00:00.000000000'],[51.25],[[58.85856649]]
SYNDIBANK,1,se,,,,,,0.9856954283576713,0.9928219519922348,['2018-05-12T00:00:00.000000000'],[51.25],[[51.32565604]]
SYNDIBANK,1,se,,,,,,0.964777328128893,0.9822307916823281,['2018-05-12T00:00:00.000000000'],[51.25],[[42.12764776]]
SYNDIBANK,1,se,,,,,,0.9674238390174602,0.9835770630801941,['2018-05-12T00:00:00.000000000'],[51.25],[[42.79842332]]
SYNDIBANK,1,se,,,,,,0.9726997173434436,0.986255401680236,['2018-05-12T00:00:00.000000000'],[51.25],[[43.55650025]]
SYNDIBANK,1,se,,,,,,0.9699712603034756,0.9848711897012093,['2018-05-12T00:00:00.000000000'],[51.25],[[42.63336692]]
SYNDIBANK,1,se,,,,,,0.9871928535289817,0.9935757915373048,['2018-05-12T00:00:00.000000000'],[51.25],[[51.32440146]]
SYNDIBANK,1,se,,,,,,0.9864488154834746,0.9932012965574877,['2018-05-12T00:00:00.000000000'],[51.25],[[51.32546307]]
SYNDIBANK,1,se,,,,,,0.9854006735294468,0.9926734979485686,['2018-05-12T00:00:00.000000000'],[51.25],[[51.32620945]]
SYNDIBANK,1,se,,,,,,0.9789538758557781,0.9894209800968332,['2018-05-12T00:00:00.000000000'],[51.25],[[48.73735512]]
SYNDIBANK,1,se,,,,,,0.9846830201291206,0.9923119570624556,['2018-05-12T00:00:00.000000000'],[51.25],[[53.85348092]]
