symbol,Days,RSI,BBANDS,MA1,MA2,MA3,MA4,MSE,RMSE,Dates,Actual,Forcasted,model
BANKNIFTY,15,20,10,45,51,,,0.000816065,0.028566855,"['2018-06-06T00:00' '2018-06-07T00:00' '2018-06-08T00:00'
 '2018-06-11T00:00' '2018-06-12T00:00' '2018-06-13T00:00'
 '2018-06-14T00:00' '2018-06-15T00:00' '2018-06-18T00:00'
 '2018-06-19T00:00' '2018-06-20T00:00' '2018-06-21T00:00'
 '2018-06-22T00:00' '2018-06-25T00:00' '2018-06-26T00:00']","[26367.6, 26517.8, 26451.35, 26453.55, 26607.1, 26642.8, 26562.25, 26417.4, 26409.3, 26265.75, 26557.7, 26496.95, 26766.85, 26609.7, 26601.7]","[25711.98, 25605.43, 25726.15, 25822.1, 25715.04, 25727.68, 25724.21, 25735.29, 25791.72, 25815.41, 25660.61, 25795.19, 25926.46, 25351.58, 25708.63]",SVR
BANKNIFTY,15,20,10,7,15,,,0.000845445,0.029076532,"['2018-06-06T00:00' '2018-06-07T00:00' '2018-06-08T00:00'
 '2018-06-11T00:00' '2018-06-12T00:00' '2018-06-13T00:00'
 '2018-06-14T00:00' '2018-06-15T00:00' '2018-06-18T00:00'
 '2018-06-19T00:00' '2018-06-20T00:00' '2018-06-21T00:00'
 '2018-06-22T00:00' '2018-06-25T00:00' '2018-06-26T00:00']","[26367.6, 26517.8, 26451.35, 26453.55, 26607.1, 26642.8, 26562.25, 26417.4, 26409.3, 26265.75, 26557.7, 26496.95, 26766.85, 26609.7, 26601.7]","[25289.24, 25688.04, 25686.69, 25690.27, 25149.15, 25197.08, 25544.8, 25610.11, 25494.86, 26009.65, 25798.52, 24763.64, 26257.02, 25944.22, 26124.63]",SVR
BANKNIFTY,15,20,10,43,85,,,0.000726374,0.026951324,"['2018-06-06T00:00' '2018-06-07T00:00' '2018-06-08T00:00'
 '2018-06-11T00:00' '2018-06-12T00:00' '2018-06-13T00:00'
 '2018-06-14T00:00' '2018-06-15T00:00' '2018-06-18T00:00'
 '2018-06-19T00:00' '2018-06-20T00:00' '2018-06-21T00:00'
 '2018-06-22T00:00' '2018-06-25T00:00' '2018-06-26T00:00']","[26367.6, 26517.8, 26451.35, 26453.55, 26607.1, 26642.8, 26562.25, 26417.4, 26409.3, 26265.75, 26557.7, 26496.95, 26766.85, 26609.7, 26601.7]","[26065.15, 26042.35, 26152.57, 26089.26, 25917.12, 25820.51, 26075.96, 26071.87, 26015.42, 25973.04, 25988.75, 24983.99, 25680.9, 25102.27, 25784.19]",SVR
BANKNIFTY,15,20,10,58,52,,,0.00087971,0.029659898,"['2018-06-06T00:00' '2018-06-07T00:00' '2018-06-08T00:00'
 '2018-06-11T00:00' '2018-06-12T00:00' '2018-06-13T00:00'
 '2018-06-14T00:00' '2018-06-15T00:00' '2018-06-18T00:00'
 '2018-06-19T00:00' '2018-06-20T00:00' '2018-06-21T00:00'
 '2018-06-22T00:00' '2018-06-25T00:00' '2018-06-26T00:00']","[26367.6, 26517.8, 26451.35, 26453.55, 26607.1, 26642.8, 26562.25, 26417.4, 26409.3, 26265.75, 26557.7, 26496.95, 26766.85, 26609.7, 26601.7]","[25841.04, 25951.65, 26082.32, 26133.86, 25875.64, 25783.02, 25904.22, 25915.99, 25893.25, 26039.93, 25984.45, 25758.23, 26144.0, 25907.27, 25918.84]",SVR
BANKNIFTY,15,20,10,31,58,,,0.000880821,0.029678621,"['2018-06-06T00:00' '2018-06-07T00:00' '2018-06-08T00:00'
 '2018-06-11T00:00' '2018-06-12T00:00' '2018-06-13T00:00'
 '2018-06-14T00:00' '2018-06-15T00:00' '2018-06-18T00:00'
 '2018-06-19T00:00' '2018-06-20T00:00' '2018-06-21T00:00'
 '2018-06-22T00:00' '2018-06-25T00:00' '2018-06-26T00:00']","[26367.6, 26517.8, 26451.35, 26453.55, 26607.1, 26642.8, 26562.25, 26417.4, 26409.3, 26265.75, 26557.7, 26496.95, 26766.85, 26609.7, 26601.7]","[25225.47, 25487.94, 25646.25, 25656.45, 25350.65, 25355.29, 25661.24, 25763.3, 25775.33, 25808.78, 25783.44, 25173.52, 26044.47, 25315.49, 25781.72]",SVR
BANKNIFTY,15,20,10,44,45,,,0.00081402,0.028531042,"['2018-06-06T00:00' '2018-06-07T00:00' '2018-06-08T00:00'
 '2018-06-11T00:00' '2018-06-12T00:00' '2018-06-13T00:00'
 '2018-06-14T00:00' '2018-06-15T00:00' '2018-06-18T00:00'
 '2018-06-19T00:00' '2018-06-20T00:00' '2018-06-21T00:00'
 '2018-06-22T00:00' '2018-06-25T00:00' '2018-06-26T00:00']","[26367.6, 26517.8, 26451.35, 26453.55, 26607.1, 26642.8, 26562.25, 26417.4, 26409.3, 26265.75, 26557.7, 26496.95, 26766.85, 26609.7, 26601.7]","[25639.51, 25870.36, 25944.75, 26062.13, 25695.88, 25729.14, 25708.33, 25858.19, 26148.05, 26315.28, 25998.35, 25373.04, 26896.71, 26555.82, 25996.62]",SVR
BANKNIFTY,15,20,10,45,44,,,0.000806825,0.028404666,"['2018-06-06T00:00' '2018-06-07T00:00' '2018-06-08T00:00'
 '2018-06-11T00:00' '2018-06-12T00:00' '2018-06-13T00:00'
 '2018-06-14T00:00' '2018-06-15T00:00' '2018-06-18T00:00'
 '2018-06-19T00:00' '2018-06-20T00:00' '2018-06-21T00:00'
 '2018-06-22T00:00' '2018-06-25T00:00' '2018-06-26T00:00']","[26367.6, 26517.8, 26451.35, 26453.55, 26607.1, 26642.8, 26562.25, 26417.4, 26409.3, 26265.75, 26557.7, 26496.95, 26766.85, 26609.7, 26601.7]","[25581.36, 25735.57, 25817.57, 25834.82, 25480.2, 25490.74, 25736.78, 25900.75, 26110.86, 26149.01, 25965.74, 25975.55, 26822.89, 26231.82, 26000.92]",SVR
BANKNIFTY,1,20,10,44,99,,,0.02035982,0.142687841,['2018-10-30T00:00'],[24807.75],[24744.26],SVR
BANKNIFTY,1,20,10,27,52,,,0.156069417,0.39505622,['2018-10-30T00:00'],[24807.75],[25093.33],SVR
BANKNIFTY,1,20,10,44,31,,,0.118650665,0.344457058,['2018-10-30T00:00'],[24807.75],[25095.13],SVR
BANKNIFTY,1,20,10,44,48,,,0.078866379,0.280831585,['2018-10-30T00:00'],[24807.75],[25057.88],SVR
BANKNIFTY,1,20,10,31,15,,,0.031153368,0.176503166,['2018-10-30T00:00'],[24807.75],[24612.69],SVR
BANKNIFTY,1,20,10,45,31,,,0.02166572,0.147192797,['2018-10-30T00:00'],[24807.75],[24684.06],SVR
BANKNIFTY,1,20,10,43,7,,,0.009130968,0.095556101,['2018-10-30T00:00'],[24807.75],[24772.79],SVR
BANKNIFTY,1,20,10,85,48,,,0.019234952,0.13869013,['2018-10-30T00:00'],[24807.75],[24701.93],SVR
BANKNIFTY,1,20,10,45,51,,,0.055566903,0.235726331,['2018-10-30T00:00'],[24807.75],[25067.61],SVR
BANKNIFTY,1,20,10,27,99,,,0.148453766,0.385296984,['2018-10-30T00:00'],[24807.75],[25062.23],SVR
BANKNIFTY,1,20,10,85,15,,,0.022991476,0.151629405,['2018-10-30T00:00'],[24807.75],[24624.23],SVR
BANKNIFTY,1,20,10,15,7,,,0.021651073,0.147143035,['2018-10-30T00:00'],[24807.75],[24657.26],SVR
BANKNIFTY,1,20,10,52,44,,,0.031377034,0.177135636,['2018-10-30T00:00'],[24807.75],[24761.86],SVR
BANKNIFTY,1,20,10,27,45,,,0.028172442,0.167846482,['2018-10-30T00:00'],[24807.75],[24613.86],SVR
BANKNIFTY,1,20,10,99,44,,,0.059813573,0.244568136,['2018-10-30T00:00'],[24807.75],[25011.61],SVR
BANKNIFTY,1,20,10,58,52,,,0.011142331,0.105557239,['2018-10-30T00:00'],[24807.75],[24621.61],SVR
BANKNIFTY,1,20,10,51,15,,,0.098615316,0.314030757,['2018-10-30T00:00'],[24807.75],[24647.91],SVR
BANKNIFTY,1,20,10,57,15,,,0.120252716,0.346774734,['2018-10-30T00:00'],[24807.75],[25049.97],SVR
BANKNIFTY,1,20,10,27,7,,,0.014135977,0.118894813,['2018-10-30T00:00'],[24807.75],[24737.19],SVR
BANKNIFTY,1,20,10,15,51,,,0.161129418,0.40140929,['2018-10-30T00:00'],[24807.75],[24969.2],SVR
BANKNIFTY,1,20,10,85,52,,,0.123299504,0.351140291,['2018-10-30T00:00'],[24807.75],[25078.71],SVR
BANKNIFTY,1,20,10,45,43,,,0.010490703,0.102424132,['2018-10-30T00:00'],[24807.75],[24830.48],SVR
BANKNIFTY,1,20,10,58,31,,,0.030874286,0.175710802,['2018-10-30T00:00'],[24807.75],[24530.57],SVR
BANKNIFTY,1,20,10,15,44,,,0.042021278,0.204990921,['2018-10-30T00:00'],[24807.75],[24675.47],SVR
BANKNIFTY,1,20,10,45,7,,,0.033763416,0.183748242,['2018-10-30T00:00'],[24807.75],[24890.04],SVR
BANKNIFTY,1,20,10,85,51,,,0.094274895,0.307042171,['2018-10-30T00:00'],[24807.75],[25030.22],SVR
BANKNIFTY,1,20,10,48,31,,,0.045238748,0.212694024,['2018-10-30T00:00'],[24807.75],[24611.0],SVR
BANKNIFTY,1,20,10,15,48,,,0.050894597,0.22559831,['2018-10-30T00:00'],[24807.75],[24675.52],SVR
BANKNIFTY,1,20,10,51,48,,,0.026257671,0.16204219,['2018-10-30T00:00'],[24807.75],[24783.62],SVR
BANKNIFTY,1,20,10,52,58,,,0.052349533,0.228800202,['2018-10-30T00:00'],[24807.75],[24937.66],SVR
BANKNIFTY,1,20,10,99,7,,,0.041514584,0.203751279,['2018-10-30T00:00'],[24807.75],[24617.21],SVR
BANKNIFTY,1,20,10,7,15,,,0.023442842,0.153110556,['2018-10-30T00:00'],[24807.75],[24809.43],SVR
BANKNIFTY,1,20,10,7,52,,,0.035128852,0.187426925,['2018-10-30T00:00'],[24807.75],[24851.88],SVR
BANKNIFTY,1,20,10,27,57,,,0.113064522,0.336250683,['2018-10-30T00:00'],[24807.75],[24586.15],SVR
BANKNIFTY,1,20,10,43,15,,,0.046390938,0.215385557,['2018-10-30T00:00'],[24807.75],[24623.47],SVR
BANKNIFTY,1,20,10,15,85,,,0.105877964,0.325388943,['2018-10-30T00:00'],[24807.75],[25105.18],SVR
BANKNIFTY,1,20,10,99,57,,,0.029458429,0.171634581,['2018-10-30T00:00'],[24807.75],[24655.43],SVR
BANKNIFTY,1,20,10,99,27,,,0.050240819,0.224144638,['2018-10-30T00:00'],[24807.75],[24930.48],SVR
BANKNIFTY,1,20,10,31,85,,,0.021579987,0.146901284,['2018-10-30T00:00'],[24807.75],[24643.53],SVR
BANKNIFTY,1,20,10,43,57,,,0.012195947,0.11043526,['2018-10-30T00:00'],[24807.75],[24695.86],SVR
BANKNIFTY,1,20,10,44,51,,,0.044386458,0.210680938,['2018-10-30T00:00'],[24807.75],[24866.73],SVR
BANKNIFTY,1,20,10,58,44,,,0.054457597,0.233361517,['2018-10-30T00:00'],[24807.75],[24978.66],SVR
BANKNIFTY,1,20,10,31,51,,,0.055669279,0.235943381,['2018-10-30T00:00'],[24807.75],[24645.61],SVR
BANKNIFTY,1,20,10,44,57,,,0.083310798,0.288636099,['2018-10-30T00:00'],[24807.75],[25041.03],SVR
BANKNIFTY,1,20,10,48,7,,,0.137444007,0.370734416,['2018-10-30T00:00'],[24807.75],[25137.39],SVR
BANKNIFTY,1,20,10,48,43,,,0.055486901,0.235556576,['2018-10-30T00:00'],[24807.75],[24994.31],SVR
BANKNIFTY,1,20,10,43,45,,,0.073250452,0.270648207,['2018-10-30T00:00'],[24807.75],[25104.28],SVR
BANKNIFTY,1,20,10,45,58,,,0.050966513,0.225757643,['2018-10-30T00:00'],[24807.75],[24988.28],SVR
BANKNIFTY,1,20,10,58,48,,,0.103166762,0.321195831,['2018-10-30T00:00'],[24807.75],[24570.96],SVR
BANKNIFTY,1,20,10,45,57,,,0.009365152,0.096773717,['2018-10-30T00:00'],[24807.75],[24753.26],SVR
BANKNIFTY,1,20,10,57,58,,,0.023752037,0.15411696,['2018-10-30T00:00'],[24807.75],[24628.05],SVR
BANKNIFTY,1,20,10,43,85,,,0.053232304,0.230721268,['2018-10-30T00:00'],[24807.75],[25004.67],SVR
BANKNIFTY,1,20,10,31,58,,,0.003128391,0.055932025,['2018-10-30T00:00'],[24807.75],[24667.54],SVR
BANKNIFTY,1,20,10,51,45,,,0.014071646,0.118623971,['2018-10-30T00:00'],[24807.75],[24825.39],SVR
BANKNIFTY,1,20,10,15,31,,,0.055789838,0.236198726,['2018-10-30T00:00'],[24807.75],[24559.53],SVR
BANKNIFTY,1,20,10,51,52,,,0.058371867,0.241602705,['2018-10-30T00:00'],[24807.75],[25022.95],SVR
BANKNIFTY,1,20,10,15,99,,,0.037559673,0.19380318,['2018-10-30T00:00'],[24807.75],[24627.28],SVR
BANKNIFTY,1,20,10,15,27,,,0.012836967,0.113300341,['2018-10-30T00:00'],[24807.75],[24626.09],SVR
BANKNIFTY,1,20,10,99,51,,,0.015187843,0.123238966,['2018-10-30T00:00'],[24807.75],[24672.73],SVR
BANKNIFTY,1,20,10,85,45,,,0.024206154,0.155583272,['2018-10-30T00:00'],[24807.75],[24779.45],SVR
BANKNIFTY,1,20,10,57,27,,,0.07371267,0.271500774,['2018-10-30T00:00'],[24807.75],[24504.5],SVR
BANKNIFTY,1,20,10,85,57,,,0.054805535,0.234105821,['2018-10-30T00:00'],[24807.75],[24579.0],SVR
BANKNIFTY,1,20,10,58,7,,,0.057963395,0.240755882,['2018-10-30T00:00'],[24807.75],[25015.55],SVR
BANKNIFTY,1,20,10,7,48,,,0.002079536,0.04560193,['2018-10-30T00:00'],[24807.75],[24766.55],SVR
BANKNIFTY,1,20,10,43,52,,,0.055085338,0.234702658,['2018-10-30T00:00'],[24807.75],[25007.72],SVR
BANKNIFTY,1,20,10,51,85,,,0.056615395,0.237939897,['2018-10-30T00:00'],[24807.75],[24989.52],SVR
BANKNIFTY,1,20,10,27,15,,,0.150690634,0.388188916,['2018-10-30T00:00'],[24807.75],[24968.46],SVR
BANKNIFTY,1,20,10,51,43,,,0.000406551,0.020163111,['2018-10-30T00:00'],[24807.75],[24768.01],SVR
BANKNIFTY,1,20,10,31,45,,,0.059685199,0.244305544,['2018-10-30T00:00'],[24807.75],[25040.46],SVR
BANKNIFTY,1,20,10,51,7,,,0.010561645,0.102769865,['2018-10-30T00:00'],[24807.75],[24818.14],SVR
BANKNIFTY,1,20,10,48,44,,,0.012887225,0.113521915,['2018-10-30T00:00'],[24807.75],[24794.39],SVR
BANKNIFTY,1,20,10,31,44,,,0.105202972,0.324350077,['2018-10-30T00:00'],[24807.75],[25042.9],SVR
BANKNIFTY,1,20,10,57,99,,,0.025942949,0.161068151,['2018-10-30T00:00'],[24807.75],[24553.57],SVR
BANKNIFTY,1,20,10,45,52,,,0.060777558,0.246531049,['2018-10-30T00:00'],[24807.75],[25031.43],SVR
BANKNIFTY,1,20,10,57,45,,,0.020865274,0.14444817,['2018-10-30T00:00'],[24807.75],[24653.08],SVR
BANKNIFTY,1,20,10,51,27,,,0.014631459,0.120960566,['2018-10-30T00:00'],[24807.75],[24685.06],SVR
BANKNIFTY,1,20,10,51,57,,,0.090673241,0.301119978,['2018-10-30T00:00'],[24807.75],[25007.81],SVR
BANKNIFTY,1,20,10,51,31,,,0.038166298,0.195361967,['2018-10-30T00:00'],[24807.75],[24725.66],SVR
BANKNIFTY,1,20,10,48,27,,,0.104703478,0.323579168,['2018-10-30T00:00'],[24807.75],[24559.77],SVR
BANKNIFTY,1,20,10,57,43,,,0.106790405,0.326788012,['2018-10-30T00:00'],[24807.75],[25109.66],SVR
BANKNIFTY,1,20,10,99,15,,,0.040922379,0.202292805,['2018-10-30T00:00'],[24807.75],[24693.76],SVR
BANKNIFTY,1,20,10,7,58,,,0.036992634,0.192334693,['2018-10-30T00:00'],[24807.75],[24779.32],SVR
BANKNIFTY,1,20,10,15,58,,,0.011314214,0.106368295,['2018-10-30T00:00'],[24807.75],[24631.82],SVR
BANKNIFTY,1,20,10,43,58,,,0.021431838,0.14639617,['2018-10-30T00:00'],[24807.75],[24701.09],SVR
BANKNIFTY,1,20,10,44,85,,,0.000671603,0.0259153,['2018-10-30T00:00'],[24807.75],[24738.55],SVR
BANKNIFTY,1,20,10,43,99,,,0.021959149,0.148186198,['2018-10-30T00:00'],[24807.75],[24707.11],SVR
BANKNIFTY,1,20,10,48,58,,,0.016651954,0.129042449,['2018-10-30T00:00'],[24807.75],[24685.16],SVR
BANKNIFTY,1,20,10,43,31,,,0.055128537,0.234794671,['2018-10-30T00:00'],[24807.75],[24989.51],SVR
BANKNIFTY,1,20,10,48,52,,,0.034284571,0.185160933,['2018-10-30T00:00'],[24807.75],[24691.92],SVR
BANKNIFTY,1,20,10,57,48,,,0.151693136,0.38947803,['2018-10-30T00:00'],[24807.75],[25076.06],SVR
BANKNIFTY,1,20,10,57,31,,,0.057062992,0.238878613,['2018-10-30T00:00'],[24807.75],[24555.27],SVR
BANKNIFTY,1,20,10,27,51,,,0.030825404,0.175571648,['2018-10-30T00:00'],[24807.75],[24716.49],SVR
BANKNIFTY,1,20,10,44,27,,,0.020639361,0.143664056,['2018-10-30T00:00'],[24807.75],[24748.45],SVR
BANKNIFTY,1,20,10,99,58,,,0.033767397,0.183759072,['2018-10-30T00:00'],[24807.75],[24677.2],SVR
BANKNIFTY,1,20,10,99,43,,,0.018290531,0.135242488,['2018-10-30T00:00'],[24807.75],[24711.64],SVR
BANKNIFTY,1,20,10,15,52,,,0.01948211,0.139578331,['2018-10-30T00:00'],[24807.75],[24661.83],SVR
BANKNIFTY,1,20,10,7,31,,,0.011245881,0.106046597,['2018-10-30T00:00'],[24807.75],[24778.26],SVR
BANKNIFTY,1,20,10,43,27,,,0.151988278,0.38985674,['2018-10-30T00:00'],[24807.75],[25094.33],SVR
BANKNIFTY,1,20,10,99,48,,,0.061852694,0.248702018,['2018-10-30T00:00'],[24807.75],[24978.24],SVR
BANKNIFTY,1,20,10,7,27,,,0.059332577,0.243582794,['2018-10-30T00:00'],[24807.75],[25005.28],SVR
BANKNIFTY,1,20,10,58,57,,,0.054960005,0.234435502,['2018-10-30T00:00'],[24807.75],[24950.74],SVR
BANKNIFTY,1,20,10,7,45,,,0.013474964,0.116081711,['2018-10-30T00:00'],[24807.75],[24835.39],SVR
BANKNIFTY,1,20,10,27,85,,,0.047804513,0.218642432,['2018-10-30T00:00'],[24807.75],[24570.48],SVR
BANKNIFTY,1,20,10,7,57,,,0.024415528,0.15625469,['2018-10-30T00:00'],[24807.75],[24626.09],SVR
BANKNIFTY,1,20,10,43,48,,,0.015387177,0.124045059,['2018-10-30T00:00'],[24807.75],[24688.29],SVR
BANKNIFTY,1,20,10,31,7,,,0.056310787,0.237298939,['2018-10-30T00:00'],[24807.75],[24996.33],SVR
BANKNIFTY,1,20,10,15,57,,,0.05472917,0.233942664,['2018-10-30T00:00'],[24807.75],[24956.48],SVR
BANKNIFTY,1,20,10,57,44,,,0.06306343,0.251124332,['2018-10-30T00:00'],[24807.75],[24823.78],SVR
BANKNIFTY,1,20,10,44,15,,,0.011159585,0.105638938,['2018-10-30T00:00'],[24807.75],[24777.21],SVR
BANKNIFTY,1,20,10,45,85,,,0.002047293,0.045247025,['2018-10-30T00:00'],[24807.75],[24773.38],SVR
BANKNIFTY,1,20,10,57,51,,,0.025723012,0.160383953,['2018-10-30T00:00'],[24807.75],[24730.84],SVR
