symbol,Days,RSI,BBANDS,MA1,MA2,MA3,MA4,MSE,RMSE,Dates,Actual,Forcasted
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.9848298211271505,0.9923859234829716,['2018-05-15T00:00:00.000000000'],[50.2],[[51.43404246]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.982540611900472,0.991231865862106,['2018-05-15T00:00:00.000000000'],[50.2],[[51.9696631]]
SYNDIBANK,1,10,10,ilyReturn,8,16,-,0.9877230178023249,0.9938425518170999,['2018-05-15T00:00:00.000000000'],[50.2],[[51.35120448]]
SYNDIBANK,1,10,10,ilyReturn,8,17,-,0.9850619914118598,0.9925028923947072,['2018-05-15T00:00:00.000000000'],[50.2],[[51.63821369]]
SYNDIBANK,1,10,10,ilyReturn,8,18,-,0.9868994153153651,0.993428112807044,['2018-05-15T00:00:00.000000000'],[50.2],[[51.8292456]]
SYNDIBANK,1,10,10,ilyReturn,8,50,-,0.9846478985030196,0.9922942600373236,['2018-05-15T00:00:00.000000000'],[50.2],[[51.53355921]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.0483887586426937,0.21997444997702278,['2018-05-15T00:00:00.000000000'],[50.2],[[67.96207]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.050043899060811026,0.2237049374976132,['2018-05-15T00:00:00.000000000'],[50.2],[[68.19501]]
SYNDIBANK,1,10,10,ilyReturn,8,16,-,0.06725435672422587,0.2593344495515894,['2018-05-15T00:00:00.000000000'],[50.2],[[65.85715]]
SYNDIBANK,1,10,10,ilyReturn,8,17,-,0.05244405757067567,0.22900667582119885,['2018-05-15T00:00:00.000000000'],[50.2],[[68.27868]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.05507561337139647,0.2346819408718883,['2018-05-15T00:00:00.000000000'],[50.2],[[65.95803]]
SYNDIBANK,1,10,10,ilyReturn,8,16,-,0.0663793547931364,0.25764191194977654,['2018-05-15T00:00:00.000000000'],[50.2],[[67.12491]]
SYNDIBANK,1,10,10,ilyReturn,8,17,-,0.05515288829929748,0.23484652073066248,['2018-05-15T00:00:00.000000000'],[50.2],[[68.316185]]
SYNDIBANK,1,10,10,ilyReturn,8,18,-,0.07565529556092569,0.27505507732257134,['2018-05-15T00:00:00.000000000'],[50.2],[[63.59055]]
SYNDIBANK,1,10,10,ilyReturn,8,50,-,0.05094066000212047,0.22570037661049763,['2018-05-15T00:00:00.000000000'],[50.2],[[69.01976]]
SYNDIBANK,1,10,10,ilyReturn,8,51,-,0.05868720844135446,0.24225442914703224,['2018-05-15T00:00:00.000000000'],[50.2],[[66.1527]]
SYNDIBANK,1,10,10,ilyReturn,8,52,-,0.059847543110786855,0.2446375750182029,['2018-05-15T00:00:00.000000000'],[50.2],[[66.30285]]
SYNDIBANK,1,10,10,ilyReturn,8,53,-,0.05439560933007022,0.2332286631828734,['2018-05-15T00:00:00.000000000'],[50.2],[[68.95979]]
SYNDIBANK,1,10,10,ilyReturn,9,15,-,0.06395195033085549,0.25288722848506107,['2018-05-15T00:00:00.000000000'],[50.2],[[66.52112]]
SYNDIBANK,1,10,10,ilyReturn,9,16,-,0.06767921045548835,0.26015228320252803,['2018-05-15T00:00:00.000000000'],[50.2],[[64.100235]]
SYNDIBANK,1,10,10,ilyReturn,9,17,-,0.05615025146280305,0.23696044282285397,['2018-05-15T00:00:00.000000000'],[50.2],[[67.01349]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.9883771575406654,0.9941715936098081,['2018-05-15T00:00:00.000000000'],[50.2],[[51.73360111]]
SYNDIBANK,1,10,10,ilyReturn,8,16,-,0.9858104462599059,0.9928798750402316,['2018-05-15T00:00:00.000000000'],[50.2],[[51.49118546]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.9858771456108405,0.9929134633042501,['2018-05-15T00:00:00.000000000'],[50.2],[[51.31024929]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.9859210373012767,0.9929355655334724,['2018-05-15T00:00:00.000000000'],[50.2],[[51.7456706]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.9839827837396268,0.9919590635402384,['2018-05-15T00:00:00.000000000'],[50.2],[[52.05566833]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.06493152535946692,0.2548166504753308,['2018-05-15T00:00:00.000000000'],[50.2],[[64.522934]]
SYNDIBANK,1,10,10,ilyReturn,8,16,-,0.05203542811006813,0.2281127530631905,['2018-05-15T00:00:00.000000000'],[50.2],[[67.41386]]
SYNDIBANK,1,10,10,ilyReturn,8,17,-,0.0665525606186208,0.2579778297036798,['2018-05-15T00:00:00.000000000'],[50.2],[[64.78505]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.985553094318505,0.9927502678511374,['2018-05-15T00:00:00.000000000'],[50.2],[[51.34083863]]
SYNDIBANK,1,10,10,ilyReturn,8,16,-,0.9831194755053534,0.9915238148957156,['2018-05-15T00:00:00.000000000'],[50.2],[[51.57089762]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.9863606924590087,0.9931569324427075,['2018-05-15T00:00:00.000000000'],[50.2],[[52.12252844]]
SYNDIBANK,1,10,10,ilyReturn,8,16,-,0.9843366573996631,0.9921374186067489,['2018-05-15T00:00:00.000000000'],[50.2],[[51.83770333]]
SYNDIBANK,1,10,10,ilyReturn,8,17,-,0.984746869966445,0.9923441288013171,['2018-05-15T00:00:00.000000000'],[50.2],[[51.87865804]]
SYNDIBANK,1,10,10,ilyReturn,8,18,-,0.9836482982667303,0.9917904507842018,['2018-05-15T00:00:00.000000000'],[50.2],[[51.95250554]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.9865101083315192,0.9932321522844089,['2018-05-15T00:00:00.000000000'],[50.2],[[51.5758569]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.040816706810462275,0.2020314500528625,['2018-05-15T00:00:00.000000000'],[50.2],[[69.518974]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.055311414428939255,0.23518378861847442,['2018-05-15T00:00:00.000000000'],[50.2],[[66.92105]]
SYNDIBANK,1,10,10,ilyReturn,8,16,-,0.06458603499173107,0.25413782676282387,['2018-05-15T00:00:00.000000000'],[50.2],[[65.53083]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.04068382872047566,0.20170232700808302,['2018-05-15T00:00:00.000000000'],[50.2],[[71.52032]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.05516930697959358,0.23488147432182382,['2018-05-15T00:00:00.000000000'],[50.2],[[66.234795]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.9865338293145027,0.9932440935210753,['2018-05-15T00:00:00.000000000'],[50.2],[[51.48538]]
SYNDIBANK,1,10,10,ilyReturn,8,15,-,0.054199086944178,0.23280697357291083,['2018-05-15T00:00:00.000000000'],[50.2],[[66.9133]]
SYNDIBANK,1,se,,,,,,0.9880529387219014,0.9940085204473357,['2018-05-15T00:00:00.000000000'],[50.2],[[52.8142935]]
SYNDIBANK,1,se,,,,,,0.9821789573340749,0.991049422245972,['2018-05-15T00:00:00.000000000'],[50.2],[[56.58113422]]
SYNDIBANK,1,se,,,,,,0.9854046694355976,0.9926755106456477,['2018-05-15T00:00:00.000000000'],[50.2],[[50.62290348]]
SYNDIBANK,1,se,,,,,,0.986935751812845,0.9934464010770008,['2018-05-15T00:00:00.000000000'],[50.2],[[51.2773703]]
SYNDIBANK,1,se,,,,,,0.9852658802959819,0.9926056015840239,['2018-05-15T00:00:00.000000000'],[50.2],[[51.27696477]]
SYNDIBANK,1,se,,,,,,0.9872609733731864,0.9936100710908613,['2018-05-15T00:00:00.000000000'],[50.2],[[51.27776624]]
SYNDIBANK,1,se,,,,,,0.9896978105544719,0.9948355696065918,['2018-05-15T00:00:00.000000000'],[50.2],[[53.12871929]]
SYNDIBANK,1,se,,,,,,0.9875751877790376,0.9937681760748015,['2018-05-15T00:00:00.000000000'],[50.2],[[52.82359019]]
SYNDIBANK,1,se,,,,,,0.9851790968835324,0.9925618856693684,['2018-05-15T00:00:00.000000000'],[50.2],[[50.00285468]]
SYNDIBANK,1,se,,,,,,0.9679705608620799,0.9838549490967049,['2018-05-15T00:00:00.000000000'],[50.2],[[43.63467434]]
SYNDIBANK,1,se,,,,,,0.9889103398867678,0.994439711539502,['2018-05-15T00:00:00.000000000'],[50.2],[[53.14354811]]
SYNDIBANK,1,se,,,,,,0.9642623533290836,0.981968611173027,['2018-05-15T00:00:00.000000000'],[50.2],[[58.81557596]]
SYNDIBANK,1,se,,,,,,0.9847236726720017,0.9923324406024433,['2018-05-15T00:00:00.000000000'],[50.2],[[49.96935115]]
SYNDIBANK,1,se,,,,,,0.9873014432460171,0.9936304359499145,['2018-05-15T00:00:00.000000000'],[50.2],[[50.11133359]]
SYNDIBANK,1,se,,,,,,0.9623490241154796,0.9809938960643331,['2018-05-15T00:00:00.000000000'],[50.2],[[42.08383447]]
SYNDIBANK,1,se,,,,,,0.9695994735828114,0.9846824227043008,['2018-05-15T00:00:00.000000000'],[50.2],[[42.80441035]]
SYNDIBANK,1,se,,,,,,0.9858431156757568,0.9928963267510645,['2018-05-15T00:00:00.000000000'],[50.2],[[50.96108752]]
SYNDIBANK,1,se,,,,,,0.9874942559758082,0.9937274555811609,['2018-05-15T00:00:00.000000000'],[50.2],[[50.18290762]]
SYNDIBANK,1,se,,,,,,0.9876641669276959,0.9938129436305888,['2018-05-15T00:00:00.000000000'],[50.2],[[53.83880205]]
SYNDIBANK,1,se,,,,,,0.9658997212491244,0.982801974585483,['2018-05-15T00:00:00.000000000'],[50.2],[[43.63772714]]
SYNDIBANK,1,se,,,,,,0.9845108743628651,0.9922252135290985,['2018-05-15T00:00:00.000000000'],[50.2],[[50.96197401]]
SYNDIBANK,1,se,,,,,,0.9849578621331477,0.9924504330862816,['2018-05-15T00:00:00.000000000'],[50.2],[[51.55468412]]
SYNDIBANK,1,se,,,,,,0.9810821210886067,0.9904958965531391,['2018-05-15T00:00:00.000000000'],[50.2],[[48.90194131]]
SYNDIBANK,1,se,,,,,,0.9639922237044516,0.9818310566000913,['2018-05-15T00:00:00.000000000'],[50.2],[[41.7301428]]
SYNDIBANK,1,se,,,,,,0.9701066960800903,0.9849399454180393,['2018-05-15T00:00:00.000000000'],[50.2],[[43.7849951]]
SYNDIBANK,1,se,,,,,,0.9719607475399432,0.9858806964029386,['2018-05-15T00:00:00.000000000'],[50.2],[[43.14871713]]
SYNDIBANK,1,se,,,,,,0.971213912719752,0.9855018583035509,['2018-05-15T00:00:00.000000000'],[50.2],[[42.87401872]]
SYNDIBANK,1,se,,,,,,0.9689677666195319,0.984361603588606,['2018-05-15T00:00:00.000000000'],[50.2],[[43.57771491]]
SYNDIBANK,1,se,,,,,,0.9842317793896576,0.9920845626203734,['2018-05-15T00:00:00.000000000'],[50.2],[[49.91117726]]
SYNDIBANK,1,se,,,,,,0.9826644868069394,0.9912943492257683,['2018-05-15T00:00:00.000000000'],[50.2],[[47.53971162]]
SYNDIBANK,1,se,,,,,,0.9836041468981682,0.9917681921185858,['2018-05-15T00:00:00.000000000'],[50.2],[[50.74465524]]
SYNDIBANK,1,se,,,,,,0.978431293284722,0.9891568597976369,['2018-05-15T00:00:00.000000000'],[50.2],[[49.01890146]]
SYNDIBANK,1,se,,,,,,0.9593504609470146,0.9794643745165081,['2018-05-15T00:00:00.000000000'],[50.2],[[59.28281621]]
SYNDIBANK,1,se,,,,,,0.9875976909028596,0.9937794981296705,['2018-05-15T00:00:00.000000000'],[50.2],[[50.21578536]]
SYNDIBANK,1,se,,,,,,0.9882630387050672,0.9941141980200601,['2018-05-15T00:00:00.000000000'],[50.2],[[51.27669003]]
SYNDIBANK,1,se,,,,,,0.9860803224058684,0.9930157714789168,['2018-05-15T00:00:00.000000000'],[50.2],[[51.27576945]]
SYNDIBANK,1,se,,,,,,0.9861529348735835,0.9930523323942114,['2018-05-15T00:00:00.000000000'],[50.2],[[53.90729588]]
SYNDIBANK,1,se,,,,,,0.96666061235816,0.9831890013411256,['2018-05-15T00:00:00.000000000'],[50.2],[[43.4938064]]
SYNDIBANK,1,se,,,,,,0.9864553335325671,0.9932045778854259,['2018-05-15T00:00:00.000000000'],[50.2],[[51.27681359]]
SYNDIBANK,1,se,,,,,,0.9844596045040518,0.9921993773955171,['2018-05-15T00:00:00.000000000'],[50.2],[[51.27611356]]
SYNDIBANK,1,se,,,,,,0.9853972542510065,0.9926717756897325,['2018-05-15T00:00:00.000000000'],[50.2],[[49.93402996]]
SYNDIBANK,1,se,,,,,,0.970834828071894,0.9853095087696525,['2018-05-15T00:00:00.000000000'],[50.2],[[43.49722363]]
SYNDIBANK,1,se,,,,,,0.9865938208184085,0.9932742928408087,['2018-05-15T00:00:00.000000000'],[50.2],[[49.89574202]]
SYNDIBANK,1,se,,,,,,0.9855925674358135,0.9927701483403968,['2018-05-15T00:00:00.000000000'],[50.2],[[51.27715888]]
SYNDIBANK,1,se,,,,,,0.9872305954689647,0.9935947843406611,['2018-05-15T00:00:00.000000000'],[50.2],[[50.34342493]]
SYNDIBANK,1,se,,,,,,0.9868747704732349,0.9934157087912567,['2018-05-15T00:00:00.000000000'],[50.2],[[53.91594555]]
SYNDIBANK,1,se,,,,,,0.9877180119506057,0.9938400333809289,['2018-05-15T00:00:00.000000000'],[50.2],[[51.66930423]]
SYNDIBANK,1,se,,,,,,0.9852510475375201,0.9925981299284823,['2018-05-15T00:00:00.000000000'],[50.2],[[49.79755663]]
SYNDIBANK,1,se,,,,,,0.9852406356877967,0.9925928851688374,['2018-05-15T00:00:00.000000000'],[50.2],[[49.90403084]]
SYNDIBANK,1,se,,,,,,0.9871837751153492,0.9935712229706279,['2018-05-15T00:00:00.000000000'],[50.2],[[50.06122038]]
SYNDIBANK,1,se,,,,,,0.9882307247977881,0.994097945273899,['2018-05-15T00:00:00.000000000'],[50.2],[[53.23787046]]
SYNDIBANK,1,se,,,,,,0.9691189863593682,0.9844384116639132,['2018-05-15T00:00:00.000000000'],[50.2],[[43.80125106]]
SYNDIBANK,1,se,,,,,,0.9786267462275343,0.989255652613385,['2018-05-15T00:00:00.000000000'],[50.2],[[48.67617329]]
SYNDIBANK,1,se,,,,,,0.9703015189008073,0.985038841315817,['2018-05-15T00:00:00.000000000'],[50.2],[[43.49447111]]
SYNDIBANK,1,se,,,,,,0.967073745207526,0.9833990772862897,['2018-05-15T00:00:00.000000000'],[50.2],[[43.33632347]]
SYNDIBANK,1,se,,,,,,0.988041618720508,0.9940028263141448,['2018-05-15T00:00:00.000000000'],[50.2],[[50.22811568]]
SYNDIBANK,1,se,,,,,,0.9824317290651065,0.9911769413505878,['2018-05-15T00:00:00.000000000'],[50.2],[[48.89023022]]
SYNDIBANK,1,se,,,,,,0.9724352287457283,0.9861213052894295,['2018-05-15T00:00:00.000000000'],[50.2],[[44.66423507]]
SYNDIBANK,1,se,,,,,,0.988213628216587,0.9940893461940868,['2018-05-15T00:00:00.000000000'],[50.2],[[53.91376206]]
SYNDIBANK,1,se,,,,,,0.9853150863518373,0.9926303875823252,['2018-05-15T00:00:00.000000000'],[50.2],[[49.74126799]]
SYNDIBANK,1,se,,,,,,0.9850310233064961,0.9924872912569188,['2018-05-15T00:00:00.000000000'],[50.2],[[51.63066815]]
SYNDIBANK,1,se,,,,,,0.9850078757379412,0.9924756297954833,['2018-05-15T00:00:00.000000000'],[50.2],[[54.26016504]]
SYNDIBANK,1,se,,,,,,0.9734318731031246,0.9866265114536121,['2018-05-15T00:00:00.000000000'],[50.2],[[43.57249161]]
SYNDIBANK,1,se,,,,,,0.9880571687492978,0.9940106482072,['2018-05-15T00:00:00.000000000'],[50.2],[[52.82359019]]
