'symbol','Days','RSI','BBANDS','MA1','MA2','MA3','MA4','MSE','RMSE','Actual','Forcasted'
NIFTY,60,10,10,20,50,252,-,0.032195256376176,0.17943036637140325,"[[11027.7 ]
 [11016.9 ]
 [10760.6 ]
 [10666.55]
 [10498.25]
 [10476.7 ]
 [10576.85]
 [10454.95]
 [10539.75]
 [10500.9 ]
 [10545.5 ]
 [10452.3 ]
 [10378.4 ]
 [10360.4 ]
 [10397.45]
 [10382.7 ]
 [10491.05]
 [10582.6 ]
 [10554.3 ]
 [10492.85]
 [10458.35]
 [10358.85]
 [10249.25]
 [10154.2 ]
 [10242.65]
 [10226.85]
 [10421.4 ]
 [10426.85]
 [10410.9 ]
 [10360.15]
 [10195.15]
 [10094.25]
 [10124.35]
 [10155.25]
 [10114.75]
 [ 9998.05]
 [10130.65]
 [10184.15]
 [10113.7 ]
 [10211.8 ]
 [10245.  ]
 [10128.4 ]
 [10325.15]
 [10331.6 ]
 [10379.35]
 [10402.25]
 [10417.15]
 [10458.65]
 [10480.6 ]
 [10528.35]
 [10548.7 ]
 [10526.2 ]
 [10565.3 ]
 [10564.05]
 [10584.7 ]
 [10614.35]
 [10570.55]
 [10617.8 ]
 [10692.3 ]
 [10739.35]]","[[9111.707 ]
 [9142.713 ]
 [8864.576 ]
 [8804.441 ]
 [8769.026 ]
 [8826.649 ]
 [8900.045 ]
 [8759.968 ]
 [8861.423 ]
 [8809.447 ]
 [8788.113 ]
 [8623.087 ]
 [8563.02  ]
 [8543.758 ]
 [8635.977 ]
 [8691.816 ]
 [8698.127 ]
 [8743.575 ]
 [8727.433 ]
 [8763.024 ]
 [8631.888 ]
 [8578.868 ]
 [8567.748 ]
 [8566.216 ]
 [8656.726 ]
 [8583.965 ]
 [8803.702 ]
 [8811.998 ]
 [8698.359 ]
 [8640.407 ]
 [8668.857 ]
 [8521.756 ]
 [8554.178 ]
 [8555.52  ]
 [8588.8   ]
 [8573.568 ]
 [8685.824 ]
 [8665.269 ]
 [8682.363 ]
 [8575.214 ]
 [8594.089 ]
 [8568.333 ]
 [8760.637 ]
 [8718.429 ]
 [8735.524 ]
 [8828.645 ]
 [8842.41  ]
 [8868.06  ]
 [8856.952 ]
 [8868.645 ]
 [8907.242 ]
 [8807.191 ]
 [8933.833 ]
 [8901.855 ]
 [8871.2295]
 [8913.66  ]
 [8805.748 ]
 [8990.661 ]
 [9020.357 ]
 [8944.315 ]]"
NIFTY,60,10,10,20,51,252,-,0.04076396039840845,0.2019008677505088,"[[11027.7 ]
 [11016.9 ]
 [10760.6 ]
 [10666.55]
 [10498.25]
 [10476.7 ]
 [10576.85]
 [10454.95]
 [10539.75]
 [10500.9 ]
 [10545.5 ]
 [10452.3 ]
 [10378.4 ]
 [10360.4 ]
 [10397.45]
 [10382.7 ]
 [10491.05]
 [10582.6 ]
 [10554.3 ]
 [10492.85]
 [10458.35]
 [10358.85]
 [10249.25]
 [10154.2 ]
 [10242.65]
 [10226.85]
 [10421.4 ]
 [10426.85]
 [10410.9 ]
 [10360.15]
 [10195.15]
 [10094.25]
 [10124.35]
 [10155.25]
 [10114.75]
 [ 9998.05]
 [10130.65]
 [10184.15]
 [10113.7 ]
 [10211.8 ]
 [10245.  ]
 [10128.4 ]
 [10325.15]
 [10331.6 ]
 [10379.35]
 [10402.25]
 [10417.15]
 [10458.65]
 [10480.6 ]
 [10528.35]
 [10548.7 ]
 [10526.2 ]
 [10565.3 ]
 [10564.05]
 [10584.7 ]
 [10614.35]
 [10570.55]
 [10617.8 ]
 [10692.3 ]
 [10739.35]]","[[9740.598 ]
 [9773.376 ]
 [9473.981 ]
 [9411.348 ]
 [9374.529 ]
 [9437.772 ]
 [9516.917 ]
 [9366.225 ]
 [9474.827 ]
 [9417.667 ]
 [9394.307 ]
 [9215.872 ]
 [9151.488 ]
 [9131.073 ]
 [9229.606 ]
 [9288.786 ]
 [9296.304 ]
 [9345.189 ]
 [9327.141 ]
 [9364.595 ]
 [9224.942 ]
 [9167.992 ]
 [9156.3125]
 [9155.304 ]
 [9253.125 ]
 [9175.242 ]
 [9410.922 ]
 [9418.033 ]
 [9296.46  ]
 [9234.114 ]
 [9263.347 ]
 [9107.293 ]
 [9142.826 ]
 [9144.392 ]
 [9179.342 ]
 [9163.016 ]
 [9283.985 ]
 [9261.083 ]
 [9277.767 ]
 [9164.408 ]
 [9184.268 ]
 [9155.558 ]
 [9363.33  ]
 [9317.463 ]
 [9336.531 ]
 [9435.534 ]
 [9450.368 ]
 [9478.285 ]
 [9466.389 ]
 [9479.3955]
 [9520.648 ]
 [9412.907 ]
 [9548.442 ]
 [9513.962 ]
 [9481.548 ]
 [9527.025 ]
 [9410.84  ]
 [9608.952 ]
 [9641.392 ]
 [9560.667 ]]"
NIFTY,60,10,10,20,52,252,-,0.033059292920004486,0.1818221463958791,"[[11027.7 ]
 [11016.9 ]
 [10760.6 ]
 [10666.55]
 [10498.25]
 [10476.7 ]
 [10576.85]
 [10454.95]
 [10539.75]
 [10500.9 ]
 [10545.5 ]
 [10452.3 ]
 [10378.4 ]
 [10360.4 ]
 [10397.45]
 [10382.7 ]
 [10491.05]
 [10582.6 ]
 [10554.3 ]
 [10492.85]
 [10458.35]
 [10358.85]
 [10249.25]
 [10154.2 ]
 [10242.65]
 [10226.85]
 [10421.4 ]
 [10426.85]
 [10410.9 ]
 [10360.15]
 [10195.15]
 [10094.25]
 [10124.35]
 [10155.25]
 [10114.75]
 [ 9998.05]
 [10130.65]
 [10184.15]
 [10113.7 ]
 [10211.8 ]
 [10245.  ]
 [10128.4 ]
 [10325.15]
 [10331.6 ]
 [10379.35]
 [10402.25]
 [10417.15]
 [10458.65]
 [10480.6 ]
 [10528.35]
 [10548.7 ]
 [10526.2 ]
 [10565.3 ]
 [10564.05]
 [10584.7 ]
 [10614.35]
 [10570.55]
 [10617.8 ]
 [10692.3 ]
 [10739.35]]","[[9283.976 ]
 [9316.077 ]
 [9028.99  ]
 [8967.021 ]
 [8930.15  ]
 [8988.961 ]
 [9065.603 ]
 [8920.279 ]
 [9026.187 ]
 [8972.802 ]
 [8951.121 ]
 [8779.737 ]
 [8717.335 ]
 [8697.3955]
 [8793.63  ]
 [8851.92  ]
 [8858.299 ]
 [8905.055 ]
 [8888.513 ]
 [8926.065 ]
 [8789.507 ]
 [8734.627 ]
 [8723.144 ]
 [8721.776 ]
 [8816.112 ]
 [8740.281 ]
 [8968.5625]
 [8977.644 ]
 [8859.408 ]
 [8799.217 ]
 [8829.108 ]
 [8676.278 ]
 [8710.214 ]
 [8711.362 ]
 [8746.403 ]
 [8730.739 ]
 [8847.606 ]
 [8826.214 ]
 [8844.114 ]
 [8732.11  ]
 [8751.814 ]
 [8725.49  ]
 [8924.675 ]
 [8881.01  ]
 [8898.322 ]
 [8995.145 ]
 [9009.33  ]
 [9035.669 ]
 [9023.754 ]
 [9035.561 ]
 [9075.262 ]
 [8971.209 ]
 [9102.585 ]
 [9069.255 ]
 [9036.9   ]
 [9080.679 ]
 [8969.086 ]
 [9160.537 ]
 [9190.728 ]
 [9111.233 ]]"
NIFTY,60,10,10,20,53,252,-,0.03539328918963727,0.18813104259966582,"[[11027.7 ]
 [11016.9 ]
 [10760.6 ]
 [10666.55]
 [10498.25]
 [10476.7 ]
 [10576.85]
 [10454.95]
 [10539.75]
 [10500.9 ]
 [10545.5 ]
 [10452.3 ]
 [10378.4 ]
 [10360.4 ]
 [10397.45]
 [10382.7 ]
 [10491.05]
 [10582.6 ]
 [10554.3 ]
 [10492.85]
 [10458.35]
 [10358.85]
 [10249.25]
 [10154.2 ]
 [10242.65]
 [10226.85]
 [10421.4 ]
 [10426.85]
 [10410.9 ]
 [10360.15]
 [10195.15]
 [10094.25]
 [10124.35]
 [10155.25]
 [10114.75]
 [ 9998.05]
 [10130.65]
 [10184.15]
 [10113.7 ]
 [10211.8 ]
 [10245.  ]
 [10128.4 ]
 [10325.15]
 [10331.6 ]
 [10379.35]
 [10402.25]
 [10417.15]
 [10458.65]
 [10480.6 ]
 [10528.35]
 [10548.7 ]
 [10526.2 ]
 [10565.3 ]
 [10564.05]
 [10584.7 ]
 [10614.35]
 [10570.55]
 [10617.8 ]
 [10692.3 ]
 [10739.35]]","[[9579.519 ]
 [9612.218 ]
 [9303.866 ]
 [9243.14  ]
 [9207.345 ]
 [9273.788 ]
 [9356.34  ]
 [9200.835 ]
 [9312.623 ]
 [9252.02  ]
 [9227.456 ]
 [9041.085 ]
 [8974.784 ]
 [8954.112 ]
 [9055.333 ]
 [9115.413 ]
 [9124.301 ]
 [9174.597 ]
 [9154.975 ]
 [9192.85  ]
 [9050.324 ]
 [8991.714 ]
 [8980.259 ]
 [8980.671 ]
 [9082.974 ]
 [9002.869 ]
 [9245.563 ]
 [9250.402 ]
 [9125.444 ]
 [9060.897 ]
 [9089.1455]
 [8931.326 ]
 [8969.469 ]
 [8971.046 ]
 [9006.255 ]
 [8989.723 ]
 [9115.471 ]
 [9090.362 ]
 [9104.814 ]
 [8989.819 ]
 [9009.832 ]
 [8978.785 ]
 [9194.812 ]
 [9146.899 ]
 [9167.383 ]
 [9267.905 ]
 [9283.243 ]
 [9312.47  ]
 [9299.851 ]
 [9313.805 ]
 [9355.693 ]
 [9243.718 ]
 [9382.729 ]
 [9346.825 ]
 [9313.664 ]
 [9360.138 ]
 [9239.98  ]
 [9443.057 ]
 [9476.836 ]
 [9394.77  ]]"
NIFTY,60,10,10,21,50,252,-,0.03463685681488528,0.18610979774016542,"[[11027.7 ]
 [11016.9 ]
 [10760.6 ]
 [10666.55]
 [10498.25]
 [10476.7 ]
 [10576.85]
 [10454.95]
 [10539.75]
 [10500.9 ]
 [10545.5 ]
 [10452.3 ]
 [10378.4 ]
 [10360.4 ]
 [10397.45]
 [10382.7 ]
 [10491.05]
 [10582.6 ]
 [10554.3 ]
 [10492.85]
 [10458.35]
 [10358.85]
 [10249.25]
 [10154.2 ]
 [10242.65]
 [10226.85]
 [10421.4 ]
 [10426.85]
 [10410.9 ]
 [10360.15]
 [10195.15]
 [10094.25]
 [10124.35]
 [10155.25]
 [10114.75]
 [ 9998.05]
 [10130.65]
 [10184.15]
 [10113.7 ]
 [10211.8 ]
 [10245.  ]
 [10128.4 ]
 [10325.15]
 [10331.6 ]
 [10379.35]
 [10402.25]
 [10417.15]
 [10458.65]
 [10480.6 ]
 [10528.35]
 [10548.7 ]
 [10526.2 ]
 [10565.3 ]
 [10564.05]
 [10584.7 ] 
 [10614.35]
 [10570.55]
 [10617.8 ]
 [10692.3 ]
 [10739.35]]","[[9230.678 ]
 [9260.916 ]
 [8984.254 ]
 [8927.323 ]
 [8893.72  ]
 [8951.968 ]
 [9025.8   ]
 [8886.342 ]
 [8987.195 ]
 [8934.308 ]
 [8912.862 ]
 [8747.787 ]
 [8688.569 ]
 [8669.951 ]
 [8760.956 ]
 [8815.641 ]
 [8822.688 ]
 [8867.52  ]
 [8850.893 ]
 [8885.686 ]
 [8756.796 ]
 [8704.467 ]
 [8693.643 ]
 [8693.018 ]
 [8783.521 ]
 [8711.555 ]
 [8929.1875]
 [8935.42  ]
 [8823.081 ]
 [8765.526 ]
 [8792.485 ]
 [8649.139 ]
 [8682.203 ]
 [8683.443 ]
 [8715.774 ]
 [8700.841 ]
 [8812.879 ]
 [8791.483 ]
 [8806.488 ]
 [8701.76  ]
 [8719.995 ]
 [8693.548 ]
 [8884.993 ]
 [8842.459 ]
 [8859.952 ]
 [8951.228 ]
 [8965.034 ]
 [8990.762 ]
 [8979.4   ]
 [8991.284 ]
 [9029.003 ]
 [8928.906 ]
 [9054.326 ]
 [9022.3125]
 [8991.981 ]
 [9033.789 ]
 [8926.546 ]
 [9109.634 ]
 [9139.285 ]
 [9064.241 ]]"
NIFTY,60,10,10,21,51,252,-,0.03276261384024566,0.18100445806732401,"[[11027.7 ]
 [11016.9 ]
 [10760.6 ]
 [10666.55]
 [10498.25]
 [10476.7 ]
 [10576.85]
 [10454.95]
 [10539.75]
 [10500.9 ]
 [10545.5 ]
 [10452.3 ]
 [10378.4 ]
 [10360.4 ]
 [10397.45]
 [10382.7 ]
 [10491.05]
 [10582.6 ]
 [10554.3 ]
 [10492.85]
 [10458.35]
 [10358.85]
 [10249.25]
 [10154.2 ]
 [10242.65]
 [10226.85]
 [10421.4 ]
 [10426.85]
 [10410.9 ]
 [10360.15]
 [10195.15]
 [10094.25]
 [10124.35]
 [10155.25]
 [10114.75]
 [ 9998.05]
 [10130.65]
 [10184.15]
 [10113.7 ]
 [10211.8 ]
 [10245.  ]
 [10128.4 ]
 [10325.15]
 [10331.6 ]
 [10379.35]
 [10402.25]
 [10417.15]
 [10458.65]
 [10480.6 ]
 [10528.35]
 [10548.7 ]
 [10526.2 ]
 [10565.3 ]
 [10564.05]
 [10584.7 ]
 [10614.35]
 [10570.55]
 [10617.8 ]
 [10692.3 ]
 [10739.35]]","[[8919.774 ]
 [8947.023 ]
 [8693.587 ]
 [8642.271 ]
 [8612.045 ]
 [8665.851 ]
 [8733.553 ]
 [8605.793 ]
 [8697.953 ]
 [8649.003 ]
 [8629.085 ]
 [8476.904 ]
 [8422.4   ]
 [8405.34  ]
 [8488.85  ]
 [8538.801 ]
 [8545.613 ]
 [8586.935 ]
 [8571.397 ]
 [8602.947 ]
 [8485.085 ]
 [8436.949 ]
 [8427.114 ]
 [8426.881 ]
 [8510.337 ]
 [8444.374 ]
 [8644.08  ]
 [8649.139 ]
 [8546.257 ]
 [8493.273 ]
 [8517.396 ]
 [8386.412 ]
 [8417.144 ]
 [8418.37  ]
 [8447.82  ]
 [8434.173 ]
 [8537.24  ]
 [8517.293 ]
 [8530.307 ]
 [8434.728 ]
 [8451.405 ]
 [8426.564 ]
 [8603.039 ]
 [8563.951 ]
 [8580.387 ]
 [8663.65  ]
 [8676.363 ]
 [8700.148 ]
 [8689.79  ]
 [8700.926 ]
 [8735.402 ]
 [8643.48  ]
 [8758.081 ]
 [8728.705 ]
 [8701.15  ]
 [8739.384 ]
 [8640.8955]
 [8808.237 ]
 [8835.679 ]
 [8767.644 ]]"
NIFTY,60,10,10,21,52,252,-,0.03486683197050891,0.18672662362531195,"[[11027.7 ]
 [11016.9 ]
 [10760.6 ]
 [10666.55]
 [10498.25]
 [10476.7 ]
 [10576.85]
 [10454.95]
 [10539.75]
 [10500.9 ]
 [10545.5 ]
 [10452.3 ]
 [10378.4 ]
 [10360.4 ]
 [10397.45]
 [10382.7 ]
 [10491.05]
 [10582.6 ]
 [10554.3 ]
 [10492.85]
 [10458.35]
 [10358.85]
 [10249.25]
 [10154.2 ]
 [10242.65]
 [10226.85]
 [10421.4 ]
 [10426.85]
 [10410.9 ]
 [10360.15]
 [10195.15]
 [10094.25]
 [10124.35]
 [10155.25]
 [10114.75]
 [ 9998.05]
 [10130.65]
 [10184.15]
 [10113.7 ]
 [10211.8 ]
 [10245.  ]
 [10128.4 ]
 [10325.15]
 [10331.6 ]
 [10379.35]
 [10402.25]
 [10417.15]
 [10458.65]
 [10480.6 ]
 [10528.35]
 [10548.7 ]
 [10526.2 ]
 [10565.3 ]
 [10564.05]
 [10584.7 ]
 [10614.35]
 [10570.55]
 [10617.8 ]
 [10692.3 ]
 [10739.35]]","[[8961.393 ]
 [8988.651 ]
 [8730.881 ]
 [8680.148 ]
 [8650.111 ]
 [8706.184 ]
 [8775.064 ]
 [8644.858 ]
 [8738.311 ]
 [8687.466 ]
 [8666.898 ]
 [8511.653 ]
 [8456.466 ]
 [8439.337 ]
 [8523.662 ]
 [8573.657 ]
 [8581.204 ]
 [8623.227 ]
 [8606.807 ]
 [8638.051 ]
 [8519.483 ]
 [8470.531 ]
 [8460.681 ]
 [8460.689 ]
 [8545.759 ]
 [8478.954 ]
 [8681.574 ]
 [8685.1455]
 [8581.179 ]
 [8527.384 ]
 [8550.743 ]
 [8419.149 ]
 [8450.745 ]
 [8452.161 ]
 [8481.336 ]
 [8467.319 ]
 [8572.281 ]
 [8551.488 ]
 [8563.404 ]
 [8468.008 ]
 [8484.556 ]
 [8458.429 ]
 [8638.664 ]
 [8598.392 ]
 [8615.705 ]
 [8699.393 ]
 [8712.3545]
 [8736.8125]
 [8726.414 ]
 [8738.098 ]
 [8772.99  ]
 [8679.643 ]
 [8795.541 ]
 [8765.61  ]
 [8738.204 ]
 [8776.9   ]
 [8676.812 ]
 [8846.229 ]
 [8874.592 ]
 [8806.526 ]]"
NIFTY,60,10,10,21,53,252,-,0.030944322237649497,0.17590998333707356,"[[11027.7 ]
 [11016.9 ]
 [10760.6 ]
 [10666.55]
 [10498.25]
 [10476.7 ]
 [10576.85]
 [10454.95]
 [10539.75]
 [10500.9 ]
 [10545.5 ]
 [10452.3 ]
 [10378.4 ]
 [10360.4 ]
 [10397.45]
 [10382.7 ]
 [10491.05]
 [10582.6 ]
 [10554.3 ]
 [10492.85]
 [10458.35]
 [10358.85]
 [10249.25]
 [10154.2 ]
 [10242.65]
 [10226.85]
 [10421.4 ]
 [10426.85]
 [10410.9 ]
 [10360.15]
 [10195.15]
 [10094.25]
 [10124.35]
 [10155.25]
 [10114.75]
 [ 9998.05]
 [10130.65]
 [10184.15]
 [10113.7 ]
 [10211.8 ]
 [10245.  ]
 [10128.4 ]
 [10325.15]
 [10331.6 ]
 [10379.35]
 [10402.25]
 [10417.15]
 [10458.65]
 [10480.6 ]
 [10528.35]
 [10548.7 ]
 [10526.2 ]
 [10565.3 ]
 [10564.05]
 [10584.7 ]
 [10614.35]
 [10570.55]
 [10617.8 ]
 [10692.3 ]
 [10739.35]]","[[8906.417]
 [8933.931]
 [8668.76 ]
 [8619.066]
 [8589.206]
 [8646.397]
 [8719.362]
 [8584.247]
 [8682.137]
 [8629.295]
 [8608.299]
 [8444.994]
 [8387.476]
 [8369.919]
 [8458.304]
 [8510.372]
 [8518.589]
 [8561.651]
 [8544.362]
 [8577.499]
 [8454.071]
 [8403.417]
 [8393.641]
 [8395.063]
 [8485.166]
 [8415.234]
 [8626.196]
 [8629.326]
 [8520.808]
 [8464.541]
 [8488.447]
 [8353.027]
 [8387.352]
 [8388.317]
 [8419.062]
 [8405.012]
 [8515.411]
 [8492.703]
 [8503.72 ]
 [8403.974]
 [8421.161]
 [8393.791]
 [8581.717]
 [8539.764]
 [8557.49 ]
 [8643.9  ]
 [8657.21 ]
 [8682.464]
 [8670.748]
 [8682.704]
 [8718.038]
 [8619.959]
 [8740.103]
 [8708.673]
 [8679.377]
 [8719.046]
 [8615.245]
 [8790.059]
 [8818.686]
 [8747.53 ]]"
NIFTY,60,10,10,22,50,252,-,0.03858663326931633,0.19643480666449195,"[[11027.7 ]
 [11016.9 ]
 [10760.6 ]
 [10666.55]
 [10498.25]
 [10476.7 ]
 [10576.85]
 [10454.95]
 [10539.75]
 [10500.9 ]
 [10545.5 ]
 [10452.3 ]
 [10378.4 ]
 [10360.4 ]
 [10397.45]
 [10382.7 ]
 [10491.05]
 [10582.6 ]
 [10554.3 ]
 [10492.85]
 [10458.35]
 [10358.85]
 [10249.25]
 [10154.2 ]
 [10242.65]
 [10226.85]
 [10421.4 ]
 [10426.85]
 [10410.9 ]
 [10360.15]
 [10195.15]
 [10094.25]
 [10124.35]
 [10155.25]
 [10114.75]
 [ 9998.05]
 [10130.65]
 [10184.15]
 [10113.7 ]
 [10211.8 ]
 [10245.  ]
 [10128.4 ]
 [10325.15]
 [10331.6 ]
 [10379.35]
 [10402.25]
 [10417.15]
 [10458.65]
 [10480.6 ]
 [10528.35]
 [10548.7 ]
 [10526.2 ]
 [10565.3 ]
 [10564.05]
 [10584.7 ]
 [10614.35]
 [10570.55]
 [10617.8 ]
 [10692.3 ]
 [10739.35]]","[[9323.617 ]
 [9353.011 ]
 [9089.153 ]
 [9032.664 ]
 [8999.538 ]
 [9054.372 ]
 [9124.021 ]
 [8991.446 ]
 [9087.399 ]
 [9037.998 ]
 [9017.772 ]
 [8861.909 ]
 [8805.493 ]
 [8787.5205]
 [8874.441 ]
 [8927.179 ]
 [8933.345 ]
 [8976.231 ]
 [8960.996 ]
 [8994.566 ]
 [8870.959 ]
 [8821.07  ]
 [8810.472 ]
 [8808.883 ]
 [8894.108 ]
 [8825.444 ]
 [9032.784 ]
 [9040.301 ]
 [8933.016 ]
 [8878.414 ]
 [8905.143 ]
 [8766.841 ]
 [8797.356 ]
 [8798.567 ]
 [8829.828 ]
 [8815.529 ]
 [8921.529 ]
 [8902.156 ]
 [8918.16  ]
 [8817.288 ]
 [8834.951 ]
 [8810.562 ]
 [8991.786 ]
 [8951.691 ]
 [8967.875 ]
 [9055.783 ]
 [9068.942 ]
 [9093.3955]
 [9082.849 ]
 [9093.9   ]
 [9130.209 ]
 [9035.258 ]
 [9155.004 ]
 [9124.723 ]
 [9095.706 ]
 [9135.716 ]
 [9033.562 ]
 [9208.749 ]
 [9236.893 ]
 [9164.785 ]]"
NIFTY,60,10,10,22,51,252,-,0.031028175277660195,0.17614816285633011,"[[11027.7 ]
 [11016.9 ]
 [10760.6 ]
 [10666.55]
 [10498.25]
 [10476.7 ]
 [10576.85]
 [10454.95]
 [10539.75]
 [10500.9 ]
 [10545.5 ]
 [10452.3 ]
 [10378.4 ]
 [10360.4 ]
 [10397.45]
 [10382.7 ]
 [10491.05]
 [10582.6 ]
 [10554.3 ]
 [10492.85]
 [10458.35]
 [10358.85]
 [10249.25]
 [10154.2 ]
 [10242.65]
 [10226.85]
 [10421.4 ]
 [10426.85]
 [10410.9 ]
 [10360.15]
 [10195.15]
 [10094.25]
 [10124.35]
 [10155.25]
 [10114.75]
 [ 9998.05]
 [10130.65]
 [10184.15]
 [10113.7 ]
 [10211.8 ]
 [10245.  ]
 [10128.4 ]
 [10325.15]
 [10331.6 ]
 [10379.35]
 [10402.25]
 [10417.15]
 [10458.65]
 [10480.6 ]
 [10528.35]
 [10548.7 ]
 [10526.2 ]
 [10565.3 ]
 [10564.05]
 [10584.7 ]
 [10614.35]
 [10570.55]
 [10617.8 ]
 [10692.3 ]
 [10739.35]]","[[9429.866 ]
 [9463.416 ]
 [9157.587 ]
 [9093.736 ]
 [9056.226 ]
 [9120.264 ]
 [9201.573 ]
 [9047.548 ]
 [9159.018 ]
 [9101.028 ]
 [9077.394 ]
 [8894.8955]
 [8829.192 ]
 [8808.473 ]
 [8909.674 ]
 [8970.711 ]
 [8978.369 ]
 [9028.184 ]
 [9010.018 ]
 [9048.839 ]
 [8905.536 ]
 [8847.468 ]
 [8835.387 ]
 [8834.276 ]
 [8934.247 ]
 [8854.313 ]
 [9095.529 ]
 [9103.243 ]
 [8978.569 ]
 [8914.829 ]
 [8945.14  ]
 [8785.421 ]
 [8821.743 ]
 [8823.093 ]
 [8859.221 ]
 [8842.766 ]
 [8966.691 ]
 [8943.452 ]
 [8960.846 ]
 [8844.155 ]
 [8864.514 ]
 [8835.423 ]
 [9047.294 ]
 [9000.355 ]
 [9019.522 ]
 [9121.075 ]
 [9136.36  ]
 [9164.938 ]
 [9152.481 ]
 [9165.5205]
 [9207.343 ]
 [9096.571 ]
 [9235.325 ]
 [9199.989 ]
 [9166.343 ]
 [9212.618 ]
 [9093.804 ]
 [9296.681 ]
 [9329.418 ]
 [9246.195 ]]"
