symbol,Days,RSI,BBANDS,MA1,MA2,MA3,MA4,MSE,RMSE,Actual,Forcasted
BAJAJ-AUTO,1,10,10,20,50,252,-,0.0029744529115789116,0.05453854519125819,[[2975.2]],[[2995.8635]]
BAJAJ-AUTO,1,10,10,20,50,252,-,0.002858416048532471,0.05346415667091805,,[[2970.674]]
