2018-04-02,20832300.0
2018-04-03,20970975.0
2018-04-04,23531625.0
2018-04-05,22958550.0
2018-04-06,23575125.0
2018-04-09,24011850.0
2018-04-10,24281475.0
2018-04-11,25413450.0
2018-04-12,26489925.0
2018-04-13,27253275.0
2018-04-16,27569925.0
2018-04-17,28137375.0
2018-04-18,28701075.0
2018-04-19,29064600.0
2018-04-20,29589900.0
2018-04-23,30065025.0
2018-04-24,29305200.0
2018-04-25,30169425.0
2018-04-26,31878675.0
2018-04-27,24121950.0
2018-04-30,24573975.0
2018-05-02,24545700.0
2018-05-03,24556575.0
2018-05-04,24486300.0
2018-05-07,24744900.0
2018-05-08,24934425.0
2018-05-09,25374150.0
2018-05-10,25074375.0
2018-05-11,26127450.0
2018-05-14,25681500.0
2018-05-15,25251375.0
2018-05-16,24904500.0
2018-05-17,24897975.0
2018-05-18,25532250.0
2018-05-21,24740925.0
2018-05-22,24612300.0
2018-05-23,24779100.0
2018-05-24,24459675.0
2018-05-25,24757650.0
2018-05-28,25233900.0
2018-05-29,27057000.0
2018-05-30,28128375.0
2018-05-31,31279950.0
2018-06-01,20116800.0
2018-06-04,20969550.0
2018-06-05,21104250.0
2018-06-06,21390075.0
2018-06-07,22728225.0
2018-06-08,23248200.0
2018-06-11,24167025.0
2018-06-12,24731850.0
2018-06-13,25594500.0
2018-06-14,24900900.0
2018-06-15,25697025.0
2018-06-18,25976550.0
2018-06-19,25974300.0
2018-06-20,25997250.0
2018-06-21,26267175.0
2018-06-22,25858425.0
2018-06-25,27038550.0
2018-06-26,27807150.0
2018-06-27,28694175.0
2018-06-28,29918175.0
