Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2010-01-04,TECHM,EQ,991.2,996.8,1033.0,992.0,1033.0,1023.0,1015.28,317189,32203487380000.0,36624.708624708626,88318,0.2784
2010-01-05,TECHM,EQ,1023.0,1034.0,1052.0,1029.1,1033.2,1036.1,1041.87,426652,44451566960000.0,36624.708624708626,106229,0.249
2010-01-06,TECHM,EQ,1036.1,1034.2,1049.0,1031.75,1042.0,1041.2,1040.82,210090,21866593880000.0,36624.708624708626,43970,0.2093
2010-01-07,TECHM,EQ,1041.2,1043.0,1045.0,1009.95,1021.5,1018.3,1023.94,183747,18814627450000.0,36624.708624708626,37446,0.20379999999999998
2010-01-08,TECHM,EQ,1018.3,1018.0,1052.8,1010.1,1047.25,1045.1,1035.59,520240,53875567685000.0,36624.708624708626,134488,0.2585
2010-01-11,TECHM,EQ,1045.1,1050.0,1064.7,1032.1,1043.0,1038.5,1051.58,329930,34694940705000.0,36624.708624708626,93895,0.2846
2010-01-12,TECHM,EQ,1038.5,1049.0,1063.9,1040.0,1043.9,1045.55,1053.73,328778,34644289485000.004,36624.708624708626,78576,0.239
2010-01-13,TECHM,EQ,1045.55,1035.0,1090.95,1030.0,1088.0,1087.1,1069.47,727612,77815991805000.0,36624.708624708626,142239,0.1955
2010-01-14,TECHM,EQ,1087.1,1104.0,1104.0,1071.0,1082.0,1081.45,1084.32,340517,36922936930000.0,36624.708624708626,40693,0.1195
2010-01-15,TECHM,EQ,1081.45,1100.0,1144.0,1086.0,1139.2,1137.15,1123.11,967714,108684627234999.98,36624.708624708626,304616,0.3148
2010-01-18,TECHM,EQ,1137.15,1131.0,1154.0,1125.8,1140.1,1137.05,1140.03,302219,34453795185000.004,36624.708624708626,73133,0.242
2010-01-19,TECHM,EQ,1137.05,1076.5,1149.9,1076.5,1129.0,1117.4,1125.68,157430,17721531730000.0,36624.708624708626,26825,0.1704
2010-01-20,TECHM,EQ,1117.4,1122.0,1144.0,1106.45,1122.2,1120.1,1124.28,164357,18478294425000.0,36624.708624708626,14188,0.08630000000000002
2010-01-21,TECHM,EQ,1120.1,1115.0,1135.0,1081.35,1101.15,1107.4,1113.25,196877,21917234390000.0,36624.708624708626,36690,0.1864
2010-01-22,TECHM,EQ,1107.4,1091.0,1158.0,1077.3,1139.7,1137.65,1131.01,544092,61537512504999.99,36624.708624708626,171690,0.3156
2010-01-25,TECHM,EQ,1137.65,1130.0,1130.0,1025.6,1050.0,1049.1,1048.06,1075580,112727513665000.02,36624.708624708626,317005,0.2947
2010-01-27,TECHM,EQ,1049.1,1040.0,1040.0,927.1,932.0,944.45,983.32,671501,66030271565000.0,36624.708624708626,135862,0.2023
2010-01-28,TECHM,EQ,944.45,958.5,1010.5,949.0,1009.8,996.85,974.65,749301,73030759915000.0,36624.708624708626,142733,0.1905
2010-01-29,TECHM,EQ,996.85,976.0,993.0,937.7,973.3,972.5,962.83,328147,31594879910000.004,36624.708624708626,55876,0.1703
2010-02-01,TECHM,EQ,972.5,965.0,990.9,952.7,972.5,968.6,976.9,289706,28301352514999.996,36624.708624708626,79096,0.273
2010-02-02,TECHM,EQ,968.6,973.9,997.8,942.25,948.0,948.8,972.32,295905,28771445695000.0,36624.708624708626,64784,0.2189
2010-02-03,TECHM,EQ,948.8,970.0,986.0,959.25,964.0,963.9,971.67,321629,31251735414999.996,36624.708624708626,107077,0.3329
2010-02-04,TECHM,EQ,963.9,959.9,967.8,935.8,949.0,943.65,955.9,236002,22559532880000.0,36624.708624708626,78164,0.3312
2010-02-05,TECHM,EQ,943.65,930.1,955.0,906.0,930.45,936.7,929.91,213528,19856260090000.0,36624.708624708626,39143,0.1833
2010-02-06,TECHM,EQ,936.7,941.0,951.0,936.0,942.45,942.45,942.8,27121,2556963260000.0,36624.708624708626,5050,0.1862
2010-02-08,TECHM,EQ,942.45,945.0,961.25,925.0,945.0,943.05,943.71,156412,14760806900000.0,36624.708624708626,19698,0.1259
2010-02-09,TECHM,EQ,943.05,922.1,954.4,922.1,940.95,942.0,945.04,134805,12739556220000.0,36624.708624708626,30446,0.2259
2010-02-10,TECHM,EQ,942.0,948.0,964.0,928.15,931.0,932.95,950.7,147005,13975695880000.002,36624.708624708626,19452,0.1323
2010-02-11,TECHM,EQ,932.95,952.0,956.1,936.0,938.0,940.7,946.77,109290,10347236160000.0,36624.708624708626,17769,0.16260000000000002
2010-02-15,TECHM,EQ,940.7,942.0,956.2,940.1,946.1,947.95,949.28,98056,9308251730000.0,36624.708624708626,12674,0.1293
2010-02-16,TECHM,EQ,947.95,956.0,956.0,941.0,954.9,949.9,948.0,104088,9867536410000.0,36624.708624708626,14103,0.1355
2010-02-17,TECHM,EQ,949.9,958.0,971.0,954.0,957.5,959.8,963.02,206810,19916140975000.0,36624.708624708626,30642,0.1482
2010-02-18,TECHM,EQ,959.8,964.9,974.6,951.65,955.5,958.9,966.11,127291,12297765670000.0,36624.708624708626,24334,0.1912
2010-02-19,TECHM,EQ,958.9,953.0,956.65,932.0,937.0,940.15,946.42,110230,10432387390000.0,36624.708624708626,23107,0.2096
2010-02-22,TECHM,EQ,940.15,955.15,957.45,933.9,938.6,940.55,949.48,104530,9924873505000.0,36624.708624708626,28171,0.2695
2010-02-23,TECHM,EQ,940.55,931.0,937.0,920.0,926.0,928.5,930.62,122335,11384687800000.0,36624.708624708626,24500,0.2003
2010-02-24,TECHM,EQ,928.5,921.05,940.4,913.25,919.2,917.95,924.42,173981,16083196800000.0,36624.708624708626,41993,0.2414
2010-02-25,TECHM,EQ,917.95,922.0,931.0,898.35,908.0,907.45,913.45,219033,20007542580000.0,36624.708624708626,102217,0.4667
2010-02-26,TECHM,EQ,907.45,924.2,924.2,882.25,889.25,890.85,894.17,404739,36190655735000.0,36624.708624708626,170973,0.42240000000000005
2010-03-02,TECHM,EQ,890.85,901.0,907.3,890.6,898.5,897.15,898.05,206565,18550630645000.0,36624.708624708626,57420,0.278
2010-03-03,TECHM,EQ,897.15,904.0,912.0,899.0,908.0,909.0,907.75,133190,12090317305000.0,36624.708624708626,53429,0.4011
2010-03-04,TECHM,EQ,909.0,911.25,922.65,905.0,917.5,918.5,914.72,315465,28856157730000.0,36624.708624708626,100011,0.317
2010-03-05,TECHM,EQ,918.5,924.95,944.9,918.85,929.0,931.7,935.65,552560,51700310725000.0,36624.708624708626,217322,0.3933
2010-03-08,TECHM,EQ,931.7,949.0,958.0,909.0,910.0,911.6,919.44,412432,37920768650000.0,36624.708624708626,209346,0.5075999999999999
2010-03-09,TECHM,EQ,911.6,911.0,921.9,904.0,908.5,907.25,911.25,495487,45151008820000.0,36624.708624708626,292750,0.5908
2010-03-10,TECHM,EQ,907.25,907.6,920.9,888.0,900.0,899.35,907.31,276269,25066222130000.0,36624.708624708626,129416,0.46840000000000004
2010-03-11,TECHM,EQ,899.35,871.0,908.35,871.0,906.9,903.5,900.36,203485,18321036950000.0,36624.708624708626,70932,0.3486
2010-03-12,TECHM,EQ,903.5,905.0,916.0,900.4,907.45,907.05,907.8,251970,22873742870000.0,36624.708624708626,107612,0.42710000000000004
2010-03-15,TECHM,EQ,907.05,908.0,910.0,897.15,906.0,902.5,902.65,267912,24183164940000.0,36624.708624708626,94066,0.3511
2010-03-16,TECHM,EQ,902.5,905.0,919.5,905.0,910.35,913.45,915.28,194955,17843840310000.0,36624.708624708626,59406,0.30469999999999997
2010-03-17,TECHM,EQ,913.45,920.0,934.25,916.25,920.1,918.55,925.23,529406,48982324860000.0,36624.708624708626,146833,0.2774
2010-03-18,TECHM,EQ,918.55,925.0,925.0,905.05,905.05,906.75,910.14,385571,35092528489999.996,36624.708624708626,227115,0.589
2010-03-19,TECHM,EQ,906.75,912.15,917.0,903.35,907.0,906.45,908.33,225096,20446224255000.0,36624.708624708626,102704,0.45630000000000004
2010-03-22,TECHM,EQ,906.45,900.0,913.5,895.0,912.0,911.65,910.55,272409,24804163300000.0,36624.708624708626,147727,0.5423
2010-03-23,TECHM,EQ,911.65,914.0,918.2,903.6,910.25,910.15,911.69,152337,13888458005000.002,36624.708624708626,50512,0.33159999999999995
2010-03-25,TECHM,EQ,910.15,916.2,919.7,890.1,893.55,894.3,901.63,489614,44145109545000.0,36624.708624708626,156421,0.3195
2010-03-26,TECHM,EQ,894.3,904.0,910.95,898.1,907.1,907.05,906.15,209916,19021625755000.0,36624.708624708626,78396,0.3735
2010-03-29,TECHM,EQ,907.05,910.5,914.8,901.1,904.0,904.3,906.19,133002,12052569160000.0,36624.708624708626,59676,0.4487
2010-03-30,TECHM,EQ,904.3,904.3,909.95,880.0,883.1,882.55,892.76,417329,37257474165000.0,36624.708624708626,157341,0.37700000000000006
2010-03-31,TECHM,EQ,882.55,880.0,881.3,849.0,851.8,853.1,864.27,661109,57137887885000.0,36624.708624708626,296978,0.44920000000000004
2010-04-01,TECHM,EQ,853.1,854.0,867.4,833.0,859.15,859.5,859.71,391499,33657460564999.996,36624.708624708626,144493,0.3691
2010-04-05,TECHM,EQ,859.5,870.0,870.0,849.1,861.45,860.75,860.55,238893,20557888905000.0,36624.708624708626,102883,0.4307
2010-04-06,TECHM,EQ,860.75,864.3,866.9,851.55,860.3,861.15,859.1,343822,29537885820000.0,36624.708624708626,126126,0.3668
2010-04-07,TECHM,EQ,861.15,855.0,867.05,841.1,849.5,851.05,857.42,307165,26337091945000.0,36624.708624708626,120170,0.3912
2010-04-08,TECHM,EQ,851.05,853.0,861.0,845.4,850.0,850.5,854.04,344166,29393061400000.0,36624.708624708626,150213,0.4365
2010-04-09,TECHM,EQ,850.5,852.0,858.25,847.0,850.05,850.05,851.65,220588,18786336105000.0,36624.708624708626,97829,0.4435
2010-04-12,TECHM,EQ,850.05,851.0,857.0,845.2,849.8,848.45,850.45,172916,14705628390000.0,36624.708624708626,68189,0.3943
2010-04-13,TECHM,EQ,848.45,847.9,855.9,838.5,847.0,846.0,848.28,483310,40998130660000.0,36624.708624708626,156310,0.3234
2010-04-15,TECHM,EQ,846.0,850.0,858.05,841.05,843.15,846.6,851.38,255662,21766635725000.0,36624.708624708626,89467,0.34990000000000004
2010-04-16,TECHM,EQ,846.6,845.05,848.4,837.05,837.2,840.5,842.4,138084,11632193910000.0,36624.708624708626,58429,0.42310000000000003
2010-04-19,TECHM,EQ,840.5,835.0,837.4,825.0,827.0,828.6,829.77,155158,12874551090000.0,36624.708624708626,69457,0.44770000000000004
2010-04-20,TECHM,EQ,828.6,830.0,833.3,821.1,822.5,822.1,826.75,86952,7188723890000.001,36624.708624708626,29400,0.3381
2010-04-21,TECHM,EQ,822.1,825.0,838.35,822.5,830.6,829.95,830.76,255270,21206821865000.0,36624.708624708626,88761,0.34770000000000006
2010-04-22,TECHM,EQ,829.95,825.0,840.0,825.0,828.0,830.25,835.14,183284,15306739344999.998,36624.708624708626,74885,0.4086
2010-04-23,TECHM,EQ,830.25,831.0,836.0,821.1,822.0,824.1,828.01,107044,8863315280000.0,36624.708624708626,40795,0.3811
2010-04-26,TECHM,EQ,824.1,826.0,834.0,820.0,821.95,822.25,826.28,147857,12217110730000.0,36624.708624708626,70517,0.4769
2010-04-27,TECHM,EQ,822.25,838.8,838.8,794.85,797.9,803.9,813.34,196647,15994027800000.0,36624.708624708626,67534,0.34340000000000004
2010-04-28,TECHM,EQ,803.9,786.1,797.8,762.0,770.0,770.0,765.39,5917096,452885702339999.94,36624.708624708626,4348415,0.7349
2010-04-29,TECHM,EQ,770.0,781.0,788.0,765.3,769.0,768.25,774.37,747169,57858263154999.99,36624.708624708626,228372,0.3056
2010-04-30,TECHM,EQ,768.25,781.0,781.5,768.0,774.0,774.2,774.3,274302,21239137290000.0,36624.708624708626,79018,0.28809999999999997
2010-05-03,TECHM,EQ,774.2,770.1,788.0,770.1,774.3,775.25,779.06,312022,24308296450000.0,36624.708624708626,56348,0.18059999999999998
2010-05-04,TECHM,EQ,775.25,780.0,783.95,740.0,741.8,743.75,761.65,399161,30402168575000.0,36624.708624708626,122010,0.3057
2010-05-05,TECHM,EQ,743.75,743.75,743.75,719.05,735.5,736.35,729.44,236256,17233519569999.998,36624.708624708626,46486,0.1968
2010-05-06,TECHM,EQ,736.35,742.0,756.0,726.0,731.95,734.2,741.76,500300,37110094270000.0,36624.708624708626,83507,0.16690000000000002
2010-05-07,TECHM,EQ,734.2,725.8,727.7,700.0,713.45,713.0,713.92,352894,25193741245000.0,36624.708624708626,152725,0.4328
2010-05-10,TECHM,EQ,713.0,725.0,734.9,715.0,731.0,731.85,725.87,287041,20835355415000.0,36624.708624708626,62916,0.21920000000000003
2010-05-11,TECHM,EQ,731.85,733.0,733.0,705.0,705.95,708.55,716.91,213124,15279088330000.002,36624.708624708626,62689,0.29410000000000003
2010-05-12,TECHM,EQ,708.55,712.0,741.9,702.0,735.0,734.0,722.99,391978,28339726255000.0,36624.708624708626,77360,0.1974
