,INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,Date,Unnamed: 15
0,FUTIDX,BANKNIFTY,31-Mar-2016,0.0,XX,16100.0,16293.95,16079.6,16148.6,16141.65,112964,548474.13,860010,-340410,31-MAR-2016,
1,FUTIDX,BANKNIFTY,28-Apr-2016,0.0,XX,16198.95,16362.0,16177.35,16247.0,16247.0,55910,272866.72,1648110,356910,31-MAR-2016,
2,FUTIDX,BANKNIFTY,26-May-2016,0.0,XX,16217.6,16370.0,16200.0,16273.2,16273.2,955,4665.07,127650,9540,31-MAR-2016,
3,FUTIDX,DJIA,13-Apr-2016,0.0,XX,17625.0,17665.0,17612.5,17622.5,17622.5,80,423.07,20970,-60,31-MAR-2016,
4,FUTIDX,DJIA,20-May-2016,0.0,XX,0.0,0.0,0.0,16740.0,17915.0,0,0.0,0,0,31-MAR-2016,
5,FUTIDX,DJIA,17-Jun-2016,0.0,XX,0.0,0.0,0.0,16385.0,18027.5,0,0.0,30,0,31-MAR-2016,
6,FUTIDX,DJIA,16-Sep-2016,0.0,XX,0.0,0.0,0.0,16702.5,18395.0,0,0.0,30,0,31-MAR-2016,
7,FUTIDX,DJIA,16-Dec-2016,0.0,XX,0.0,0.0,0.0,18835.0,18772.5,0,0.0,0,0,31-MAR-2016,
8,FUTIDX,DJIA,17-Mar-2017,0.0,XX,0.0,0.0,0.0,18965.0,19155.0,0,0.0,0,0,31-MAR-2016,
9,FUTIDX,FTSE100,13-Apr-2016,0.0,XX,0.0,0.0,0.0,6172.0,6221.0,0,0.0,75,0,31-MAR-2016,
10,FUTIDX,FTSE100,20-May-2016,0.0,XX,0.0,0.0,0.0,6091.0,6273.0,0,0.0,0,0,31-MAR-2016,
11,FUTIDX,FTSE100,17-Jun-2016,0.0,XX,0.0,0.0,0.0,7242.0,6312.0,0,0.0,0,0,31-MAR-2016,
12,FUTIDX,FTSE100,16-Sep-2016,0.0,XX,0.0,0.0,0.0,6637.0,6441.0,0,0.0,0,0,31-MAR-2016,
13,FUTIDX,FTSE100,16-Dec-2016,0.0,XX,0.0,0.0,0.0,6570.0,6573.0,0,0.0,0,0,31-MAR-2016,
14,FUTIDX,FTSE100,17-Mar-2017,0.0,XX,0.0,0.0,0.0,6728.0,6707.0,0,0.0,0,0,31-MAR-2016,
15,FUTIDX,NIFTY,31-Mar-2016,0.0,XX,7734.95,7778.95,7718.3,7740.2,7738.4,252912,1470441.76,12064350,-2399625,31-MAR-2016,
16,FUTIDX,NIFTY,28-Apr-2016,0.0,XX,7775.1,7815.6,7754.15,7784.4,7784.4,175737,1026787.03,18868800,4678125,31-MAR-2016,
17,FUTIDX,NIFTY,26-May-2016,0.0,XX,7808.85,7848.95,7783.3,7811.55,7811.55,8365,49033.21,1537875,70125,31-MAR-2016,
18,FUTIDX,NIFTYINFRA,31-Mar-2016,0.0,XX,0.0,0.0,0.0,2567.7,2548.15,0,0.0,0,0,31-MAR-2016,
19,FUTIDX,NIFTYINFRA,28-Apr-2016,0.0,XX,0.0,0.0,0.0,2440.95,2563.9,0,0.0,0,0,31-MAR-2016,
20,FUTIDX,NIFTYINFRA,26-May-2016,0.0,XX,0.0,0.0,0.0,2330.45,2580.05,0,0.0,0,0,31-MAR-2016,
21,FUTIDX,NIFTYIT,31-Mar-2016,0.0,XX,11271.2,11380.0,11212.05,11278.65,11309.3,225,1143.66,8100,-1035,31-MAR-2016,
22,FUTIDX,NIFTYIT,28-Apr-2016,0.0,XX,11301.1,11440.0,11295.6,11392.85,11392.85,200,1023.26,8820,4185,31-MAR-2016,
23,FUTIDX,NIFTYIT,26-May-2016,0.0,XX,0.0,0.0,0.0,10620.25,11450.9,0,0.0,0,0,31-MAR-2016,
24,FUTIDX,NIFTYMID50,31-Mar-2016,0.0,XX,0.0,0.0,0.0,3100.0,3200.6,0,0.0,0,0,31-MAR-2016,
25,FUTIDX,NIFTYMID50,28-Apr-2016,0.0,XX,0.0,0.0,0.0,3123.05,3220.4,0,0.0,0,0,31-MAR-2016,
26,FUTIDX,NIFTYMID50,26-May-2016,0.0,XX,0.0,0.0,0.0,2763.8,3240.7,0,0.0,0,0,31-MAR-2016,
27,FUTIDX,NIFTYPSE,31-Mar-2016,0.0,XX,0.0,0.0,0.0,3190.05,2846.6,0,0.0,0,0,31-MAR-2016,
28,FUTIDX,NIFTYPSE,28-Apr-2016,0.0,XX,0.0,0.0,0.0,2974.0,2864.2,0,0.0,0,0,31-MAR-2016,
29,FUTIDX,NIFTYPSE,26-May-2016,0.0,XX,0.0,0.0,0.0,2686.4,2882.25,0,0.0,0,0,31-MAR-2016,
30,FUTIDX,S&P500,13-Apr-2016,0.0,XX,2056.0,2057.5,2051.25,2055.5,2055.5,123,632.05,486250,2750,31-MAR-2016,
31,FUTIDX,S&P500,20-May-2016,0.0,XX,0.0,0.0,0.0,1956.0,2087.25,0,0.0,0,0,31-MAR-2016,
32,FUTIDX,S&P500,17-Jun-2016,0.0,XX,0.0,0.0,0.0,2299.0,2100.25,0,0.0,0,0,31-MAR-2016,
33,FUTIDX,S&P500,16-Sep-2016,0.0,XX,0.0,0.0,0.0,2150.5,2143.0,0,0.0,0,0,31-MAR-2016,
34,FUTIDX,S&P500,16-Dec-2016,0.0,XX,0.0,0.0,0.0,2198.25,2186.75,0,0.0,0,0,31-MAR-2016,
35,FUTIDX,S&P500,17-Mar-2017,0.0,XX,0.0,0.0,0.0,2213.75,2231.5,0,0.0,0,0,31-MAR-2016,
36,FUTIVX,INDIAVIX,05-Apr-2016,0.0,XX,0.0,0.0,0.0,1772.0,1658.25,0,0.0,0,0,31-MAR-2016,
