Date,Open,High,Low,Close,Volume,Turnover
2015-01-01,8873.35,8940.75,8864.65,8913.85,3723607.0,2620700000.0
2015-01-02,8924.25,9025.45,8924.25,8989.85,6849713.0,5253600000.0
2015-01-05,9022.45,9111.4,9022.45,9050.5,7165484.0,5155500000.0
2015-01-06,9041.55,9043.55,8920.15,8946.9,12543179.0,7327400000.0
2015-01-07,8971.2,9094.1,8958.15,9063.5,10438640.0,7562200000.0
2015-01-08,9119.55,9201.8,9119.55,9180.65,10532828.0,7577700000.0
2015-01-09,9219.8,9254.7,9180.5,9245.45,9575442.0,6915900000.0
2015-01-12,9268.95,9368.9,9239.55,9356.55,9090295.0,6885300000.0
2015-01-13,9390.2,9434.55,9304.85,9341.75,12883672.0,8524299999.999999
2015-01-14,9349.3,9462.55,9347.05,9433.55,20392439.0,11050100000.0
2015-01-15,9519.7,9563.85,9462.15,9523.85,16587615.0,10636600000.0
2015-01-16,9544.35,9622.5,9514.95,9606.15,11592603.0,7269200000.0
2015-01-19,9638.2,9652.7,9472.45,9496.9,14216876.0,10726400000.000002
2015-01-20,9497.55,9545.85,9479.35,9527.05,15444820.0,8924500000.0
2015-01-21,9556.0,9671.25,9516.25,9652.4,12120417.0,8828900000.0
2015-01-22,9689.55,9733.6,9617.5,9659.0,15027566.0,8929700000.0
2015-01-23,9722.9,9784.45,9673.35,9774.15,12790662.0,8915500000.0
2015-01-27,9786.65,9829.1,9743.2,9821.45,13774260.0,13592000000.0
2015-01-28,9805.1,9852.1,9748.75,9788.95,11232019.0,8892500000.0
2015-01-29,9788.6,9827.4,9751.65,9804.25,18165755.0,10250700000.0
2015-01-30,9829.45,9831.8,9701.45,9734.65,11716773.0,6684100000.0
2015-02-02,9713.95,9760.1,9665.5,9699.2,7873204.0,6231600000.0
2015-02-03,9758.65,9822.4,9704.7,9723.2,13690212.0,7633900000.0
2015-02-04,9762.2,9791.95,9639.35,9662.5,12807063.0,6654800000.0
2015-02-05,9694.0,9706.35,9587.75,9608.15,7454938.0,6011300000.0
2015-02-06,9614.55,9655.9,9589.9,9611.45,6756476.0,4903400000.0
2015-02-09,9586.75,9587.35,9445.6,9455.9,5830191.0,4901300000.0
2015-02-10,9435.45,9607.0,9431.75,9520.65,7146661.0,6971600000.0
2015-02-11,9544.85,9660.6,9540.35,9639.5,6741542.0,5532300000.0
2015-02-12,9703.8,9794.3,9701.1,9777.35,8749759.0,11738900000.000002
2015-02-13,9824.85,9911.8,9801.7,9873.85,8612137.0,10322200000.0
2015-02-16,9876.85,10017.2,9876.85,9920.3,7426568.0,6797000000.0
2015-02-18,9918.5,10021.85,9918.5,9992.0,8497299.0,7840900000.0
2015-02-19,10031.45,10043.65,9878.65,10001.95,13005873.0,8523500000.0
2015-02-20,10023.4,10031.4,9934.05,9946.35,8590385.0,5340000000.0
2015-02-23,9977.45,10003.55,9883.3,9902.55,10198696.0,6633900000.0
2015-02-24,9935.0,9968.75,9893.7,9955.65,7739362.0,6674700000.0
2015-02-25,9989.05,10007.2,9891.8,9938.1,6970918.0,6107300000.0
2015-02-26,9962.55,9963.85,9772.7,9786.35,11358053.0,9737400000.0
2015-02-27,9816.35,9976.25,9816.35,9956.05,11035891.0,29250800000.0
2015-02-28,9973.85,10044.15,9909.0,10027.9,6441640.0,5090800000.0
