Date,Open,High,Low,Close,Volume,Turnover
2015-01-01,2655.65,2698.95,2646.85,2693.25,21166994.0,4259000000.0
2015-01-02,2700.6,2733.5,2700.6,2715.45,25428418.0,5440100000.0
2015-01-05,2721.95,2738.05,2699.25,2704.5,35244495.0,7565100000.0
2015-01-06,2682.1,2682.1,2601.75,2610.45,44911843.0,9738100000.0
2015-01-07,2613.35,2620.6,2544.55,2568.65,30725010.0,6673000000.0
2015-01-08,2604.7,2613.55,2580.9,2609.25,26956804.0,5588000000.0
2015-01-09,2634.55,2639.7,2588.95,2599.1,28853041.0,6157300000.0
2015-01-12,2599.15,2599.15,2549.1,2555.2,25436549.0,5220700000.000001
2015-01-13,2562.7,2575.6,2541.5,2546.75,30525484.0,5843500000.0
2015-01-14,2544.2,2544.2,2452.5,2457.9,48192287.0,9407100000.0
2015-01-15,2476.2,2497.2,2450.95,2483.15,44687079.0,9006200000.0
2015-01-16,2480.0,2509.0,2466.85,2496.2,37226615.0,7198700000.0
2015-01-19,2510.3,2522.85,2491.15,2504.8,26044110.0,4861600000.0
2015-01-20,2517.55,2585.05,2514.6,2581.55,44371182.0,8589200000.0
2015-01-21,2595.4,2599.0,2534.4,2564.6,38861081.0,7337900000.0
2015-01-22,2576.4,2589.6,2559.9,2580.75,35199726.0,7052300000.0
2015-01-23,2611.15,2614.2,2565.75,2602.85,33119360.0,6894100000.0
2015-01-27,2587.05,2593.5,2564.1,2583.75,34553051.0,6975000000.0
2015-01-28,2576.65,2579.25,2534.3,2546.1,30057358.0,6242600000.0
2015-01-29,2516.5,2549.7,2505.4,2540.5,60048686.0,13279200000.0
2015-01-30,2531.95,2535.15,2503.65,2513.3,44985869.0,11286400000.000002
2015-02-02,2497.3,2523.6,2497.3,2501.95,50753648.0,13744600000.0
2015-02-03,2515.4,2534.3,2499.2,2521.8,35679881.0,8157200000.0
2015-02-04,2531.7,2593.2,2531.7,2574.45,57102383.0,13058699999.999998
2015-02-05,2575.75,2583.05,2517.1,2525.1,34414448.0,8182600000.0
2015-02-06,2525.1,2534.4,2490.55,2507.05,33255641.0,6807100000.0
2015-02-09,2477.05,2484.5,2434.3,2440.65,35898591.0,7706000000.0
2015-02-10,2434.75,2491.55,2434.75,2477.85,33954459.0,7264299999.999999
2015-02-11,2484.7,2537.9,2469.35,2520.1,61464777.0,15902600000.0
2015-02-12,2532.6,2533.75,2492.35,2530.05,35106774.0,7280700000.000001
