Date,Open,High,Low,Close,Volume,Turnover
2015-01-01,,,,8319.42,52157035.0,12053900000.000002
2015-01-02,,,,8413.83,76795204.0,19089900000.0
2015-01-05,,,,8402.64,63583422.0,16380300000.0
2015-01-06,,,,8145.13,74876431.0,18916200000.0
2015-01-07,,,,8191.78,127656729.0,19163000000.0
2015-01-08,,,,8343.39,91371701.0,19687400000.0
2015-01-09,,,,8379.46,67569332.0,20587500000.0
2015-01-12,,,,8426.75,,
2015-01-13,,,,8466.89,63533966.0,23930600000.0
2015-01-14,,,,8460.28,54313628.0,19075700000.0
2015-01-15,,,,8524.88,58156091.0,18082800000.0
2015-01-16,,,,8580.31,74171491.0,21667500000.0
2015-01-19,,,,8604.92,66831783.0,17258800000.0
2015-01-20,,,,8631.96,70843546.0,19511000000.0
2015-01-21,,,,8573.93,68975797.0,18095500000.0
2015-01-22,,,,8614.34,54496501.0,19159500000.0
2015-01-23,,,,8564.71,57811058.0,19021600000.0
2015-01-27,,,,8651.28,63117869.0,22025700000.0
2015-01-28,,,,8701.87,102145245.0,26436600000.0
2015-01-29,,,,8646.49,88535977.0,25222199999.999996
2015-01-30,,,,8583.72,68836168.0,21470200000.0
2015-02-02,,,,8660.54,57115241.0,23457900000.0
2015-02-03,,,,8648.33,71793609.0,25931800000.0
2015-02-04,,,,8634.0,73405716.0,28970200000.0
2015-02-05,,,,8553.69,61518778.0,22438300000.0
2015-02-06,,,,8407.83,53390706.0,19692400000.0
2015-02-09,,,,8246.94,74452101.0,21493900000.0
2015-02-10,,,,8324.31,86605476.0,25387700000.0
2015-02-11,,,,8517.24,90321317.0,27955500000.0
2015-02-12,,,,8644.66,98284448.0,32755100000.000004
2015-02-13,,,,8726.27,63211211.0,23992399999.999996
2015-02-16,,,,8732.13,57093318.0,22725900000.0
2015-02-18,,,,8838.64,71931263.0,28698000000.0
2015-02-19,,,,8815.46,66289296.0,24592100000.0
2015-02-20,,,,8793.6,51315021.0,17164000000.0
2015-02-23,,,,8721.26,50487941.0,18617500000.0
2015-02-24,,,,8706.57,66392661.0,24215500000.0
2015-02-25,,,,8693.44,51087305.0,21672199999.999996
2015-02-26,,,,8568.78,93602943.0,38009700000.0
2015-02-27,,,,8715.14,65820651.0,28181100000.0
2015-02-28,,,,8721.86,71061539.0,18916200000.0
2015-03-02,,,,8890.38,119980922.0,31378700000.0
2015-03-03,,,,9021.12,93859259.0,27356300000.0
2015-03-04,,,,8923.06,68770705.0,26843100000.0
2015-03-05,,,,9047.26,59655798.0,22910000000.0
2015-03-09,,,,8945.56,53824770.0,20475500000.0
2015-03-10,,,,8963.69,62880162.0,23779500000.0
2015-03-11,,,,8966.51,68873091.0,24195900000.0
2015-03-12,,,,9111.55,82682968.0,25262199999.999996
2015-03-13,,,,9007.67,100276097.0,31120700000.0
2015-03-16,,,,9057.69,71639228.0,24520900000.0
2015-03-17,,,,9182.58,84253648.0,29247500000.0
2015-03-18,,,,9181.81,50229853.0,29107399999.999996
2015-03-19,,,,9142.57,66049723.0,27587700000.0
2015-03-20,,,,8992.27,76579621.0,27473200000.0
2015-03-23,,,,8924.24,46734948.0,18157000000.0
2015-03-24,,,,8867.24,53918367.0,18889800000.0
