Date,Open,High,Low,Close,Volume,Turnover
2015-01-01,3669.7,3689.0,3648.5,3679.65,,
2015-01-02,3683.0,3790.85,3683.0,3777.85,,
2015-01-05,3787.5,3820.65,3748.4,3760.95,,
2015-01-06,3712.45,3713.65,3521.1,3534.7,,
2015-01-07,3526.35,3554.4,3480.55,3511.95,,
2015-01-08,3588.6,3633.1,3568.6,3626.05,,
2015-01-09,3670.0,3685.35,3588.45,3669.15,,
2015-01-12,3672.75,3708.1,3633.35,3700.8,,
2015-01-13,3720.55,3729.9,3651.3,3679.0,,
2015-01-14,3685.1,3701.6,3623.1,3658.75,,
2015-01-15,3787.85,3878.3,3749.15,3849.4,,
2015-01-16,3857.5,3876.95,3812.0,3866.35,,
2015-01-19,3897.55,3916.35,3881.8,3898.15,,
2015-01-20,3919.75,4040.55,3919.75,4029.65,,
2015-01-21,4051.0,4070.7,4023.6,4060.2,,
2015-01-22,4074.5,4100.4,4057.7,4088.9,,
2015-01-23,4150.15,4185.7,4120.8,4157.3,,
2015-01-27,4189.55,4239.15,4146.8,4226.35,,
2015-01-28,4218.1,4295.55,4192.35,4229.05,,
2015-01-29,4215.95,4276.75,4178.65,4264.2,,
2015-01-30,4305.45,4305.45,4095.35,4126.65,,
2015-02-02,4118.9,4153.5,4071.05,4114.15,,
2015-02-03,4137.35,4149.1,4047.65,4075.05,,
2015-02-04,4104.55,4105.8,4026.05,4043.65,,
2015-02-05,4051.45,4148.55,4006.35,4031.65,,
2015-02-06,4017.0,4043.0,3971.25,3983.9,,
2015-02-09,3902.65,3920.0,3840.9,3849.25,,
2015-02-10,3804.8,3955.6,3799.25,3883.8,,
2015-02-11,3917.2,3960.45,3908.7,3939.1,,
2015-02-12,3983.45,4032.5,3913.05,4015.05,,
2015-02-13,4041.8,4115.35,4031.95,4100.75,,
2015-02-16,4123.75,4159.05,4088.6,4103.2,,
2015-02-18,4103.45,4180.15,4103.45,4157.1,,
2015-02-19,4169.25,4197.7,4086.4,4180.7,,
2015-02-20,4180.0,4180.0,4106.9,4121.8,,
2015-02-23,4140.7,4151.7,4029.75,4045.6,,
2015-02-24,4061.35,4086.45,4019.25,4051.3,,
2015-02-25,4087.25,4122.35,4041.0,4055.25,,
2015-02-26,4065.2,4071.0,3964.7,3977.2,,
2015-02-27,4018.2,4134.15,4007.4,4123.6,,
2015-02-28,4186.6,4211.3,4036.9,4176.15,,
2015-03-02,4223.4,4239.7,4160.5,4226.1,,
2015-03-03,4231.0,4273.75,4196.7,4262.55,,
2015-03-04,4368.65,4376.1,4166.15,4191.95,,
2015-03-05,4197.45,4223.45,4122.55,4205.25,,
2015-03-09,4157.5,4157.5,4016.55,4031.0,,
2015-03-10,4042.15,4049.3,3957.6,3989.0,,
2015-03-11,4003.5,4027.6,3961.15,3977.1,,
2015-03-12,4013.5,4055.05,4007.0,4045.85,,
2015-03-13,4107.7,4107.7,3912.55,3926.75,,
2015-03-16,3932.1,3936.7,3892.25,3910.7,,
2015-03-17,3960.55,4008.55,3908.4,3991.55,,
2015-03-18,4008.65,4008.65,3937.2,3956.45,,
2015-03-19,4013.6,4048.1,3891.1,3908.95,,
2015-03-20,3902.05,3902.05,3834.5,3850.45,,
2015-03-23,3866.65,3881.2,3821.35,3830.1,,
2015-03-24,3816.95,3897.3,3816.2,3822.25,,
2015-03-25,3844.65,3846.05,3798.6,3810.6,,
2015-03-26,3759.9,3781.35,3627.15,3641.25,,
2015-03-27,3687.55,3698.6,3577.55,3639.85,,
2015-03-30,3680.8,3778.95,3672.3,3769.25,,
2015-03-31,3799.75,3819.6,3735.7,3767.3,,
