Date,Open,High,Low,Close,Volume,Turnover
2015-01-01,,,,1350.25,,
2015-01-02,,,,1350.38,,
2015-01-03,,,,1350.68,,
2015-01-04,,,,1350.97,,
2015-01-05,,,,1349.77,,
2015-01-06,,,,1349.21,,
2015-01-07,,,,1351.58,,
2015-01-08,,,,1352.38,,
2015-01-09,,,,1353.75,,
2015-01-10,,,,1354.04,,
2015-01-11,,,,1354.33,,
2015-01-12,,,,1357.54,,
2015-01-13,,,,1361.77,,
2015-01-14,,,,1361.63,,
2015-01-15,,,,1370.68,,
2015-01-16,,,,1372.02,,
2015-01-17,,,,1372.31,,
2015-01-18,,,,1372.6,,
2015-01-19,,,,1371.36,,
2015-01-20,,,,1372.75,,
2015-01-21,,,,1376.88,,
2015-01-22,,,,1375.46,,
2015-01-23,,,,1376.41,,
2015-01-24,,,,1376.7,,
2015-01-25,,,,1376.99,,
2015-01-26,,,,1377.28,,
2015-01-27,,,,1377.62,,
2015-01-28,,,,1377.69,,
2015-01-29,,,,1377.76,,
2015-01-30,,,,1379.62,,
2015-01-31,,,,1379.91,,
2015-02-01,,,,1380.2,,
2015-02-02,,,,1383.89,,
2015-02-03,,,,1378.18,,
2015-02-04,,,,1379.02,,
2015-02-05,,,,1380.78,,
2015-02-06,,,,1381.34,,
2015-02-07,,,,1381.63,,
2015-02-08,,,,1381.92,,
2015-02-09,,,,1380.06,,
2015-02-10,,,,1380.37,,
2015-02-11,,,,1380.15,,
2015-02-12,,,,1378.95,,
2015-02-13,,,,1383.26,,
2015-02-14,,,,1383.55,,
2015-02-15,,,,1383.84,,
2015-02-16,,,,1383.4,,
2015-02-17,,,,1383.69,,
2015-02-18,,,,1383.55,,
2015-02-19,,,,1383.84,,
2015-02-20,,,,1385.57,,
2015-02-21,,,,1385.86,,
2015-02-22,,,,1386.15,,
2015-02-23,,,,1385.84,,
2015-02-24,,,,1384.51,,
2015-02-25,,,,1385.64,,
2015-02-26,,,,1383.62,,
2015-02-27,,,,1385.15,,
2015-02-28,,,,1386.03,,
2015-03-01,,,,1386.32,,
2015-03-02,,,,1384.6,,
2015-03-03,,,,1383.68,,
2015-03-04,,,,1389.51,,
2015-03-05,,,,1387.82,,
2015-03-06,,,,1388.12,,
2015-03-07,,,,1388.41,,
2015-03-08,,,,1388.7,,
2015-03-09,,,,1386.03,,
2015-03-10,,,,1384.93,,
2015-03-11,,,,1384.49,,
2015-03-12,,,,1387.6,,
2015-03-13,,,,1381.33,,
2015-03-14,,,,1381.63,,
2015-03-15,,,,1381.92,,
2015-03-16,,,,1381.96,,
2015-03-17,,,,1384.26,,
2015-03-18,,,,1383.89,,
2015-03-19,,,,1387.43,,
2015-03-20,,,,1388.52,,
2015-03-21,,,,1388.82,,
2015-03-22,,,,1389.11,,
2015-03-23,,,,1388.6,,
2015-03-24,,,,1388.67,,
2015-03-25,,,,1387.0,,
2015-03-26,,,,1385.08,,
2015-03-27,,,,1387.39,,
2015-03-28,,,,1387.69,,
2015-03-29,,,,1387.98,,
2015-03-30,,,,1388.95,,
2015-03-31,,,,1392.24,,
2015-04-01,,,,1392.53,,
2015-04-02,,,,1392.83,,
2015-04-03,,,,1393.12,,
2015-04-04,,,,1393.42,,
2015-04-05,,,,1393.71,,
2015-04-06,,,,1395.65,,
2015-04-07,,,,1390.18,,
2015-04-08,,,,1389.9,,
2015-04-09,,,,1391.6,,
2015-04-10,,,,1389.76,,
2015-05-12,,,,1382.94,,
2015-05-13,,,,1382.8,,
2015-05-14,,,,1384.24,,
2015-05-15,,,,1383.49,,
2015-05-16,,,,1383.79,,
2015-05-17,,,,1384.09,,
2015-05-18,,,,1387.74,,
2015-05-19,,,,1392.96,,
2015-05-20,,,,1393.47,,
2015-05-21,,,,1392.19,,
2015-05-22,,,,1394.18,,
2015-05-23,,,,1394.48,,
2015-05-24,,,,1394.78,,
2015-05-25,,,,1394.71,,
2015-05-26,,,,1392.74,,
2015-05-27,,,,1394.34,,
2015-05-28,,,,1395.75,,
2015-05-29,,,,1398.63,,
2015-05-30,,,,1398.63,,
2015-05-31,,,,1398.93,,
2015-06-01,,,,1397.75,,
2015-06-02,,,,1390.06,,
2015-06-03,,,,1388.13,,
2015-06-04,,,,1383.11,,
2015-06-05,,,,1385.54,,
2015-06-06,,,,1385.84,,
2015-06-07,,,,1386.15,,
2015-06-08,,,,1385.03,,
2015-06-09,,,,1387.46,,
2015-06-10,,,,1383.14,,
2015-06-11,,,,1377.43,,
2015-06-12,,,,1376.34,,
2015-06-13,,,,1376.64,,
2015-06-14,,,,1376.95,,
2015-06-15,,,,1379.79,,
2015-06-16,,,,1378.52,,
2015-06-17,,,,1382.9,,
2015-06-18,,,,1391.23,,
2015-06-19,,,,1397.93,,
2015-06-20,,,,1398.23,,
2015-06-21,,,,1398.53,,
2015-06-22,,,,1396.63,,
2015-06-23,,,,1396.46,,
2015-06-24,,,,1391.16,,
2015-06-25,,,,1387.5,,
2015-06-26,,,,1389.26,,
2015-06-27,,,,1389.57,,
2015-06-28,,,,1389.87,,
2015-06-29,,,,1384.87,,
2015-06-30,,,,1387.29,,
2015-07-01,,,,1390.57,,
2015-07-02,,,,1392.95,,
2015-07-03,,,,1394.32,,
2015-07-04,,,,1394.62,,
2015-07-05,,,,1394.93,,
2015-07-06,,,,1398.29,,
2015-07-07,,,,1396.89,,
2015-07-08,,,,1397.61,,
2015-07-09,,,,1397.52,,
2015-07-10,,,,1397.41,,
2015-07-11,,,,1397.71,,
2015-07-12,,,,1398.01,,
2015-07-13,,,,1391.11,,
2015-07-14,,,,1394.86,,
2015-07-15,,,,1393.86,,
2015-07-16,,,,1393.98,,
2015-07-17,,,,1395.13,,
2015-07-18,,,,1395.44,,
2015-07-19,,,,1395.75,,
2015-07-20,,,,1395.0,,
2015-07-21,,,,1395.22,,
2015-07-22,,,,1395.85,,
2015-07-23,,,,1398.08,,
2015-07-24,,,,1397.02,,
2015-07-25,,,,1397.32,,
2015-07-26,,,,1397.63,,
2015-07-27,,,,1398.63,,
2015-07-28,,,,1402.64,,
2015-07-29,,,,1402.71,,
2015-07-30,,,,1401.75,,
2015-07-31,,,,1403.44,,
2015-08-01,,,,1403.74,,
2015-08-02,,,,1404.05,,
2015-08-03,,,,1403.86,,
2015-08-04,,,,1401.47,,
2015-08-05,,,,1402.24,,
2015-08-06,,,,1405.29,,
2015-08-07,,,,1405.42,,
2015-08-08,,,,1405.73,,
2015-08-09,,,,1406.03,,
2015-08-10,,,,1407.96,,
2015-08-11,,,,1407.94,,
2015-08-12,,,,1408.27,,
2015-08-13,,,,1413.61,,
2015-08-14,,,,1414.62,,
2015-08-15,,,,1414.93,,
2015-08-16,,,,1415.23,,
2015-08-17,,,,1415.47,,
2015-08-18,,,,1415.77,,
2015-08-19,,,,1416.55,,
2015-09-20,,,,1429.42,,
2015-09-21,,,,1429.09,,
2015-09-22,,,,1428.19,,
2015-09-23,,,,1428.46,,
2015-09-24,,,,1428.51,,
2015-09-25,,,,1428.82,,
2015-09-26,,,,1429.12,,
2015-09-27,,,,1429.43,,
2015-09-28,,,,1428.72,,
2015-09-29,,,,1438.51,,
2015-09-30,,,,1445.85,,
2015-10-01,,,,1444.2,,
2015-10-02,,,,1444.5,,
2015-10-03,,,,1444.81,,
2015-10-04,,,,1445.11,,
2015-10-05,,,,1449.18,,
2015-10-06,,,,1448.29,,
2015-10-07,,,,1447.27,,
2015-10-08,,,,1448.92,,
2015-10-09,,,,1449.52,,
2015-10-10,,,,1449.82,,
2015-10-11,,,,1450.13,,
2015-10-12,,,,1447.27,,
2015-10-13,,,,1448.71,,
2015-10-14,,,,1449.17,,
2015-10-15,,,,1449.68,,
2015-10-16,,,,1449.45,,
2015-10-17,,,,1449.75,,
2015-10-18,,,,1450.05,,
2015-10-19,,,,1449.58,,
2015-10-20,,,,1449.54,,
2015-10-21,,,,1449.07,,
2015-10-22,,,,1449.37,,
2015-10-23,,,,1449.35,,
2015-10-24,,,,1449.65,,
2015-10-25,,,,1449.96,,
2015-10-26,,,,1447.87,,
2015-10-27,,,,1448.96,,
2015-10-28,,,,1450.13,,
2015-10-29,,,,1447.62,,
