Date,Open,High,Low,Close,Volume,Turnover,Symbol
2018-09-04,27845.55,27875.15,27385.85,27430.75,165858496,47141800000.0,BANKNIFTY
2018-09-05,27409.3,27506.3,27136.05,27376.05,131880484,38544700000.0,BANKNIFTY
2018-09-06,27464.25,27552.8,27246.25,27468.7,120287292,38081900000.0,BANKNIFTY
2018-09-07,27439.25,27512.5,27232.8,27481.45,144905496,44097299999.99999,BANKNIFTY
2018-09-10,27395.2,27404.85,27142.55,27201.75,178147552,63636400000.0,BANKNIFTY
2018-09-11,27295.2,27318.45,26772.25,26807.5,160826279,55752700000.00001,BANKNIFTY
2018-09-12,26895.15,26895.15,26555.15,26819.2,174201027,49212600000.0,BANKNIFTY
2018-09-14,27059.85,27205.75,26989.8,27163.85,136633270,44031000000.0,BANKNIFTY
2018-09-17,27002.6,27002.6,26743.4,26820.3,115283101,31925100000.000004,BANKNIFTY
2018-09-18,26757.0,26901.05,26407.45,26441.45,308575632,62012800000.0,BANKNIFTY
2018-09-19,26532.0,26611.6,26235.7,26277.35,244393690,57455000000.0,BANKNIFTY
2018-09-21,26331.05,26490.4,25053.35,25596.9,547285580,146345400000.0,BANKNIFTY
2018-09-24,25645.05,25649.7,24904.5,24970.35,272396270,72335500000.0,BANKNIFTY
2018-09-25,24947.7,25406.95,24678.25,25330.35,329548199,83399200000.0,BANKNIFTY
2018-09-26,25525.1,25525.1,25197.35,25376.3,215055339,55567900000.0,BANKNIFTY
2018-09-27,25442.1,25452.5,25007.05,25042.15,262822577,65246300000.0,BANKNIFTY
2018-09-28,25135.8,25354.7,24919.25,25119.85,367109389,78900900000.0,BANKNIFTY
2018-10-01,24943.9,25412.15,24707.65,25367.0,304703170,82488600000.0,BANKNIFTY
2018-10-03,25290.55,25470.05,25026.35,25069.9,261054513,70252400000.0,BANKNIFTY
2018-10-04,24735.15,24893.4,24501.05,24819.3,245813411,69805200000.0,BANKNIFTY
2018-10-05,24741.65,25080.2,24250.65,24443.45,230429144,62170300000.0,BANKNIFTY
2018-10-08,24470.75,24745.35,24240.05,24618.35,223867274,57993200000.0,BANKNIFTY
2018-10-09,24703.65,24759.9,24464.9,24527.65,175374004,41794399999.99999,BANKNIFTY
2018-10-10,24596.6,25371.15,24559.9,25321.7,227005049,59621000000.0,BANKNIFTY
2018-10-11,24541.75,24940.1,24493.7,24783.95,255410789,67213600000.0,BANKNIFTY
2018-10-12,25001.95,25484.2,24975.45,25395.85,200602244,58034500000.0,BANKNIFTY
2018-10-15,25444.0,25466.2,25147.8,25388.05,146636264,43932600000.0,BANKNIFTY
2018-10-16,25414.2,25707.05,25351.8,25589.65,226063396,59174000000.0,BANKNIFTY
2018-10-17,25839.1,25915.35,25101.95,25188.6,182759960,49271899999.99999,BANKNIFTY
2018-10-19,24966.5,25277.9,24922.65,25085.8,200900442,53902700000.00001,BANKNIFTY
2018-10-22,25484.25,25504.75,25021.35,25078.6,172423369,61366400000.0,BANKNIFTY
2018-10-23,24786.9,25124.6,24784.9,24972.45,144911236,53732800000.0,BANKNIFTY
2018-10-24,25312.7,25356.9,24839.65,25064.2,176623910,53993900000.0,BANKNIFTY
2018-10-25,24841.5,24977.35,24696.85,24817.45,215033794,68559100000.0,BANKNIFTY
2018-10-26,24771.85,24771.95,24353.1,24421.05,219130974,53705900000.0,BANKNIFTY
2018-10-29,24647.95,25023.75,24404.55,24959.7,279844102,81458300000.0,BANKNIFTY
2018-10-30,24924.75,25121.5,24686.85,24807.75,257591034,63208600000.0,BANKNIFTY
2018-09-04,27845.55,27875.15,27385.85,27430.75,165858496,47141800000.0,BANKNIFTY
2018-09-05,27409.3,27506.3,27136.05,27376.05,131880484,38544700000.0,BANKNIFTY
2018-09-06,27464.25,27552.8,27246.25,27468.7,120287292,38081900000.0,BANKNIFTY
2018-09-07,27439.25,27512.5,27232.8,27481.45,144905496,44097299999.99999,BANKNIFTY
2018-09-10,27395.2,27404.85,27142.55,27201.75,178147552,63636400000.0,BANKNIFTY
2018-09-11,27295.2,27318.45,26772.25,26807.5,160826279,55752700000.00001,BANKNIFTY
2018-09-12,26895.15,26895.15,26555.15,26819.2,174201027,49212600000.0,BANKNIFTY
2018-09-14,27059.85,27205.75,26989.8,27163.85,136633270,44031000000.0,BANKNIFTY
2018-09-17,27002.6,27002.6,26743.4,26820.3,115283101,31925100000.000004,BANKNIFTY
2018-09-18,26757.0,26901.05,26407.45,26441.45,308575632,62012800000.0,BANKNIFTY
