,SYMBOL,NAME,INDFLAG,FO_FLAG
1061,ORIENTREF,Orient Refractories Limited,0,0
1062,ORISSAMINE,The Orissa Minerals Development Company Limited,0,0
1063,ORTEL,Ortel Communications Limited,0,0
1064,ORTINLABSS,Ortin Laboratories Limited,0,0
1065,OSWALAGRO,Oswal Agro Mills Limited,0,0
1066,PAEL,PAE Limited,0,0
1067,PAGEIND,Page Industries Limited,0,0
1068,PAISALO,Paisalo Digital Limited,0,0
1069,PALASHSECU,Palash Securities Limited,0,0
1070,PALREDTEC,Palred Technologies Limited,0,0
1071,PANACEABIO,Panacea Biotec Limited,0,0
1072,PANAMAPET,Panama Petrochem Limited,0,0
1073,PANORAMUNI,Panoramic Universal Limited,0,0
1074,PAPERPROD,Huhtamaki PPL Limited,0,0
1075,PARABDRUGS,Parabolic Drugs Limited,0,0
1076,PARACABLES,Paramount Communications Limited,0,0
1077,PARAGMILK,Parag Milk Foods Limited,0,0
1078,PARSVNATH,Parsvnath Developers Limited,0,0
1079,PATELENG,Patel Engineering Limited,0,0
1080,PATINTLOG,Patel Integrated Logistics Limited,0,0
1081,PATSPINLTD,Patspin India Limited,0,0
1082,PBAINFRA,PBA Infrastructure Limited,0,0
1083,PCJEWELLER,PC Jeweller Limited,0,0
1084,PDMJEPAPER,Pudumjee Paper Products Limited,0,0
1085,PDPL,Parenteral Drugs (India) Limited,0,0
1086,PDSMFL,PDS Multinational Fashions Limited,0,0
1087,PEARLPOLY,Pearl Polymers Limited,0,0
1088,PEL,Piramal Enterprises Limited,0,0
1089,PENIND,Pennar Industries Limited,0,0
1090,PENINLAND,Peninsula Land Limited,0,0
1091,PENPEBS,Pennar Engineered Building Systems Limited,0,0
1092,PERSISTENT,Persistent Systems Limited,0,0
1093,PETRONENGG,Petron Engineering Construction Limited,0,0
1094,PETRONET,Petronet LNG Limited,0,0
1095,PFC,Power Finance Corporation Limited,0,0
1096,PFIZER,Pfizer Limited,0,0
1097,PFOCUS,Prime Focus Limited,0,0
1098,PFS,PTC India Financial Services Limited,0,0
1099,PGEL,PG Electroplast Limited,0,0
1100,PGHH,Procter & Gamble Hygiene and Health Care Limited,0,0
1101,PGIL,Pearl Global Industries Limited,0,0
1102,PHILIPCARB,Phillips Carbon Black Limited,0,0
1103,PHOENIXLTD,The Phoenix Mills Limited,0,0
1104,PIDILITIND,Pidilite Industries Limited,0,0
1105,PIIND,PI Industries Limited,0,0
1106,PILANIINVS,Pilani Investment and Industries Corporation Limited,0,0
1107,PILITA,PIL ITALICA LIFESTYLE LIMITED,0,0
1108,PINCON,Pincon Spirit Limited,0,0
1109,PIONDIST,Pioneer Distilleries Limited,0,0
1110,PIONEEREMB,Pioneer Embroideries Limited,0,0
1111,PIRPHYTO,Piramal Phytocare Limited,0,0
1112,PITTIENG,Pitti Engineering Limited,0,0
1113,PKTEA,The Peria Karamalai Tea & Produce Company Limited,0,0
1114,PLASTIBLEN,Plastiblends India Limited,0,0
1115,PNB,Punjab National Bank,0,0
1116,PNBGILTS,PNB Gilts Limited,0,0
1117,PNBHOUSING,PNB Housing Finance Limited,0,0
1118,PNC,Pritish Nandy Communications Limited,0,0
1119,PNCINFRA,PNC Infratech Limited,0,0
1120,POCHIRAJU,Pochiraju Industries Limited,0,0
1121,PODDARHOUS,Poddar Housing and Development Limited,0,0
1122,PODDARMENT,Poddar Pigments Limited,0,0
1123,POKARNA,Pokarna Limited,0,0
1124,POLYMED,Poly Medicure Limited,0,0
1125,POLYPLEX,Polyplex Corporation Limited,0,0
1126,PONNIERODE,Ponni Sugars (Erode) Limited,0,0
1127,POWERGRID,Power Grid Corporation of India Limited,0,0
1128,POWERMECH,Power Mech Projects Limited,0,0
1129,PPAP,PPAP Automotive Limited,0,0
1130,PRABHAT,Prabhat Dairy Limited,0,0
1131,PRADIP,Pradip Overseas Limited,0,0
1132,PRAENG,Prajay Engineers Syndicate Limited,0,0
1133,PRAJIND,Praj Industries Limited,0,0
1134,PRAKASH,Prakash Industries Limited,0,0
1135,PRAKASHCON,Prakash Constrowell Limited,0,0
1136,PRATIBHA,Pratibha Industries Limited,0,0
1137,PRAXIS,Praxis Home Retail Limited,0,0
1138,PRECAM,Precision Camshafts Limited,0,0
1139,PRECOT,Precot Meridian Limited,0,0
1140,PRECWIRE,Precision Wires India Limited,0,0
1141,PREMEXPLN,Premier Explosives Limited,0,0
1142,PREMIER,Premier Limited,0,0
1143,PREMIERPOL,Premier Polyfilm Limited,0,0
1144,PRESSMN,Pressman Advertising Limited,0,0
1145,PRESTIGE,Prestige Estates Projects Limited,0,0
1146,PRICOLLTD,Pricol Limited,0,0
1147,PRIMESECU,Prime Securities Limited,0,0
1148,PROVOGE,Provogue (India) Limited,0,0
1149,PROZONINTU,Prozone Intu Properties Limited,0,0
1150,PRSMJOHNSN,Prism Johnson Limited,0,0
1151,PSB,Punjab & Sind Bank,0,0
1152,PSL,PSL Limited,0,0
1153,PSPPROJECT,PSP Projects Limited,0,0
1154,PTC,PTC India Limited,0,0
1155,PTL,PTL Enterprises Limited,0,0
1156,PUNJABCHEM,Punjab Chemicals & Crop Protection Limited,0,0
1157,PUNJLLOYD,Punj Lloyd Limited,0,0
1158,PURVA,Puravankara Limited,0,0
1159,PVP,PVP Ventures Limited,0,0
1160,PVR,PVR Limited,0,0
1161,QUESS,Quess Corp Limited,0,0
1162,QUICKHEAL,Quick Heal Technologies Limited,0,0
1163,QUINTEGRA,Quintegra Solutions Limited,0,0
1164,RADAAN,Radaan Mediaworks India Limited,0,0
1165,RADICO,Radico Khaitan Limited,0,0
1166,RADIOCITY,Music Broadcast Limited,0,0
1167,RAIN,Rain Industries Limited,0,0
1168,RAINBOWPAP,Rainbow Papers Limited,0,0
1169,RAJESHEXPO,Rajesh Exports Limited,0,0
1170,RAJRAYON,Raj Rayon Industries Limited,0,0
1171,RAJSREESUG,Rajshree Sugars & Chemicals Limited,0,0
1172,RAJTV,Raj Television Network Limited,0,0
1173,RAJVIR,Rajvir Industries Limited,0,0
1174,RALLIS,Rallis India Limited,0,0
1175,RAMANEWS,Shree Rama Newsprint Limited,0,0
1176,RAMASTEEL,Rama Steel Tubes Limited,0,0
1177,RAMCOCEM,The Ramco Cements Limited,0,0
1178,RAMCOIND,Ramco Industries Limited,0,0
1179,RAMCOSYS,Ramco Systems Limited,0,0
1180,RAMGOPOLY,Ramgopal Polytex Limited,0,0
1181,RAMKY,Ramky Infrastructure Limited,0,0
1182,RAMSARUP,Ramsarup Industries Limited,0,0
1183,RANASUG,Rana Sugars Limited,0,0
1184,RANEENGINE,Rane Engine Valve Limited,0,0
1185,RANEHOLDIN,Rane Holdings Limited,0,0
1186,RATNAMANI,Ratnamani Metals & Tubes Limited,0,0
1187,RAYMOND,Raymond Limited,0,0
1188,RBL,Rane Brake Lining Limited,0,0
1189,RBLBANK,RBL Bank Limited,0,0
1190,RCF,Rashtriya Chemicals and Fertilizers Limited,0,0
1191,RCOM,Reliance Communications Limited,0,0
1192,RECLTD,Rural Electrification Corporation Limited,0,0
1193,REDINGTON,Redington (India) Limited,0,0
1194,REFEX,Refex Industries Limited,0,0
1195,REGENCERAM,Regency Ceramics Limited,0,0
1196,RELAXO,Relaxo Footwears Limited,0,0
1197,RELCAPITAL,Reliance Capital Limited,0,0
1198,RELIANCE,Reliance Industries Limited,0,0
1199,RELIGARE,Religare Enterprises Limited,0,0
1200,RELINFRA,Reliance Infrastructure Limited,0,0
1201,REMSONSIND,Remsons Industries Limited,0,0
1202,RENUKA,Shree Renuka Sugars Limited,0,0
1203,REPCOHOME,Repco Home Finance Limited,0,0
1204,REPRO,Repro India Limited,0,0
1205,RESPONIND,Responsive Industries Limited,0,0
1206,REVATHI,Revathi Equipment Limited,0,0
1207,RHFL,Reliance Home Finance Limited,0,0
1208,RICOAUTO,Rico Auto Industries Limited,0,0
1209,RIIL,Reliance Industrial Infrastructure Limited,0,0
1210,RITES,RITES Limited,0,0
1211,RJL,Renaissance Jewellery Limited,0,0
1212,RKDL,Ravi Kumar Distilleries Limited,0,0
1213,RKFORGE,Ramkrishna Forgings Limited,0,0
1214,RMCL,Radha Madhav Corporation Limited,0,0
1215,RML,Rane (Madras) Limited,0,0
1216,RNAM,Reliance Nippon Life Asset Management Limited,0,0
1217,RNAVAL,Reliance Naval and Engineering Limited,0,0
1218,ROHITFERRO,Rohit Ferro-Tech Limited,0,0
1219,ROHLTD,Royal Orchid Hotels Limited,0,0
1220,ROLLT,Rollatainers Limited,0,0
1221,ROLTA,Rolta India Limited,0,0
1222,ROSSELLIND,Rossell India Limited,0,0
1223,RPGLIFE,RPG Life Sciences Limited,0,0
1224,RPOWER,Reliance Power Limited,0,0
1225,RPPINFRA,R.P.P. Infra Projects Limited,0,0
1226,RSSOFTWARE,R. S. Software (India) Limited,0,0
1227,RSWM,RSWM Limited,0,0
1228,RSYSTEMS,R Systems International Limited,0,0
1229,RTNINFRA,RattanIndia Infrastructure Limited,0,0
1230,RTNPOWER,RattanIndia Power Limited,0,0
1231,RUBYMILLS,The Ruby Mills Limited,0,0
1232,RUCHINFRA,Ruchi Infrastructure Limited,0,0
1233,RUCHIRA,Ruchira Papers Limited,0,0
1234,RUCHISOYA,Ruchi Soya Industries Limited,0,0
1235,RUPA,Rupa & Company Limited,0,0
1236,RUSHIL,Rushil Decor Limited,0,0
1237,SABEVENTS,Sab Events & Governance Now Media Limited,0,0
1238,SABTN,Sri Adhikari Brothers Television Network Limited,0,0
1239,SADBHAV,Sadbhav Engineering Limited,0,0
1240,SADBHIN,Sadbhav Infrastructure Project Limited,0,0
1241,SAGCEM,Sagar Cements Limited,0,0
1242,SAIL,Steel Authority of India Limited,0,0
1243,SAKHTISUG,Sakthi Sugars Limited,0,0
1244,SAKSOFT,Saksoft Limited,0,0
1245,SAKUMA,Sakuma Exports Limited,0,0
1246,SALASAR,Salasar Techno Engineering Limited,0,0
1247,SALONA,Salona Cotspin Limited,0,0
1248,SALORAINTL,Salora International Limited,0,0
1249,SALSTEEL,S.A.L. Steel Limited,0,0
1250,SALZERELEC,Salzer Electronics Limited,0,0
1251,SAMBHAAV,Sambhaav Media Limited,0,0
1252,SANCO,Sanco Industries Limited,0,0
1253,SANDESH,The Sandesh Limited,0,0
1254,SANDHAR,Sandhar Technologies Limited,0,0
1255,SANGAMIND,Sangam (India) Limited,0,0
1256,SANGHIIND,Sanghi Industries Limited,0,0
1257,SANGHVIFOR,Sanghvi Forging and Engineering Limited,0,0
1258,SANGHVIMOV,Sanghvi Movers Limited,0,0
1259,SANOFI,Sanofi India Limited,0,0
1260,SANWARIA,Sanwaria Consumer Limited,0,0
1261,SARDAEN,Sarda Energy & Minerals Limited,0,0
1262,SAREGAMA,Saregama India Limited,0,0
1263,SARLAPOLY,Sarla Performance Fibers Limited,0,0
1264,SASKEN,Sasken Technologies Limited,0,0
1265,SASTASUNDR,Sastasundar Ventures Limited,0,0
1266,SATHAISPAT,Sathavahana Ispat Limited,0,0
1267,SATIN,Satin Creditcare Network Limited,0,0
1268,SBILIFE,SBI Life Insurance Company Limited,0,0
1269,SBIN,State Bank of India,0,0
1270,SCAPDVR,Stampede Capital Limited,0,0
1271,SCHAEFFLER,Schaeffler India Limited,0,0
1272,SCHAND,S Chand And Company Limited,0,0
1273,SCHNEIDER,Schneider Electric Infrastructure Limited,0,0
1274,SCI,Shipping Corporation Of India Limited,0,0
1275,SDBL,Som Distilleries & Breweries Limited,0,0
1276,SEAMECLTD,Seamec Limited,0,0
1277,SELAN,Selan Exploration Technology Limited,0,0
1278,SELMCL,SEL Manufacturing Company Limited,0,0
1279,SEPOWER,S.E. Power Limited,0,0
1280,SEQUENT,Sequent Scientific Limited,0,0
1281,SESHAPAPER,Seshasayee Paper and Boards Limited,0,0
1282,SETCO,Setco Automotive Limited,0,0
1283,SEZAL,Sezal Glass Limited,0,0
1284,SFL,Sheela Foam Limited,0,0
1285,SGFL,Shree Ganesh Forgings Limited,0,0
1286,SGL,STL Global Limited,0,0
1287,SHAHALLOYS,Shah Alloys Limited,0,0
1288,SHAKTIPUMP,Shakti Pumps (India) Limited,0,0
1289,SHALBY,Shalby Limited,0,0
1290,SHALPAINTS,Shalimar Paints Limited,0,0
1291,SHANKARA,Shankara Building Products Limited,0,0
1292,SHANTIGEAR,Shanthi Gears Limited,0,0
1293,SHARDACROP,Sharda Cropchem Limited,0,0
1294,SHARDAMOTR,Sharda Motor Industries Limited,0,0
1295,SHARONBIO,Sharon Bio-Medicine Limited,0,0
1296,SHEMAROO,Shemaroo Entertainment Limited,0,0
1297,SHILPAMED,Shilpa Medicare Limited,0,0
1298,SHILPI,Shilpi Cable Technologies Limited,0,0
1299,SHIRPUR-G,Shirpur Gold Refinery Limited,0,0
1300,SHIVAMAUTO,Shivam Autotech Limited,0,0
1301,SHIVAMILLS,Shiva Mills Limited,0,0
1302,SHIVATEX,Shiva Texyarn Limited,0,0
1303,SHK,S H Kelkar and Company Limited,0,0
1304,SHOPERSTOP,Shoppers Stop Limited,0,0
1305,SHREECEM,SHREE CEMENT LIMITED,0,0
1306,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,0,0
1307,SHREERAMA,Shree Rama Multi-Tech Limited,0,0
1308,SHREYANIND,Shreyans Industries Limited,0,0
1309,SHREYAS,Shreyas Shipping & Logistics Limited,0,0
1310,SHRIPISTON,Shriram Pistons & Rings Limited,0,0
1311,SHRIRAMCIT,Shriram City Union Finance Limited,0,0
1312,SHRIRAMEPC,Shriram EPC Limited,0,0
1313,SHYAMCENT,Shyam Century Ferrous Limited,0,0
1314,SHYAMTEL,Shyam Telecom Limited,0,0
1315,SICAGEN,Sicagen India Limited,0,0
1316,SICAL,Sical Logistics Limited,0,0
1317,SIEMENS,Siemens Limited,0,0
1318,SIGNET,Signet Industries Limited,0,0
1319,SIL,Standard Industries Limited,0,0
1320,SILINV,SIL Investments Limited,0,0
1321,SIMBHALS,Simbhaoli Sugars Limited,0,0
1322,SIMPLEX,Simplex Projects Limited,0,0
1323,SIMPLEXINF,Simplex Infrastructures Limited,0,0
1324,SINTEX,Sintex Industries Limited,0,0
1325,SIS,Security and Intelligence Services (India) Limited,0,0
1326,SITASHREE,Sita Shree Food Products Limited,0,0
1327,SITINET,Siti Networks Limited,0,0
1328,SIYSIL,Siyaram Silk Mills Limited,0,0
1329,SJVN,SJVN Limited,0,0
1330,SKFINDIA,SKF India Limited,0,0
1331,SKIL,SKIL Infrastructure Limited,0,0
1332,SKIPPER,Skipper Limited,0,0
1333,SKMEGGPROD,SKM Egg Products Export (India) Limited,0,0
1334,SMARTLINK,Smartlink Holdings Limited,0,0
1335,SMLISUZU,SML Isuzu Limited,0,0
1336,SMPL,Splendid Metal Products Limited,0,0
1337,SMSLIFE,SMS Lifesciences India Limited,0,0
1338,SMSPHARMA,SMS Pharmaceuticals Limited,0,0
1339,SNOWMAN,Snowman Logistics Limited,0,0
1340,SOBHA,Sobha Limited,0,0
1341,SOLARA,Solara Active Pharma Sciences Limited,0,0
1342,SOLARINDS,Solar Industries India Limited,0,0
1343,SOMANYCERA,Somany Ceramics Limited,0,0
1344,SOMATEX,Soma Textiles & Industries Limited,0,0
1345,SOMICONVEY,Somi Conveyor Beltings Limited,0,0
1346,SONATSOFTW,Sonata Software Limited,0,0
1347,SORILINFRA,SORIL Infra Resources Limited,0,0
1348,SOTL,Savita Oil Technologies Limited,0,0
1349,SOUTHBANK,The South Indian Bank Limited,0,0
1350,SPAL,S. P. Apparels Limited,0,0
1351,SPARC,Sun Pharma Advanced Research Company Limited,0,0
1352,SPECIALITY,Speciality Restaurants Limited,0,0
1353,SPENTEX,Spentex Industries Limited,0,0
1354,SPIC,Southern Petrochemicals Industries Corporation  Limited,0,0
1355,SPICEMOBI,Spice Mobility Limited,0,0
1356,SPLIL,SPL Industries Limited,0,0
1357,SPMLINFRA,SPML Infra Limited,0,0
1358,SPTL,Sintex Plastics Technology Limited,0,0
1359,SPYL,Shekhawati Poly-Yarn Limited,0,0
1360,SQSBFSI,SQS India BFSI Limited,0,0
1361,SREEL,Sreeleathers Limited,0,0
1362,SREINFRA,SREI Infrastructure Finance Limited,0,0
1363,SRF,SRF Limited,0,0
1364,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,0,0
1365,SRIPIPES,Srikalahasthi Pipes Limited,0,0
1366,SRSLTD,SRS Limited,0,0
1367,SRTRANSFIN,Shriram Transport Finance Company Limited,0,0
1368,SSWL,Steel Strips Wheels Limited,0,0
1369,STAMPEDE,Stampede Capital Limited,0,0
1370,STAR,Strides Shasun Limited,0,0
1371,STARCEMENT,Star Cement Limited,0,0
1372,STARPAPER,Star Paper Mills Limited,0,0
1373,STCINDIA,The State Trading Corporation of India Limited,0,0
1374,STEELXIND,STEEL EXCHANGE INDIA LIMITED,0,0
1375,STEL,Stel Holdings Limited,0,0
1376,STERTOOLS,Sterling Tools Limited,0,0
1377,STINDIA,STI India Limited,0,0
1378,STRTECH,Sterlite Technologies Limited,0,0
1379,SUBCAPCITY,International Constructions Limited,0,0
1380,SUBEX,Subex Limited,0,0
1381,SUBROS,Subros Limited,0,0
1382,SUDARSCHEM,Sudarshan Chemical Industries Limited,0,0
1383,SUJANAUNI,Sujana Universal Industries Limited,0,0
1384,SUMEETINDS,Sumeet Industries Limited,0,0
1385,SUMMITSEC,Summit Securities Limited,0,0
1386,SUNCLAYLTD,Sundaram Clayton Limited,0,0
1387,SUNDARAM,Sundaram Multi Pap Limited,0,0
1388,SUNDARMFIN,Sundaram Finance Limited,0,0
1389,SUNDARMHLD,Sundaram Finance Holdings Limited,0,0
1390,SUNDRMBRAK,Sundaram Brake Linings Limited,0,0
1391,SUNDRMFAST,Sundram Fasteners Limited,0,0
1392,SUNFLAG,Sunflag Iron And Steel Company Limited,0,0
1393,SUNILHITEC,Sunil Hitech Engineers Limited,0,0
1394,SUNPHARMA,Sun Pharmaceutical Industries Limited,0,0
1395,SUNTECK,Sunteck Realty Limited,0,0
1396,SUNTV,Sun TV Network Limited,0,0
1397,SUPERHOUSE,Superhouse Limited,0,0
1398,SUPERSPIN,Super Spinning Mills Limited,0,0
1399,SUPPETRO,Supreme Petrochem Limited,0,0
1400,SUPRAJIT,Suprajit Engineering Limited,0,0
1401,SUPREMEIND,Supreme Industries Limited,0,0
1402,SUPREMEINF,Supreme Infrastructure India Limited,0,0
1403,SUPREMETEX,Supreme Tex Mart Limited,0,0
1404,SURANACORP,Surana Corporation Limited,0,0
1405,SURANAIND,Surana Industries Limited,0,0
1406,SURANASOL,Surana Solar Limited,0,0
1407,SURANAT&P,Surana Telecom and Power Limited,0,0
1408,SURYALAXMI,Suryalakshmi Cotton Mills Limited,0,0
1409,SURYAROSNI,Surya Roshni Limited,0,0
1410,SUTLEJTEX,Sutlej Textiles and Industries Limited,0,0
1411,SUVEN,Suven Life Sciences Limited,0,0
1412,SUZLON,Suzlon Energy Limited,0,0
1413,SWANENERGY,Swan Energy Limited,0,0
1414,SWARAJENG,Swaraj Engines Limited,0,0
1415,SWELECTES,Swelect Energy Systems Limited,0,0
1416,SYMPHONY,Symphony Limited,0,0
1417,SYNCOM,Syncom Healthcare Limited,0,0
1418,SYNDIBANK,Syndicate Bank,0,0
1419,SYNGENE,Syngene International Limited,0,0
1420,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,0,0
1421,TAJGVK,Taj GVK Hotels & Resorts Limited,0,0
1422,TAKE,Take Solutions Limited,0,0
1423,TALBROAUTO,Talbros Automotive Components Limited,0,0
1424,TALWALKARS,Talwalkars Better Value Fitness Limited,0,0
1425,TALWGYM,Talwalkars Lifestyles Limited,0,0
1426,TANLA,Tanla Solutions Limited,0,0
1427,TANTIACONS,Tantia Constructions Limited,0,0
1428,TARAJEWELS,Tara Jewels Limited,0,0
1429,TARAPUR,Tarapur Transformers Limited,0,0
1430,TARMAT,Tarmat Limited,0,0
1431,TASTYBITE,Tasty Bite Eatables Limited,0,0
1432,TATACHEM,Tata Chemicals Limited,0,0
1433,TATACOFFEE,Tata Coffee Limited,0,0
1434,TATACOMM,Tata Communications Limited,0,0
1435,TATAELXSI,Tata Elxsi Limited,0,0
1436,TATAGLOBAL,Tata Global Beverages Limited,0,0
1437,TATAINVEST,Tata Investment Corporation Limited,0,0
1438,TATAMETALI,Tata Metaliks Limited,0,0
1439,TATAMOTORS,Tata Motors Limited,0,0
1440,TATAMTRDVR,Tata Motors Limited,0,0
1441,TATAPOWER,Tata Power Company Limited,0,0
1442,TATASPONGE,Tata Sponge Iron Limited,0,0
1443,TATASTEEL,Tata Steel Limited,0,0
1444,TBZ,Tribhovandas Bhimji Zaveri Limited,0,0
1445,TCI,Transport Corporation of India Limited,0,0
1446,TCIDEVELOP,TCI Developers Limited,0,0
1447,TCIEXP,TCI Express Limited,0,0
1448,TCIFINANCE,TCI Finance Limited,0,0
1449,TCPLPACK,TCPL Packaging Limited,0,0
1450,TCS,Tata Consultancy Services Limited,0,0
1451,TDPOWERSYS,TD Power Systems Limited,0,0
1452,TEAMLEASE,Teamlease Services Limited,0,0
1453,TECHIN,Techindia Nirman Limited,0,0
1454,TECHM,Tech Mahindra Limited,0,0
1455,TECHNO,Techno Electric & Engineering Company Limited,0,0
1456,TECHNOFAB,Technofab Engineering Limited,0,0
1457,TEJASNET,Tejas Networks Limited,0,0
1458,TERASOFT,Tera Software Limited,0,0
1459,TEXINFRA,Texmaco Infrastructure & Holdings Limited,0,0
1460,TEXMOPIPES,Texmo Pipes and Products Limited,0,0
1461,TEXRAIL,Texmaco Rail & Engineering Limited,0,0
1462,TFCILTD,Tourism Finance Corporation of India Limited,0,0
1463,TFL,Transwarranty Finance Limited,0,0
1464,TGBHOTELS,TGB Banquets And Hotels Limited,0,0
1465,THANGAMAYL,Thangamayil Jewellery Limited,0,0
1466,THEINVEST,The Investment Trust Of India Limited,0,0
1467,THEMISMED,Themis Medicare Limited,0,0
1468,THERMAX,Thermax Limited,0,0
1469,THIRUSUGAR,Thiru Arooran Sugars Limited,0,0
1470,THOMASCOOK,Thomas Cook  (India)  Limited,0,0
1471,THOMASCOTT,Thomas Scott (India) Limited,0,0
1472,THYROCARE,Thyrocare Technologies Limited,0,0
1473,TI,Tilaknagar Industries Limited,0,0
1474,TIDEWATER,Tide Water Oil Company (India) Limited,0,0
1475,TIFIN,TI Financial Holdings Limited,0,0
1476,TIIL,Technocraft Industries (India) Limited,0,0
1477,TIINDIA,Tube Investments of India Limited,0,0
1478,TIJARIA,Tijaria Polypipes Limited,0,0
1479,TIL,TIL Limited,0,0
1480,TIMESGTY,Times Guaranty Limited,0,0
1481,TIMETECHNO,Time Technoplast Limited,0,0
1482,TIMKEN,Timken India Limited,0,0
1483,TINPLATE,The Tinplate Company of India Limited,0,0
1484,TIPSINDLTD,TIPS Industries Limited,0,0
1485,TIRUMALCHM,Thirumalai Chemicals Limited,0,0
1486,TITAN,Titan Company Limited,0,0
1487,TMRVL,The Mandhana Retail Ventures Limited,0,0
1488,TNPETRO,Tamilnadu PetroProducts Limited,0,0
1489,TNPL,Tamil Nadu Newsprint & Papers Limited,0,0
1490,TNTELE,Tamilnadu Telecommunication Limited,0,0
1491,TODAYS,Todays Writing Instruments Limited,0,0
1492,TOKYOPLAST,Tokyo Plast International Limited,0,0
1493,TORNTPHARM,Torrent Pharmaceuticals Limited,0,0
1494,TORNTPOWER,Torrent Power Limited,0,0
1495,TPLPLASTEH,TPL Plastech Limited,0,0
1496,TREEHOUSE,Tree House Education & Accessories Limited,0,0
1497,TRENT,Trent Limited,0,0
1498,TRF,TRF Limited,0,0
1499,TRIDENT,Trident Limited,0,0
1500,TRIGYN,Trigyn Technologies Limited,0,0
1501,TRIL,Transformers And Rectifiers (India) Limited,0,0
1502,TRITURBINE,Triveni Turbine Limited,0,0
1503,TRIVENI,Triveni Engineering & Industries Limited,0,0
1504,TTKHLTCARE,TTK Healthcare Limited,0,0
1505,TTKPRESTIG,TTK Prestige Limited,0,0
1506,TTL,T T Limited,0,0
1507,TTML,Tata Teleservices (Maharashtra) Limited,0,0
1508,TULSI,Tulsi Extrusions Limited,0,0
1509,TV18BRDCST,TV18 Broadcast Limited,0,0
1510,TVSELECT,TVS Electronics Limited,0,0
1511,TVSMOTOR,TVS Motor Company Limited,0,0
1512,TVSSRICHAK,TVS Srichakra Limited,0,0
1513,TVTODAY,TV Today Network Limited,0,0
1514,TVVISION,TV Vision Limited,0,0
1515,TWL,Titagarh Wagons Limited,0,0
1516,UBL,United Breweries Limited,0,0
1517,UCALFUEL,Ucal Fuel Systems Limited,0,0
1518,UCOBANK,UCO Bank,0,0
1519,UFLEX,UFLEX Limited,0,0
1520,UFO,UFO Moviez India Limited,0,0
1521,UGARSUGAR,The Ugar Sugar Works Limited,0,0
1522,UJAAS,Ujaas Energy Limited,0,0
1523,UJJIVAN,Ujjivan Financial Services Limited,0,0
1524,ULTRACEMCO,UltraTech Cement Limited,0,0
1525,UMANGDAIRY,Umang Dairies Limited,0,0
1526,UMESLTD,Usha Martin Education & Solutions Limited,0,0
1527,UNICHEMLAB,Unichem Laboratories Limited,0,0
1528,UNIENTER,Uniphos Enterprises Limited,0,0
1529,UNIONBANK,Union Bank of India,0,0
1530,UNIPLY,Uniply Industries Limited,0,0
1531,UNITECH,Unitech Limited,0,0
1532,UNITEDBNK,United Bank of India,0,0
1533,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,0,0
1534,UNITY,Unity Infraprojects Limited,0,0
1535,UNIVCABLES,Universal Cables Limited,0,0
1536,UPL,UPL Limited,0,0
1537,URJA,Urja Global Limited,0,0
1538,USHAMART,Usha Martin Limited,0,0
1539,USHERAGRO,Usher Agro Limited,0,0
1540,UTTAMSTL,Uttam Galva Steels Limited,0,0
1541,UTTAMSUGAR,Uttam Sugar Mills Limited,0,0
1542,UVSL,Uttam Value Steels Limited,0,0
1543,V2RETAIL,V2 Retail Limited,0,0
1544,VADILALIND,Vadilal Industries Limited,0,0
1545,VAIBHAVGBL,Vaibhav Global Limited,0,0
1546,VAKRANGEE,Vakrangee Limited,0,0
1547,VARDHACRLC,Vardhman Acrylics Limited,0,0
1548,VARDMNPOLY,Vardhman Polytex Limited,0,0
1549,VARROC,Varroc Engineering Limited,0,0
1550,VASCONEQ,Vascon Engineers Limited,0,0
1551,VASWANI,Vaswani Industries Limited,0,0
1552,VBL,Varun Beverages Limited,0,0
1553,VEDL,Vedanta Limited,0,0
1554,VENKEYS,Venky's (India) Limited,0,0
1555,VENUSREM,Venus Remedies Limited,0,0
1556,VESUVIUS,Vesuvius India Limited,0,0
1557,VETO,Veto Switchgears And Cables Limited,0,0
1558,VGUARD,V-Guard Industries Limited,0,0
1559,VHL,Vardhman Holdings Limited,0,0
1560,VICEROY,Viceroy Hotels Limited,0,0
1561,VIDEOIND,Videocon Industries Limited,0,0
1562,VIDHIING,Vidhi Specialty Food Ingredients Limited,0,0
1563,VIJAYABANK,Vijaya Bank,0,0
1564,VIJIFIN,Viji Finance Limited,0,0
1565,VIJSHAN,Vijay Shanthi Builders Limited,0,0
1566,VIKASECO,Vikas EcoTech Limited,0,0
1567,VIMALOIL,Vimal Oil & Foods Limited,0,0
1568,VIMTALABS,Vimta Labs Limited,0,0
1569,VINATIORGA,Vinati Organics Limited,0,0
1570,VINDHYATEL,Vindhya Telelinks Limited,0,0
1571,VINYLINDIA,Vinyl Chemicals (India) Limited,0,0
1572,VIPCLOTHNG,VIP Clothing Limited,0,0
1573,VIPIND,VIP Industries Limited,0,0
1574,VIPULLTD,Vipul Limited,0,0
1575,VISAKAIND,Visaka Industries Limited,0,0
1576,VISASTEEL,Visa Steel Limited,0,0
1577,VISESHINFO,Visesh Infotecnics Limited,0,0
