,SYMBOL,NAME,INDFLAG,FO_FLAG
533,GRINDWELL,Grindwell Norton Limited,0,0
534,GROBTEA,The Grob Tea Company Limited,0,0
535,GRPLTD,GRP Limited,0,0
536,GRUH,Gruh Finance Limited,0,0
537,GSCLCEMENT,Gujarat Sidhee Cement Limited,0,0
538,GSFC,Gujarat State Fertilizers & Chemicals Limited,0,0
539,GSKCONS,GlaxoSmithKline Consumer Healthcare Limited,0,0
540,GSPL,Gujarat State Petronet Limited,0,0
541,GSS,GSS Infotech Limited,0,0
542,GTL,GTL Limited,0,0
543,GTLINFRA,GTL Infrastructure Limited,0,0
544,GTNIND,GTN Industries Limited,0,0
545,GTNTEX,GTN Textiles Limited,0,0
546,GTPL,GTPL Hathway Limited,0,0
547,GUFICBIO,Gufic Biosciences Limited,0,0
548,GUJALKALI,Gujarat Alkalies and Chemicals Limited,0,0
549,GUJAPOLLO,Gujarat Apollo Industries Limited,0,0
550,GUJFLUORO,Gujarat Fluorochemicals Limited,0,0
551,GUJGASLTD,Gujarat Gas Limited,0,0
552,GUJRAFFIA,Gujarat Raffia Industries Limited,0,0
553,GULFOILLUB,Gulf Oil Lubricants India Limited,0,0
554,GULFPETRO,GP Petroleums Limited,0,0
555,GULPOLY,Gulshan Polyols Limited,0,0
556,GVKPIL,GVK Power & Infrastructure Limited,0,0
557,HAL,Hindustan Aeronautics Limited,0,0
558,HANUNG,Hanung Toys and Textiles Limited,0,0
559,HARITASEAT,Harita Seating Systems Limited,0,0
560,HARRMALAYA,Harrisons  Malayalam Limited,0,0
561,HATHWAY,Hathway Cable & Datacom Limited,0,0
562,HATSUN,Hatsun Agro Product Limited,0,0
563,HAVELLS,Havells India Limited,0,0
564,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,0,0
565,HBLPOWER,HBL Power Systems Limited,0,0
566,HBSL,HB Stockholdings Limited,0,0
567,HCC,Hindustan Construction Company Limited,0,0
568,HCG,Healthcare Global Enterprises Limited,0,0
569,HCL-INSYS,HCL Infosystems Limited,0,0
570,HCLTECH,HCL Technologies Limited,0,0
571,HDFC,Housing Development Finance Corporation Limited,0,0
572,HDFCBANK,HDFC Bank Limited,0,0
573,HDFCLIFE,HDFC Standard Life Insurance Company Limited,0,0
574,HDIL,Housing Development and Infrastructure Limited,0,0
575,HEG,HEG Limited,0,0
576,HEIDELBERG,HeidelbergCement India Limited,0,0
577,HERCULES,Hercules Hoists Limited,0,0
578,HERITGFOOD,Heritage Foods Limited,0,0
579,HEROMOTOCO,Hero MotoCorp Limited,0,0
580,HESTERBIO,Hester Biosciences Limited,0,0
581,HEXATRADEX,Hexa Tradex Limited,0,0
582,HEXAWARE,Hexaware Technologies Limited,0,0
583,HFCL,Himachal Futuristic Communications Limited,0,0
584,HGINFRA,H.G. Infra Engineering Limited,0,0
585,HGS,Hinduja Global Solutions Limited,0,0
586,HIGHGROUND,High Ground Enterprise Limited,0,0
587,HIKAL,Hikal Limited,0,0
588,HIL,HIL Limited,0,0
589,HILTON,Hilton Metal Forging Limited,0,0
590,HIMATSEIDE,Himatsingka Seide Limited,0,0
591,HINDALCO,Hindalco Industries Limited,0,0
592,HINDCOMPOS,Hindustan Composites Limited,0,0
593,HINDCOPPER,Hindustan Copper Limited,0,0
594,HINDMOTORS,Hindustan Motors Limited,0,0
595,HINDNATGLS,Hindusthan National Glass & Industries Limited,0,0
596,HINDOILEXP,Hindustan Oil Exploration Company Limited,0,0
597,HINDPETRO,Hindustan Petroleum Corporation Limited,0,0
598,HINDSYNTEX,Hind Syntex Limited,0,0
599,HINDUJAVEN,Hinduja Ventures Limited,0,0
600,HINDUNILVR,Hindustan Unilever Limited,0,0
601,HINDZINC,Hindustan Zinc Limited,0,0
602,HIRECT,Hind Rectifiers Limited,0,0
603,HISARMETAL,Hisar Metal Industries Limited,0,0
604,HITECH,Hi-Tech Pipes Limited,0,0
605,HITECHCORP,Hitech Corporation Limited,0,0
606,HITECHGEAR,The Hi-Tech Gears Limited,0,0
607,HMT,HMT Limited,0,0
608,HMVL,Hindustan Media Ventures Limited,0,0
609,HONAUT,Honeywell Automation India Limited,0,0
610,HONDAPOWER,Honda Siel Power Products Limited,0,0
611,HOTELEELA,Hotel Leela Venture Limited,0,0
612,HOTELRUGBY,Hotel Rugby Limited,0,0
613,HOVS,HOV Services Limited,0,0
614,HPL,HPL Electric & Power Limited,0,0
615,HSCL,Himadri Speciality Chemical Limited,0,0
616,HSIL,HSIL Limited,0,0
617,HTMEDIA,HT Media Limited,0,0
618,HUBTOWN,Hubtown Limited,0,0
619,HUDCO,Housing & Urban Development Corporation Limited,0,0
620,IBREALEST,Indiabulls Real Estate Limited,0,0
621,IBULHSGFIN,Indiabulls Housing Finance Limited,0,0
622,IBULISL,Indiabulls Integrated Services Limited,0,0
623,IBVENTURES,Indiabulls Ventures Limited,0,0
624,ICICIBANK,ICICI Bank Limited,0,0
625,ICICIGI,ICICI Lombard General Insurance Company Limited,0,0
626,ICICIPRULI,ICICI Prudential Life Insurance Company Limited,0,0
627,ICIL,Indo Count Industries Limited,0,0
628,ICRA,ICRA Limited,0,0
629,ICSA,ICSA (India) Limited,0,0
630,IDBI,IDBI Bank Limited,0,0
631,IDEA,Idea Cellular Limited,0,0
632,IDFC,IDFC Limited,0,0
633,IDFCBANK,IDFC Bank Limited,0,0
634,IEX,Indian Energy Exchange Limited,0,0
635,IFBAGRO,IFB Agro Industries Limited,0,0
636,IFBIND,IFB Industries Limited,0,0
637,IFCI,IFCI Limited,0,0
638,IFGLEXPOR,IFGL Refractories Limited,0,0
639,IGARASHI,Igarashi Motors India Limited,0,0
640,IGL,Indraprastha Gas Limited,0,0
641,IGPL,IG Petrochemicals Limited,0,0
642,IIFL,IIFL Holdings Limited,0,0
643,IITL,Industrial Investment Trust Limited,0,0
644,IL&FSENGG,IL&FS Engineering and Construction Company Limited,0,0
645,IL&FSTRANS,IL&FS Transportation Networks Limited,0,0
646,IMFA,Indian Metals & Ferro Alloys Limited,0,0
647,IMPAL,India Motor Parts and Accessories Limited,0,0
648,IMPEXFERRO,Impex Ferro Tech Limited,0,0
649,INDBANK,Indbank Merchant Banking Services Limited,0,0
650,INDHOTEL,The Indian Hotels Company Limited,0,0
651,INDIACEM,The India Cements Limited,0,0
652,INDIAGLYCO,India Glycols Limited,0,0
653,INDIANB,Indian Bank,0,0
654,INDIANCARD,Indian Card Clothing Company Limited,0,0
655,INDIANHUME,Indian Hume Pipe Company Limited,0,0
656,INDIGO,InterGlobe Aviation Limited,0,0
657,INDLMETER,IMP Powers Limited,0,0
658,INDNIPPON,India Nippon Electricals Limited,0,0
659,INDOCO,Indoco Remedies Limited,0,0
660,INDORAMA,Indo Rama Synthetics (India) Limited,0,0
661,INDOSOLAR,Indosolar Limited,0,0
662,INDOSTAR,IndoStar Capital Finance Limited,0,0
663,INDOTECH,Indo Tech Transformers Limited,0,0
664,INDOTHAI,Indo Thai Securities Limited,0,0
665,INDOWIND,Indowind Energy Limited,0,0
666,INDRAMEDCO,Indraprastha Medical Corporation Limited,0,0
667,INDSWFTLAB,Ind-Swift Laboratories Limited,0,0
668,INDSWFTLTD,Ind-Swift Limited,0,0
669,INDTERRAIN,Indian Terrain Fashions Limited,0,0
670,INDUSINDBK,IndusInd Bank Limited,0,0
671,INEOSSTYRO,INEOS Styrolution India Limited,0,0
672,INFIBEAM,Infibeam Incorporation Limited,0,0
673,INFINITE,Infinite Computer Solutions (India) Limited,0,0
674,INFRATEL,Bharti Infratel Limited,0,0
675,INFY,Infosys Limited,0,0
676,INGERRAND,Ingersoll Rand (India) Limited,0,0
677,INOXLEISUR,INOX Leisure Limited,0,0
678,INOXWIND,Inox Wind Limited,0,0
679,INSECTICID,Insecticides (India) Limited,0,0
680,INTEGRA,Integra Garments and Textiles Limited,0,0
681,INTELLECT,Intellect Design Arena Limited,0,0
682,INTENTECH,Intense Technologies Limited,0,0
683,INVENTURE,Inventure Growth & Securities Limited,0,0
684,IOB,Indian Overseas Bank,0,0
685,IOC,Indian Oil Corporation Limited,0,0
686,IOLCP,IOL Chemicals and Pharmaceuticals Limited,0,0
687,IPAPPM,International Paper APPM Limited,0,0
688,IPCALAB,IPCA Laboratories Limited,0,0
689,IRB,IRB Infrastructure Developers Limited,0,0
690,ISEC,ICICI Securities Limited,0,0
691,ISFT,Intrasoft Technologies Limited,0,0
692,ISMTLTD,ISMT Limited,0,0
693,ITC,ITC Limited,0,0
694,ITDC,India Tourism Development Corporation Limited,0,0
695,ITDCEM,ITD Cementation India Limited,0,0
696,ITI,ITI Limited,0,0
697,IVC,IL&FS Investment Managers Limited,0,0
698,IVP,IVP Limited,0,0
699,IVRCLINFRA,IVRCL Limited,0,0
700,IZMO,IZMO Limited,0,0
701,J&KBANK,The Jammu & Kashmir Bank Limited,0,0
702,JAGRAN,Jagran Prakashan Limited,0,0
703,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,0,0
704,JAIBALAJI,Jai Balaji Industries Limited,0,0
705,JAICORPLTD,Jai Corp Limited,0,0
706,JAIHINDPRO,Jaihind Projects Limited,0,0
707,JAINSTUDIO,Jain Studios Limited,0,0
708,JAMNAAUTO,Jamna Auto Industries Limited,0,0
709,JAYAGROGN,Jayant Agro Organics Limited,0,0
710,JAYBARMARU,Jay Bharat Maruti Limited,0,0
711,JAYNECOIND,Jayaswal Neco Industries Limited,0,0
712,JAYSREETEA,Jayshree Tea & Industries Limited,0,0
713,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,0,0
714,JBFIND,JBF Industries Limited,0,0
715,JBMA,JBM Auto Limited,0,0
716,JCHAC,Johnson Controls  Hitachi Air Conditioning India Limited,0,0
717,JETAIRWAYS,Jet Airways (India) Limited,0,0
718,JHS,JHS Svendgaard Laboratories Limited,0,0
719,JIKIND,JIK Industries Limited,0,0
720,JINDALPHOT,Jindal Photo Limited,0,0
721,JINDALPOLY,Jindal Poly Films Limited,0,0
722,JINDALSAW,Jindal Saw Limited,0,0
723,JINDALSTEL,Jindal Steel & Power Limited,0,0
724,JINDCOT,Jindal Cotex Limited,0,0
725,JINDRILL,Jindal Drilling And Industries Limited,0,0
726,JINDWORLD,Jindal Worldwide Limited,0,0
727,JISLDVREQS,Jain Irrigation Systems Limited,0,0
728,JISLJALEQS,Jain Irrigation Systems Limited,0,0
729,JITFINFRA,JITF Infralogistics Limited,0,0
730,JKCEMENT,JK Cement Limited,0,0
731,JKIL,J.Kumar Infraprojects Limited,0,0
732,JKLAKSHMI,JK Lakshmi Cement Limited,0,0
733,JKPAPER,JK Paper Limited,0,0
734,JKTYRE,JK Tyre & Industries Limited,0,0
735,JMA,Jullundur Motor Agency (Delhi) Limited,0,0
736,JMCPROJECT,JMC Projects (India)  Limited,0,0
737,JMFINANCIL,JM Financial Limited,0,0
738,JMTAUTOLTD,JMT Auto Limited,0,0
739,JOCIL,Jocil Limited,0,0
740,JPASSOCIAT,Jaiprakash Associates Limited,0,0
741,JPINFRATEC,Jaypee Infratech Limited,0,0
742,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,0,0
743,JPPOWER,Jaiprakash Power Ventures Limited,0,0
744,JSL,Jindal Stainless Limited,0,0
745,JSLHISAR,Jindal Stainless (Hisar) Limited,0,0
746,JSWENERGY,JSW Energy Limited,0,0
747,JSWHL,JSW Holdings Limited,0,0
748,JSWSTEEL,JSW Steel Limited,0,0
749,JTEKTINDIA,Jtekt India Limited,0,0
750,JUBILANT,Jubilant Life Sciences Limited,0,0
751,JUBLFOOD,Jubilant Foodworks Limited,0,0
752,JUBLINDS,Jubilant Industries Limited,0,0
753,JUSTDIAL,Just Dial Limited,0,0
754,JVLAGRO,JVL Agro Industries Limited,0,0
755,JYOTHYLAB,Jyothy Laboratories Limited,0,0
756,JYOTISTRUC,Jyoti Structures Limited,0,0
757,KABRAEXTRU,Kabra Extrusion Technik Limited,0,0
758,KAJARIACER,Kajaria Ceramics Limited,0,0
759,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,0,0
760,KALPATPOWR,Kalpataru Power Transmission Limited,0,0
761,KALYANI,Kalyani Commercials Limited,0,0
762,KALYANIFRG,Kalyani Forge Limited,0,0
763,KAMATHOTEL,Kamat Hotels (I) Limited,0,0
764,KAMDHENU,Kamdhenu Limited,0,0
765,KANANIIND,Kanani Industries Limited,0,0
766,KANORICHEM,Kanoria Chemicals & Industries Limited,0,0
767,KANSAINER,Kansai Nerolac Paints Limited,0,0
768,KARDA,Karda Constructions Limited,0,0
769,KARMAENG,Karma Energy Limited,0,0
770,KARURVYSYA,Karur Vysya Bank Limited,0,0
771,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,0,0
772,KAVVERITEL,Kavveri Telecom Products Limited,0,0
773,KAYA,Kaya Limited,0,0
774,KCP,KCP Limited,0,0
775,KCPSUGIND,KCP Sugar and Industries Corporation Limited,0,0
776,KDDL,KDDL Limited,0,0
777,KEC,KEC International Limited,0,0
778,KECL,Kirloskar Electric Company Limited,0,0
779,KEI,KEI Industries Limited,0,0
780,KELLTONTEC,Kellton Tech Solutions Limited,0,0
781,KERNEX,Kernex Microsystems (India) Limited,0,0
782,KESARENT,Kesar Enterprises Limited,0,0
783,KESORAMIND,Kesoram Industries Limited,0,0
784,KEYCORPSER,Keynote Corporate Services Limited,0,0
785,KGL,Karuturi Global Limited,0,0
786,KHADIM,Khadim India Limited,0,0
787,KHAITANELE,Khaitan Electricals Limited,0,0
788,KHAITANLTD,Khaitan (India) Limited,0,0
789,KHANDSE,Khandwala Securities Limited,0,0
790,KICL,Kalyani Investment Company Limited,0,0
791,KILITCH,Kilitch Drugs (India) Limited,0,0
792,KINGFA,Kingfa Science & Technology (India) Limited,0,0
793,KIOCL,KIOCL Limited,0,0
794,KIRIINDUS,Kiri Industries Limited,0,0
795,KIRLOSBROS,Kirloskar Brothers Limited,0,0
796,KIRLOSENG,Kirloskar Oil Engines Limited,0,0
797,KIRLOSIND,Kirloskar Industries Limited,0,0
798,KITEX,Kitex Garments Limited,0,0
799,KKCL,Kewal Kiran Clothing Limited,0,0
800,KMSUGAR,K.M.Sugar Mills Limited,0,0
801,KNRCON,KNR Constructions Limited,0,0
802,KOHINOOR,Kohinoor Foods Limited,0,0
803,KOKUYOCMLN,Kokuyo Camlin Limited,0,0
804,KOLTEPATIL,Kolte - Patil Developers Limited,0,0
805,KOPRAN,Kopran Limited,0,0
806,KOTAKBANK,Kotak Mahindra Bank Limited,0,0
807,KOTARISUG,Kothari Sugars And Chemicals Limited,0,0
808,KOTHARIPET,Kothari Petrochemicals Limited,0,0
809,KOTHARIPRO,Kothari Products Limited,0,0
810,KPIT,KPIT Technologies Limited,0,0
811,KPRMILL,K.P.R. Mill Limited,0,0
812,KRBL,KRBL Limited,0,0
813,KREBSBIO,Krebs Biochemicals and Industries Limited,0,0
814,KRIDHANINF,Kridhan Infra Limited,0,0
815,KSBPUMPS,KSB Pumps Limited,0,0
816,KSCL,Kaveri Seed Company Limited,0,0
817,KSERASERA,KSS Limited,0,0
818,KSK,KSK Energy Ventures Limited,0,0
819,KSL,Kalyani Steels Limited,0,0
820,KTIL,Kesar Terminals & Infrastructure Limited,0,0
821,KTKBANK,The Karnataka Bank Limited,0,0
822,KWALITY,kwality limited,0,0
823,L&TFH,L&T Finance Holdings Limited,0,0
824,LAKPRE,Lakshmi Precision Screws Limited,0,0
825,LAKSHMIEFL,Lakshmi Energy and Foods Limited,0,0
826,LAKSHVILAS,Lakshmi Vilas Bank Limited,0,0
827,LALPATHLAB,Dr. Lal Path Labs Ltd.,0,0
828,LAMBODHARA,Lambodhara Textiles Limited,0,0
829,LAOPALA,La Opala RG Limited,0,0
830,LASA,Lasa Supergenerics Limited,0,0
831,LAURUSLABS,Laurus Labs Limited,0,0
832,LAXMIMACH,Lakshmi Machine Works Limited,0,0
833,LEEL,LEEL Electricals Limited,0,0
834,LEMONTREE,Lemon Tree Hotels Limited,0,0
835,LFIC,Lakshmi Finance & Industrial Corporation Limited,0,0
836,LGBBROSLTD,LG Balakrishnan & Bros Limited,0,0
837,LGBFORGE,LGB Forge Limited,0,0
838,LIBERTSHOE,Liberty Shoes Limited,0,0
839,LICHSGFIN,LIC Housing Finance Limited,0,0
840,LINCOLN,Lincoln Pharmaceuticals Limited,0,0
841,LINCPEN,Linc Pen & Plastics Limited,0,0
842,LINDEINDIA,Linde India Limited,0,0
843,LITL,Lanco Infratech Limited,0,0
844,LOKESHMACH,Lokesh Machines Limited,0,0
845,LOTUSEYE,Lotus Eye Hospital and Institute Limited,0,0
846,LOVABLE,Lovable Lingerie Limited,0,0
847,LPDC,Landmark Property Development Company Limited,0,0
848,LSIL,Lloyds Steels Industries Limited,0,0
849,LT,Larsen & Toubro Limited,0,0
850,LTI,Larsen & Toubro Infotech Limited,0,0
851,LTTS,L&T Technology Services Limited,0,0
852,LUMAXIND,Lumax Industries Limited,0,0
853,LUMAXTECH,Lumax Auto Technologies Limited,0,0
854,LUPIN,Lupin Limited,0,0
855,LUXIND,Lux Industries Limited,0,0
856,LYCOS,Lycos Internet Limited,0,0
857,LYKALABS,Lyka Labs Limited,0,0
858,LYPSAGEMS,Lypsa Gems & Jewellery Limited,0,0
859,M&M,Mahindra & Mahindra Limited,0,0
860,M&MFIN,Mahindra & Mahindra Financial Services Limited,0,0
861,MAANALU,Maan Aluminium Limited,0,0
862,MADHAV,Madhav Marbles and Granites Limited,0,0
863,MADHUCON,Madhucon Projects Limited,0,0
864,MADRASFERT,Madras Fertilizers Limited,0,0
865,MAGADSUGAR,Magadh Sugar & Energy Limited,0,0
866,MAGMA,Magma Fincorp Limited,0,0
867,MAGNUM,Magnum Ventures Limited,0,0
868,MAHABANK,Bank of Maharashtra,0,0
869,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,0,0
870,MAHASTEEL,Mahamaya Steel Industries Limited,0,0
871,MAHINDCIE,Mahindra CIE Automotive Limited,0,0
872,MAHLIFE,Mahindra Lifespace Developers Limited,0,0
873,MAHLOG,Mahindra Logistics Limited,0,0
874,MAHSCOOTER,Maharashtra Scooters Limited,0,0
875,MAHSEAMLES,Maharashtra Seamless Limited,0,0
876,MAITHANALL,Maithan Alloys Limited,0,0
877,MAJESCO,Majesco Limited,0,0
878,MALUPAPER,Malu Paper Mills Limited,0,0
879,MANAKALUCO,Manaksia Aluminium Company Limited,0,0
880,MANAKCOAT,Manaksia Coated Metals & Industries Limited,0,0
881,MANAKSIA,Manaksia Limited,0,0
882,MANAKSTEEL,Manaksia Steels Limited,0,0
883,MANALIPETC,Manali Petrochemicals Limited,0,0
884,MANAPPURAM,Manappuram Finance Limited,0,0
885,MANDHANA,Mandhana Industries Limited,0,0
886,MANGALAM,Mangalam Drugs And Organics Limited,0,0
887,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,0,0
888,MANGLMCEM,Mangalam Cement Limited,0,0
889,MANGTIMBER,Mangalam Timber Products Limited,0,0
890,MANINDS,Man Industries (India) Limited,0,0
891,MANINFRA,Man Infraconstruction Limited,0,0
892,MANPASAND,Manpasand Beverages Limited,0,0
893,MANUGRAPH,Manugraph India Limited,0,0
894,MARALOVER,Maral Overseas Limited,0,0
895,MARATHON,Marathon Nextgen Realty Limited,0,0
896,MARICO,Marico Limited,0,0
897,MARKSANS,Marksans Pharma Limited,0,0
898,MARUTI,Maruti Suzuki India Limited,0,0
899,MASFIN,MAS Financial Services Limited,0,0
900,MASKINVEST,Mask Investments Limited,0,0
901,MASTEK,Mastek Limited,0,0
902,MATRIMONY,Matrimony.Com Limited,0,0
903,MAWANASUG,Mawana Sugars Limited,0,0
904,MAXINDIA,Max India Limited,0,0
905,MAXVIL,Max Ventures and Industries Limited,0,0
906,MAYURUNIQ,Mayur Uniquoters Ltd,0,0
907,MAZDA,Mazda Limited,0,0
908,MBECL,Mcnally Bharat Engineering Company Limited,0,0
909,MBLINFRA,MBL Infrastructures Limited,0,0
910,MCDHOLDING,McDowell Holdings Limited,0,0
911,MCDOWELL-N,United Spirits Limited,0,0
912,MCLEODRUSS,Mcleod Russel India Limited,0,0
913,MCX,Multi Commodity Exchange of India Limited,0,0
914,MEGASOFT,Megasoft Limited,0,0
915,MEGH,Meghmani Organics Limited,0,0
916,MELSTAR,Melstar Information Technologies Limited,0,0
917,MENONBE,Menon Bearings Limited,0,0
918,MEP,MEP Infrastructure Developers Limited,0,0
919,MERCATOR,Mercator Limited,0,0
920,MERCK,Merck Limited,0,0
921,METALFORGE,Metalyst Forgings Limited,0,0
922,METKORE,Metkore Alloys & Industries Limited,0,0
923,MFSL,Max Financial Services Limited,0,0
924,MGL,Mahanagar Gas Limited,0,0
925,MHRIL,Mahindra Holidays & Resorts India Limited,0,0
926,MIC,MIC Electronics Limited,0,0
927,MIDHANI,Mishra Dhatu Nigam Limited,0,0
928,MINDACORP,Minda Corporation Limited,0,0
929,MINDAIND,Minda Industries Limited,0,0
930,MINDTECK,Mindteck (India) Limited,0,0
931,MINDTREE,MindTree Limited,0,0
932,MIRCELECTR,MIRC Electronics Limited,0,0
933,MIRZAINT,Mirza International Limited,0,0
934,MMFL,MM Forgings Limited,0,0
935,MMTC,MMTC Limited,0,0
936,MODIRUBBER,Modi Rubber Limited,0,0
937,MOHITIND,Mohit Industries Limited,0,0
938,MOHOTAIND,Mohota Industries Limited,0,0
939,MOIL,MOIL Limited,0,0
940,MOLDTECH,Mold-Tek Technologies Limited,0,0
941,MOLDTKPAC,Mold-Tek Packaging Limited,0,0
942,MONNETISPA,Monnet Ispat and Energy Limited,0,0
943,MONSANTO,Monsanto India Limited,0,0
944,MONTECARLO,Monte Carlo Fashions Limited,0,0
945,MORARJEE,Morarjee Textiles Limited,0,0
946,MOREPENLAB,Morepen Laboratories Limited,0,0
947,MOSERBAER,Moser-Baer (I) Limited,0,0
948,MOTHERSUMI,Motherson Sumi Systems Limited,0,0
949,MOTILALOFS,Motilal Oswal Financial Services Limited,0,0
950,MOTOGENFIN,The Motor & General Finance Limited,0,0
951,MPHASIS,MphasiS Limited,0,0
952,MPSLTD,MPS Limited,0,0
953,MRF,MRF Limited,0,0
954,MRO-TEK,MRO-TEK Realty Limited,0,0
955,MRPL,Mangalore Refinery and Petrochemicals Limited,0,0
956,MSPL,MSP Steel & Power Limited,0,0
957,MTEDUCARE,MT Educare Limited,0,0
958,MTNL,Mahanagar Telephone Nigam Limited,0,0
959,MUKANDENGG,Mukand Engineers Limited,0,0
960,MUKANDLTD,Mukand Limited,0,0
961,MUKTAARTS,Mukta Arts Limited,0,0
962,MUNJALAU,Munjal Auto Industries Limited,0,0
963,MUNJALSHOW,Munjal Showa Limited,0,0
964,MURUDCERA,Murudeshwar Ceramics Limited,0,0
965,MUTHOOTCAP,Muthoot Capital Services Limited,0,0
966,MUTHOOTFIN,Muthoot Finance Limited,0,0
967,MVL,MVL Limited,0,0
968,NACLIND,NACL Industries Limited,0,0
969,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,0,0
970,NAGAROIL,Nagarjuna Oil Refinery Limited,0,0
971,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited,0,0
972,NAGREEKEXP,Nagreeka Exports Limited,0,0
973,NAHARCAP,Nahar Capital and Financial Services Limited,0,0
974,NAHARINDUS,Nahar Industrial Enterprises Limited,0,0
975,NAHARPOLY,Nahar Poly Films Limited,0,0
976,NAHARSPING,Nahar Spinning Mills Limited,0,0
977,NAKODA,Nakoda Limited,0,0
978,NATCOPHARM,Natco Pharma Limited,0,0
979,NATHBIOGEN,Nath Bio-Genes (India) Limited,0,0
980,NATIONALUM,National Aluminium Company Limited,0,0
981,NATNLSTEEL,National Steel And Agro Industries Limited,0,0
982,NAUKRI,Info Edge (India) Limited,0,0
983,NAVINFLUOR,Navin Fluorine International Limited,0,0
984,NAVKARCORP,Navkar Corporation Limited,0,0
985,NAVNETEDUL,Navneet Education Limited,0,0
986,NBCC,NBCC (India) Limited,0,0
987,NBIFIN,N. B. I. Industrial Finance Company Limited,0,0
988,NBVENTURES,Nava Bharat Ventures Limited,0,0
989,NCC,NCC Limited,0,0
990,NCLIND,NCL Industries Limited,0,0
991,NDGL,Naga Dhunseri Group Limited,0,0
992,NDL,Nandan Denim Limited,0,0
993,NDTV,New Delhi Television Limited,0,0
994,NECCLTD,North Eastern Carrying Corporation Limited,0,0
995,NECLIFE,Nectar Lifesciences Limited,0,0
996,NELCAST,Nelcast Limited,0,0
997,NELCO,NELCO Limited,0,0
998,NESCO,Nesco Limited,0,0
999,NESTLEIND,Nestle India Limited,0,0
1000,NETWORK18,Network18 Media & Investments Limited,0,0
1001,NEULANDLAB,Neuland Laboratories Limited,0,0
1002,NEWGEN,Newgen Software Technologies Limited,0,0
1003,NEXTMEDIA,Next Mediaworks Limited,0,0
1004,NFL,National Fertilizers Limited,0,0
1005,NH,Narayana Hrudayalaya Ltd.,0,0
1006,NHPC,NHPC Limited,0,0
1007,NIACL,The New India Assurance Company Limited,0,0
1008,NIBL,NRB Industrial Bearings Limited,0,0
1009,NIITLTD,NIIT Limited,0,0
1010,NIITTECH,NIIT Technologies Limited,0,0
1011,NILAINFRA,Nila Infrastructures Limited,0,0
1012,NILKAMAL,Nilkamal Limited,0,0
1013,NIPPOBATRY,Indo-National Limited,0,0
1014,NIRAJISPAT,Niraj Ispat Industries Limited,0,0
1015,NITCO,Nitco Limited,0,0
1016,NITESHEST,Nitesh Estates Limited,0,0
1017,NITINFIRE,Nitin Fire Protection Industries Limited,0,0
1018,NITINSPIN,Nitin Spinners Limited,0,0
1019,NKIND,NK Industries Limited,0,0
1020,NLCINDIA,NLC India Limited,0,0
1021,NMDC,NMDC Limited,0,0
1022,NOCIL,NOCIL Limited,0,0
1023,NOIDATOLL,Noida Toll Bridge Company Limited,0,0
1024,NORBTEAEXP,Norben Tea & Exports Limited,0,0
1025,NRAIL,N R Agarwal Industries Limited,0,0
1026,NRBBEARING,NRB Bearing Limited,0,0
1027,NSIL,Nalwa Sons Investments Limited,0,0
1028,NTL,Neueon Towers Limited,0,0
1029,NTPC,NTPC Limited,0,0
1030,NUCLEUS,Nucleus Software Exports Limited,0,0
1031,NUTEK,Nu Tek India Limited,0,0
1032,OBEROIRLTY,Oberoi Realty Limited,0,0
1033,OCCL,Oriental Carbon & Chemicals Limited,0,0
1034,OCL,OCL India Limited,0,0
1035,OFSS,Oracle Financial Services Software Limited,0,0
1036,OIL,Oil India Limited,0,0
1037,OILCOUNTUB,Oil Country Tubular Limited,0,0
1038,OISL,OCL Iron and Steel Limited,0,0
1039,OMAXAUTO,Omax Autos Limited,0,0
1040,OMAXE,Omaxe Limited,0,0
1041,OMKARCHEM,Omkar Speciality Chemicals Limited,0,0
1042,OMMETALS,OM Metals Infraprojects Limited,0,0
1043,ONELIFECAP,Onelife Capital Advisors Limited,0,0
1044,ONGC,Oil & Natural Gas Corporation Limited,0,0
1045,ONMOBILE,OnMobile Global Limited,0,0
1046,ONWARDTEC,Onward Technologies Limited,0,0
1047,OPTIEMUS,Optiemus Infracom Limited,0,0
1048,OPTOCIRCUI,Opto Circuits (India) Limited,0,0
1049,ORBTEXP,Orbit Exports Limited,0,0
1050,ORCHIDPHAR,Orchid Pharma Limited,0,0
1051,ORICONENT,Oricon Enterprises Limited,0,0
1052,ORIENTABRA,Orient Abrasives Limited,0,0
1053,ORIENTALTL,Oriental Trimex Limited,0,0
1054,ORIENTBANK,Oriental Bank of Commerce,0,0
1055,ORIENTBELL,Orient Bell Limited,0,0
1056,ORIENTCEM,Orient Cement Limited,0,0
1057,ORIENTELEC,Orient Electric Limited,0,0
1058,ORIENTHOT,Oriental Hotels Limited,0,0
1059,ORIENTLTD,Orient Press Limited,0,0
1060,ORIENTPPR,Orient Paper & Industries Limited,0,0
