Date,Open,High,Low,Close,Volume,Turnover,Symbol
2015-01-01,3553.35,3569.65,3543.05,3566.25,20106945,4772200000.0,NIFTYPSE
2015-01-02,3569.3,3612.95,3569.3,3590.9,30785031,7030400000.0,NIFTYPSE
2015-01-05,3584.7,3614.2,3584.7,3595.8,33861421,8220100000.0,NIFTYPSE
2015-01-06,3573.75,3573.75,3461.05,3471.75,58809346,14543200000.0,NIFTYPSE
2015-01-07,3470.2,3492.3,3442.85,3480.05,48747378,14636099999.999998,NIFTYPSE
2015-01-08,3517.15,3538.35,3498.5,3534.05,46065766,13658300000.0,NIFTYPSE
2015-01-09,3558.15,3564.25,3483.6,3537.2,42320940,12404300000.0,NIFTYPSE
2015-01-12,3544.8,3544.8,3493.65,3507.4,31118372,7769600000.0,NIFTYPSE
2015-01-13,3512.2,3521.2,3474.8,3480.5,42138343,11383300000.0,NIFTYPSE
2015-01-14,3489.65,3506.15,3468.9,3488.15,52678528,10022300000.0,NIFTYPSE
2015-01-15,3523.2,3561.65,3510.75,3539.95,59281004,13816300000.000002,NIFTYPSE
2015-01-16,3528.55,3571.35,3519.95,3562.75,42672020,9721700000.0,NIFTYPSE
2015-01-19,3567.35,3601.2,3561.55,3582.1,36546373,8838300000.0,NIFTYPSE
2015-01-20,3612.4,3612.4,3576.45,3588.75,40105478,9339500000.0,NIFTYPSE
2015-01-21,3592.15,3602.3,3570.1,3586.95,46031766,11253500000.0,NIFTYPSE
2015-01-22,3590.6,3610.25,3578.3,3603.9,48357968,11651099999.999998,NIFTYPSE
2015-01-23,3628.15,3628.7,3592.05,3603.55,51131105,12416500000.0,NIFTYPSE
2015-01-27,3617.35,3623.85,3587.3,3614.5,55061377,14380800000.0,NIFTYPSE
2015-01-28,3615.7,3653.1,3607.3,3641.8,52387434,13327100000.0,NIFTYPSE
2015-01-29,3625.2,3656.25,3605.85,3650.1,87910831,22920100000.000004,NIFTYPSE
2015-01-30,3649.35,3686.1,3631.5,3647.0,88003668,20875700000.0,NIFTYPSE
2015-02-02,3644.25,3666.1,3632.55,3646.15,91773817,20793500000.0,NIFTYPSE
2015-02-03,3665.8,3681.6,3634.55,3649.5,69643360,15666600000.0,NIFTYPSE
2015-02-04,3670.25,3689.2,3647.6,3654.1,70135362,18714600000.0,NIFTYPSE
2015-02-05,3657.2,3663.5,3589.2,3602.3,58057617,13949600000.0,NIFTYPSE
2015-02-06,3599.95,3605.6,3553.25,3560.9,51989715,10950400000.0,NIFTYPSE
2015-02-09,3523.7,3542.2,3508.95,3516.85,37327523,8397900000.0,NIFTYPSE
2015-02-10,3494.8,3564.2,3491.0,3536.9,46413979,10583699999.999998,NIFTYPSE
2015-02-11,3549.35,3555.1,3530.3,3540.45,63534052,17812300000.0,NIFTYPSE
2015-02-12,3561.4,3599.05,3530.95,3584.9,49491806,11444900000.0,NIFTYPSE
2015-02-13,3551.75,3576.55,3550.4,3565.95,80590957,23053800000.0,NIFTYPSE
2015-02-16,3565.8,3603.75,3565.8,3579.15,44215187,12179600000.0,NIFTYPSE
2015-02-18,3580.0,3598.5,3569.8,3575.1,45670957,15118500000.0,NIFTYPSE
2015-02-19,3583.2,3603.85,3550.35,3593.25,46035936,11936000000.0,NIFTYPSE
2015-02-20,3594.5,3621.1,3576.2,3604.85,49870678,12311000000.0,NIFTYPSE
2015-02-23,3617.4,3621.15,3574.75,3584.35,44206716,10637700000.0,NIFTYPSE
2015-02-24,3596.6,3604.1,3558.5,3572.8,49747364,12704200000.0,NIFTYPSE
2015-02-25,3592.5,3609.65,3566.3,3570.4,41839205,10810800000.0,NIFTYPSE
2015-02-26,3578.9,3582.9,3529.75,3565.9,95001001,21395200000.0,NIFTYPSE
2015-02-27,3577.85,3659.85,3577.85,3652.35,82965379,27068000000.0,NIFTYPSE
2015-02-28,3688.4,3690.15,3600.55,3633.45,56192277,13352700000.0,NIFTYPSE
2015-03-02,3657.85,3680.1,3642.85,3676.6,62437441,18976900000.0,NIFTYPSE
2015-03-03,3647.75,3660.4,3625.15,3652.2,50128298,13199000000.0,NIFTYPSE
2015-03-04,3670.4,3677.15,3589.8,3598.0,56905274,15152500000.0,NIFTYPSE
2015-03-05,3600.2,3607.3,3561.7,3586.9,40283710,10609400000.0,NIFTYPSE
2015-03-09,3568.85,3577.05,3512.1,3516.05,39758273,11338599999.999998,NIFTYPSE
2015-03-10,3529.65,3536.6,3499.75,3528.0,41639965,12354200000.0,NIFTYPSE
2015-03-11,3529.8,3534.05,3507.1,3514.8,38239233,11406900000.0,NIFTYPSE
2015-03-12,3526.2,3569.7,3526.2,3547.45,51091836,11685400000.0,NIFTYPSE
2015-03-13,3564.65,3567.55,3502.45,3508.55,45025515,11383200000.0,NIFTYPSE
2015-03-16,3514.15,3515.2,3483.55,3492.8,35378611,9765200000.0,NIFTYPSE
2015-03-17,3509.1,3531.8,3496.6,3525.75,41273644,11738699999.999998,NIFTYPSE
2015-03-18,3530.65,3538.35,3505.25,3513.5,51501771,12334100000.0,NIFTYPSE
2015-03-19,3531.2,3546.3,3503.95,3509.5,54663747,12115900000.0,NIFTYPSE
2015-03-20,3484.5,3484.5,3440.65,3460.85,51646782,11243000000.0,NIFTYPSE
2015-03-23,3466.75,3473.85,3450.95,3462.8,35315101,8398900000.0,NIFTYPSE
2015-03-24,3451.35,3494.05,3448.65,3483.2,36414267,9552700000.0,NIFTYPSE
2015-03-25,3499.0,3500.55,3438.15,3440.9,49430884,10699800000.0,NIFTYPSE
2015-03-26,3433.75,3439.95,3387.1,3392.1,89485893,16960800000.0,NIFTYPSE
2015-03-27,3403.55,3415.0,3357.2,3377.0,41738531,9399000000.0,NIFTYPSE
2015-03-30,3392.55,3452.4,3385.0,3447.45,33301751,9102000000.0,NIFTYPSE
2015-03-31,3462.65,3494.85,3447.75,3459.9,48426757,13817300000.0,NIFTYPSE
2015-04-01,3462.15,3477.75,3451.25,3472.45,32773904,9149400000.0,NIFTYPSE
2015-04-06,3482.95,3522.95,3475.0,3517.2,33723909,8469700000.0,NIFTYPSE
2015-04-07,3516.25,3531.15,3494.2,3523.7,37489243,9114500000.0,NIFTYPSE
2015-04-08,3532.05,3577.05,3530.35,3569.9,58008714,16299600000.0,NIFTYPSE
2015-04-09,3593.15,3602.75,3555.4,3583.5,50231078,14459400000.0,NIFTYPSE
2015-04-10,3580.5,3608.25,3580.5,3597.4,43888806,12364900000.0,NIFTYPSE
2015-04-13,3606.8,3620.05,3587.5,3616.8,33704235,9251300000.0,NIFTYPSE
2015-04-15,3616.3,3633.6,3571.2,3582.65,40663145,11594200000.0,NIFTYPSE
2015-04-16,3583.55,3601.15,3559.35,3593.3,34171885,10317100000.0,NIFTYPSE
2015-04-17,3595.55,3613.25,3590.75,3595.4,34338369,8717400000.0,NIFTYPSE
2015-04-20,3601.45,3603.15,3506.65,3526.3,31237405,8633300000.0,NIFTYPSE
2015-04-21,3532.55,3563.4,3499.55,3507.5,28044129,7605900000.0,NIFTYPSE
2015-04-22,3514.25,3531.15,3470.75,3503.6,35112341,10419400000.0,NIFTYPSE
2015-04-23,3529.0,3541.75,3491.65,3495.4,31425418,8284500000.0,NIFTYPSE
2015-04-24,3503.45,3503.45,3460.55,3478.05,35589667,9798900000.0,NIFTYPSE
2015-04-27,3490.8,3491.75,3412.45,3421.75,33820677,8203200000.000001,NIFTYPSE
2015-04-28,3419.5,3461.95,3416.55,3441.2,41118640,9899200000.0,NIFTYPSE
2015-04-29,3438.65,3448.85,3411.3,3427.95,32950411,7778700000.0,NIFTYPSE
2015-04-30,3420.25,3424.3,3394.2,3414.15,65530809,15322700000.0,NIFTYPSE
2015-05-04,3439.9,3532.7,3433.65,3521.4,37003454,9644600000.0,NIFTYPSE
2015-05-05,3521.35,3557.25,3508.1,3549.3,48943907,13494500000.0,NIFTYPSE
2015-05-06,3535.45,3535.65,3415.8,3420.85,52266372,13536000000.0,NIFTYPSE
2015-05-07,3417.15,3427.1,3348.65,3368.55,46658826,10517100000.0,NIFTYPSE
2015-05-08,3397.4,3416.55,3385.25,3389.4,35834669,8449100000.0,NIFTYPSE
2015-05-11,3407.15,3446.05,3401.8,3442.65,36342753,8067600000.0,NIFTYPSE
2015-05-12,3450.3,3450.3,3358.15,3364.35,45694088,10626600000.0,NIFTYPSE
2015-05-13,3387.4,3411.15,3334.95,3390.8,50052906,11781600000.0,NIFTYPSE
2015-05-14,3396.5,3424.45,3374.4,3419.85,40415822,9666100000.0,NIFTYPSE
2015-05-15,3429.7,3436.3,3402.5,3417.0,29341215,7170200000.0,NIFTYPSE
2015-05-18,3433.85,3453.0,3425.55,3450.5,37443465,8540900000.0,NIFTYPSE
2015-05-19,3443.55,3448.4,3420.9,3431.0,29549569,7056700000.0,NIFTYPSE
2015-05-20,3443.4,3456.85,3422.45,3426.7,28551629,6795100000.0,NIFTYPSE
2015-05-21,3437.05,3442.7,3413.8,3438.2,29960260,7451400000.0,NIFTYPSE
2015-05-22,3455.7,3467.45,3433.85,3460.85,29881655,7054800000.0,NIFTYPSE
2015-05-25,3459.55,3480.8,3455.65,3468.1,25730135,6784200000.0,NIFTYPSE
2015-05-26,3469.25,3469.25,3447.6,3460.75,38357208,8972000000.0,NIFTYPSE
2015-05-27,3456.9,3513.2,3453.3,3509.85,39467915,9644900000.0,NIFTYPSE
2015-05-28,3517.3,3525.9,3484.5,3510.95,62396506,15038100000.0,NIFTYPSE
2015-05-29,3497.65,3561.4,3480.95,3558.3,102436556,36441500000.0,NIFTYPSE
2015-06-01,3564.5,3588.95,3546.9,3559.3,46336898,11381199999.999998,NIFTYPSE
