,Date,symbol,exp_date,temp_Close,Strike_High,Strike_Low,CE_H_I,CE_L_I,PE_H_I,PE_L_I,days_to_expire,ce_maxpain,pe_maxpain,maxpain,mp_strike_pr,CE_OI_Max2_St_Pr,CE_OI_Max2_CHG_OI,CE_OI_Max1_St_Pr,CE_OI_Max1_CHG_OI,PE_OI_Max2_St_Pr,CE_OI_Max2_CHG_OI,PE_OI_Max2_St_Pr,CE_OI_Max2_CHG_OI
0,02-JUL-2018,NIFTYPSE,30-Aug-2018,3925.45,4000.0,3900.0,20.660400390625,19.7601318359375,27.589797973632812,27.006149291992188,59,0,0,0,2600.0,2600.0,0.0,2600.0,0.0,2600.0,0.0,2600.0,0.0
0,02-JUL-2018,NIFTYPSE,27-Sep-2018,3501.05,3600.0,3500.0,19.69146728515625,18.743515014648438,28.169631958007812,27.431488037109375,87,0,0,0,2600.0,2600.0,0.0,2600.0,0.0,2600.0,0.0,2600.0,0.0
0,02-JUL-2018,ACC,26-Jul-2018,1310.8,1320.0,1300.0,27.56500244140625,25.57373046875,34.393310546875,31.43310546875,24,86400,16000,10376000,1340.0,1400.0,400.0,1340.0,21600.0,1300.0,400.0,1300.0,400.0
0,02-JUL-2018,ACC,30-Aug-2018,1316.5,1320.0,1300.0,47.85919189453125,49.0264892578125,24.871826171875,25.665283203125,59,0,0,0,1080.0,1080.0,0.0,1080.0,0.0,1080.0,0.0,1080.0,0.0
0,02-JUL-2018,ACC,27-Sep-2018,1315.45,1320.0,1300.0,28.25927734375,27.801513671875,36.865234375,36.61346435546875,87,0,0,0,1080.0,1080.0,0.0,1080.0,0.0,1080.0,0.0,1080.0,0.0
0,02-JUL-2018,ADANIENT,26-Jul-2018,104.3,105.0,100.0,57.7392578125,57.373046875,60.546875,61.5234375,24,192000,104000,5880000,105.0,130.0,60000.0,120.0,980000.0,100.0,60000.0,100.0,60000.0
0,02-JUL-2018,ADANIENT,30-Aug-2018,103.35,105.0,100.0,97.65625,156.25,60.4248046875,39.0625,59,0,0,0,70.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0
0,02-JUL-2018,ADANIENT,27-Sep-2018,111.4,115.0,110.0,69.82421875,69.4580078125,78.643798828125,78.61328125,87,0,0,0,70.0,70.0,0.0,70.0,0.0,70.0,0.0,70.0,0.0
0,02-JUL-2018,ADANIPORTS,26-Jul-2018,364.0,370.0,360.0,30.029296875,30.2734375,34.66796875,34.1796875,24,215000,105000,2850000,370.0,380.0,12500.0,400.0,-52500.0,360.0,12500.0,360.0,12500.0
0,02-JUL-2018,ADANIPORTS,30-Aug-2018,364.65,370.0,360.0,73.73046875,77.5146484375,21.759033203125,24.3682861328125,59,0,0,0,270.0,270.0,0.0,270.0,0.0,270.0,0.0,270.0,0.0
0,02-JUL-2018,ADANIPORTS,27-Sep-2018,368.55,370.0,360.0,21.46148681640625,20.4010009765625,30.1513671875,29.5867919921875,87,0,0,0,270.0,270.0,0.0,270.0,0.0,270.0,0.0,270.0,0.0
0,02-JUL-2018,ADANIPOWER,26-Jul-2018,15.55,17.5,15.0,75.68359375,78.125,70.3125,82.03125,24,2080000,900000,16350000,17.5,20.0,920000.0,17.5,280000.0,12.5,920000.0,12.5,920000.0
0,02-JUL-2018,ADANIPOWER,30-Aug-2018,15.65,17.5,15.0,62.5,229.98046875,1e-05,70.80078125,59,0,100000,0,15.0,20.0,0.0,17.5,0.0,15.0,0.0,15.0,0.0
0,02-JUL-2018,ADANIPOWER,27-Sep-2018,15.8,17.5,15.0,62.5,60.05859375,71.2890625,70.3125,87,0,0,0,2.5,2.5,0.0,2.5,0.0,2.5,0.0,2.5,0.0
0,02-JUL-2018,AJANTPHARM,26-Jul-2018,988.4,1000.0,980.0,46.08154296875,40.313720703125,56.7626953125,50.537109375,24,10000,10000,2150000,1000.0,1000.0,2000.0,1100.0,1500.0,1000.0,2000.0,1000.0,2000.0
0,02-JUL-2018,AJANTPHARM,30-Aug-2018,995.5,1000.0,980.0,50.251007080078125,37.7044677734375,66.46728515625,48.4619140625,59,0,0,0,600.0,600.0,0.0,600.0,0.0,600.0,0.0,600.0,0.0
0,02-JUL-2018,AJANTPHARM,27-Sep-2018,995.65,1000.0,980.0,38.707733154296875,38.26904296875,47.328948974609375,47.05810546875,87,0,0,0,600.0,600.0,0.0,600.0,0.0,600.0,0.0,600.0,0.0
0,02-JUL-2018,ALBK,26-Jul-2018,41.9,42.5,40.0,49.8046875,53.955078125,58.59375,58.837890625,24,253000,165000,3767500,42.5,45.0,66000.0,50.0,88000.0,42.5,66000.0,42.5,66000.0
0,02-JUL-2018,ALBK,26-Jul-2018,41.9,42.5,40.0,49.8046875,53.955078125,58.59375,58.837890625,24,253000,165000,3767500,42.5,45.0,66000.0,50.0,88000.0,42.5,66000.0,42.5,66000.0
0,02-JUL-2018,ALBK,27-Sep-2018,41.75,42.5,40.0,58.59375,56.640625,67.3828125,67.0166015625,87,0,0,0,25.0,25.0,0.0,25.0,0.0,25.0,0.0,25.0,0.0
0,02-JUL-2018,AMARAJABAT,26-Jul-2018,739.5,740.0,720.0,27.7099609375,26.2451171875,52.24609375,34.454345703125,24,21000,4900,1512000,740.0,740.0,2100.0,760.0,27300.0,700.0,2100.0,700.0,2100.0
0,02-JUL-2018,AMARAJABAT,26-Jul-2018,739.5,740.0,720.0,27.7099609375,26.2451171875,52.24609375,34.454345703125,24,21000,4900,1512000,740.0,740.0,2100.0,760.0,27300.0,700.0,2100.0,700.0,2100.0
0,02-JUL-2018,AMARAJABAT,27-Sep-2018,741.7,760.0,740.0,24.71923828125,23.93341064453125,33.203125,32.5927734375,87,0,0,0,520.0,520.0,0.0,520.0,0.0,520.0,0.0,520.0,0.0
0,02-JUL-2018,AMBUJACEM,26-Jul-2018,200.75,205.0,200.0,31.25,30.21240234375,32.71484375,33.69140625,24,652500,80000,6775000,210.0,220.0,0.0,210.0,317500.0,230.0,0.0,230.0,0.0
0,02-JUL-2018,AMBUJACEM,30-Aug-2018,200.65,205.0,200.0,46.905517578125,48.33984375,27.191162109375,28.3203125,59,0,2500,0,250.0,145.0,2500.0,145.0,0.0,250.0,2500.0,250.0,2500.0
0,02-JUL-2018,AMBUJACEM,27-Sep-2018,204.65,205.0,200.0,29.541015625,28.80859375,38.0859375,37.90283203125,87,0,0,0,145.0,145.0,0.0,145.0,0.0,145.0,0.0,145.0,0.0
0,02-JUL-2018,ANDHRABANK,26-Jul-2018,32.7,35.0,32.5,52.734375,50.78125,58.59375,54.6875,24,741000,117000,9555000,35.0,32.5,78000.0,35.0,117000.0,32.5,78000.0,32.5,78000.0
0,02-JUL-2018,ANDHRABANK,30-Aug-2018,32.85,35.0,32.5,102.05078125,111.328125,28.076171875,36.1328125,59,0,234000,0,25.0,20.0,0.0,20.0,0.0,25.0,0.0,25.0,0.0
0,02-JUL-2018,ANDHRABANK,27-Sep-2018,32.0,32.5,30.0,44.921875,42.96875,52.734375,52.6123046875,87,0,0,0,20.0,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0
0,02-JUL-2018,APOLLOHOSP,26-Jul-2018,1061.55,1080.0,1060.0,34.515380859375,33.8134765625,58.135986328125,36.1328125,24,4500,1500,50000,1040.0,1060.0,2000.0,1100.0,29500.0,1000.0,2000.0,1000.0,2000.0
0,02-JUL-2018,APOLLOHOSP,30-Aug-2018,1064.0,1080.0,1060.0,20.7366943359375,17.78411865234375,82.82470703125,80.80291748046875,59,0,0,0,720.0,720.0,0.0,720.0,0.0,720.0,0.0,720.0,0.0
0,02-JUL-2018,APOLLOHOSP,27-Sep-2018,1031.3,1040.0,1020.0,36.773681640625,36.3311767578125,45.35675048828125,45.10498046875,87,0,0,0,720.0,720.0,0.0,720.0,0.0,720.0,0.0,720.0,0.0
0,02-JUL-2018,APOLLOTYRE,26-Jul-2018,250.15,255.0,250.0,35.21728515625,34.66796875,39.215087890625,39.55078125,24,54000,6000,3885000,255.0,260.0,57000.0,270.0,132000.0,240.0,57000.0,240.0,57000.0
0,02-JUL-2018,APOLLOTYRE,30-Aug-2018,251.35,255.0,250.0,34.423828125,76.416015625,25.390625,26.3671875,59,0,0,0,170.0,170.0,0.0,170.0,0.0,170.0,0.0,170.0,0.0
0,02-JUL-2018,APOLLOTYRE,27-Sep-2018,259.4,260.0,255.0,24.4140625,23.86474609375,33.0810546875,32.71484375,87,0,0,0,170.0,170.0,0.0,170.0,0.0,170.0,0.0,170.0,0.0
0,02-JUL-2018,ARVIND,26-Jul-2018,388.75,390.0,380.0,31.982421875,34.66796875,34.912109375,35.64453125,24,178000,60000,2520000,400.0,420.0,-4000.0,400.0,62000.0,390.0,-4000.0,390.0,-4000.0
0,02-JUL-2018,ARVIND,30-Aug-2018,389.6,390.0,380.0,46.38671875,46.38671875,43.9453125,43.9453125,59,0,0,0,270.0,270.0,0.0,420.0,0.0,270.0,0.0,270.0,0.0
0,02-JUL-2018,ARVIND,27-Sep-2018,394.1,400.0,390.0,28.7017822265625,28.076171875,37.353515625,36.865234375,87,0,0,0,270.0,270.0,0.0,270.0,0.0,270.0,0.0,270.0,0.0
0,02-JUL-2018,ASHOKLEY,26-Jul-2018,125.4,130.0,125.0,41.9921875,41.015625,45.5322265625,44.921875,24,3532000,888000,35220000,130.0,130.0,212000.0,140.0,144000.0,120.0,212000.0,120.0,212000.0
0,02-JUL-2018,ASHOKLEY,30-Aug-2018,126.1,130.0,125.0,17.578125,32.5927734375,43.9453125,30.09033203125,59,4000,64000,160000,130.0,130.0,64000.0,125.0,32000.0,130.0,64000.0,130.0,64000.0
0,02-JUL-2018,ASHOKLEY,27-Sep-2018,126.85,130.0,125.0,40.0390625,38.9404296875,50.29296875,49.49951171875,87,0,0,0,95.0,95.0,0.0,95.0,0.0,95.0,0.0,95.0,0.0
0,02-JUL-2018,ASIANPAINT,26-Jul-2018,1298.35,1300.0,1280.0,20.99609375,19.9737548828125,25.32196044921875,25.36773681640625,24,37800,16800,948000,1280.0,1320.0,28800.0,1300.0,65400.0,1260.0,28800.0,1260.0,28800.0
0,02-JUL-2018,ASIANPAINT,30-Aug-2018,1302.75,1320.0,1300.0,18.28765869140625,13.843536376953125,31.024932861328125,24.5361328125,59,7200,9600,0,1300.0,1340.0,9600.0,1320.0,13800.0,1300.0,9600.0,1300.0,9600.0
0,02-JUL-2018,ASIANPAINT,27-Sep-2018,1292.05,1300.0,1280.0,17.0745849609375,16.357421875,25.665283203125,25.2838134765625,87,0,0,0,900.0,900.0,0.0,900.0,0.0,900.0,0.0,900.0,0.0
0,02-JUL-2018,AUROPHARMA,26-Jul-2018,605.35,620.0,600.0,33.0810546875,32.71484375,37.4755859375,36.865234375,24,74000,30000,11030000,610.0,640.0,4000.0,620.0,38000.0,600.0,4000.0,600.0,4000.0
0,02-JUL-2018,AUROPHARMA,30-Aug-2018,608.4,620.0,600.0,26.6571044921875,22.4609375,75.439453125,72.75390625,59,0,0,0,430.0,430.0,0.0,430.0,0.0,430.0,0.0,430.0,0.0
0,02-JUL-2018,AUROPHARMA,27-Sep-2018,611.85,620.0,600.0,33.65325927734375,32.8369140625,42.18292236328125,41.74041748046875,87,0,0,0,440.0,440.0,0.0,440.0,0.0,440.0,0.0,440.0,0.0
0,02-JUL-2018,AXISBANK,26-Jul-2018,514.7,520.0,510.0,29.296875,29.541015625,34.210205078125,34.332275390625,24,216000,158400,11028000,510.0,530.0,62400.0,540.0,14400.0,500.0,62400.0,500.0,62400.0
0,02-JUL-2018,AXISBANK,30-Aug-2018,515.8,520.0,510.0,68.84765625,70.892333984375,27.34375,28.83148193359375,59,0,0,0,380.0,570.0,0.0,540.0,-1200.0,380.0,0.0,380.0,0.0
0,02-JUL-2018,AXISBANK,27-Sep-2018,514.05,520.0,510.0,23.5443115234375,22.92633056640625,32.135009765625,31.73828125,87,0,0,0,380.0,380.0,0.0,380.0,0.0,380.0,0.0,380.0,0.0
0,02-JUL-2018,BAJAJ-AUTO,26-Jul-2018,2782.5,2800.0,2750.0,24.379730224609375,24.139404296875,28.350830078125,27.801513671875,24,40500,24500,7950000,2800.0,3000.0,5500.0,2900.0,55500.0,2800.0,5500.0,2800.0,5500.0
0,02-JUL-2018,BAJAJ-AUTO,30-Aug-2018,2793.95,2800.0,2750.0,21.820068359375,26.702880859375,32.21702575683594,32.016754150390625,59,250,500,75000,2900.0,2900.0,500.0,2800.0,500.0,2800.0,500.0,2800.0,500.0
0,02-JUL-2018,BAJAJ-AUTO,27-Sep-2018,2800.5,2850.0,2800.0,18.6004638671875,17.5933837890625,33.20121765136719,32.49359130859375,87,0,0,0,2200.0,2200.0,0.0,2200.0,0.0,2200.0,0.0,2200.0,0.0
0,02-JUL-2018,BAJAJFINSV,26-Jul-2018,5807.0,5900.0,5800.0,29.0374755859375,30.853271484375,36.07177734375,32.65380859375,24,11375,2375,1400000,6000.0,6000.0,-375.0,6300.0,-1500.0,5800.0,-375.0,5800.0,-375.0
0,02-JUL-2018,BAJAJFINSV,30-Aug-2018,5845.3,5900.0,5800.0,64.39208984375,65.399169921875,38.4521484375,39.20745849609375,59,0,0,0,4200.0,4200.0,0.0,4200.0,0.0,4200.0,0.0,4200.0,0.0
0,02-JUL-2018,BAJAJFINSV,27-Sep-2018,5957.05,6000.0,5900.0,28.48052978515625,28.009414672851562,37.04833984375,36.776065826416016,87,0,0,0,4200.0,4200.0,0.0,4200.0,0.0,4200.0,0.0,4200.0,0.0
0,02-JUL-2018,BAJFINANCE,26-Jul-2018,2306.15,2350.0,2300.0,31.79931640625,31.31103515625,36.62109375,36.4990234375,24,125500,63000,18675000,2300.0,2300.0,2500.0,2400.0,8500.0,2200.0,2500.0,2200.0,2500.0
0,02-JUL-2018,BAJFINANCE,30-Aug-2018,2310.15,2350.0,2300.0,26.981353759765625,24.4140625,76.385498046875,74.615478515625,59,0,0,0,1400.0,2400.0,0.0,2400.0,500.0,1400.0,0.0,1400.0,0.0
0,02-JUL-2018,BAJFINANCE,27-Sep-2018,2317.15,2350.0,2300.0,32.257080078125,31.73828125,40.802001953125,40.46630859375,87,0,0,0,1400.0,1400.0,0.0,1400.0,0.0,1400.0,0.0,1400.0,0.0
0,02-JUL-2018,BALKRISIND,26-Jul-2018,1074.65,1100.0,1050.0,34.912109375,1e-05,47.119140625,63.232421875,24,23200,6400,1808000,1040.0,1040.0,-1600.0,1100.0,-13600.0,1040.0,-1600.0,1040.0,-1600.0
0,02-JUL-2018,BALKRISIND,30-Aug-2018,1080.0,1100.0,1050.0,70.892333984375,15.575408935546875,34.46197509765625,52.886962890625,59,0,0,0,750.0,750.0,0.0,1000.0,1600.0,750.0,0.0,750.0,0.0
0,02-JUL-2018,BALKRISIND,27-Sep-2018,1037.8,1050.0,1000.0,32.03582763671875,30.681610107421875,40.592193603515625,39.92462158203125,87,0,0,0,750.0,750.0,0.0,750.0,0.0,750.0,0.0,750.0,0.0
0,02-JUL-2018,BALRAMCHIN,26-Jul-2018,63.85,65.0,60.0,52.6123046875,42.724609375,54.6875,59.5703125,24,161000,287000,1225000,65.0,75.0,-7000.0,70.0,119000.0,65.0,-7000.0,65.0,-7000.0
0,02-JUL-2018,BALRAMCHIN,30-Aug-2018,63.8,65.0,60.0,154.1748046875,162.109375,72.3876953125,77.08740234375,59,0,0,0,35.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0
0,02-JUL-2018,BALRAMCHIN,27-Sep-2018,63.0,65.0,60.0,78.18603515625,81.0546875,55.6640625,57.12890625,87,0,0,0,35.0,35.0,0.0,35.0,0.0,35.0,0.0,35.0,0.0
0,02-JUL-2018,BANKBARODA,26-Jul-2018,114.25,115.0,110.0,44.12841796875,44.7998046875,48.2177734375,48.095703125,24,2532000,748000,75360000,120.0,130.0,-4000.0,120.0,376000.0,140.0,-4000.0,140.0,-4000.0
0,02-JUL-2018,BANKBARODA,30-Aug-2018,114.75,115.0,110.0,151.42822265625,162.109375,46.38671875,48.7060546875,59,192000,12000,0,120.0,140.0,156000.0,120.0,192000.0,100.0,156000.0,100.0,156000.0
0,02-JUL-2018,BANKBARODA,30-Aug-2018,114.75,115.0,110.0,151.42822265625,162.109375,46.38671875,48.7060546875,59,192000,12000,0,120.0,140.0,156000.0,120.0,192000.0,100.0,156000.0,100.0,156000.0
0,02-JUL-2018,BANKINDIA,26-Jul-2018,88.15,90.0,85.0,48.828125,44.921875,52.8564453125,52.734375,24,900000,294000,17340000,90.0,95.0,36000.0,100.0,144000.0,80.0,36000.0,80.0,36000.0
0,02-JUL-2018,BANKINDIA,30-Aug-2018,88.5,90.0,85.0,114.2578125,122.55859375,37.59765625,42.48046875,59,0,0,0,55.0,55.0,0.0,55.0,0.0,55.0,0.0,55.0,0.0
0,02-JUL-2018,BANKINDIA,27-Sep-2018,86.75,90.0,85.0,44.61669921875,43.45703125,53.1005859375,52.734375,87,0,0,0,55.0,55.0,0.0,55.0,0.0,55.0,0.0,55.0,0.0
0,02-JUL-2018,BATAINDIA,26-Jul-2018,839.05,840.0,820.0,32.1044921875,37.75787353515625,35.888671875,35.430908203125,24,77000,37400,2332000,840.0,860.0,8800.0,900.0,7700.0,840.0,8800.0,840.0,8800.0
0,02-JUL-2018,BATAINDIA,30-Aug-2018,845.9,860.0,840.0,17.05169677734375,13.427734375,61.25640869140625,58.837890625,59,0,0,0,480.0,480.0,0.0,480.0,0.0,480.0,0.0,480.0,0.0
0,02-JUL-2018,BATAINDIA,27-Sep-2018,843.8,860.0,840.0,26.55029296875,25.909423828125,35.0341796875,34.60693359375,87,0,0,0,500.0,500.0,0.0,500.0,0.0,500.0,0.0,500.0,0.0
0,02-JUL-2018,BEL,26-Jul-2018,106.25,107.5,105.0,37.7197265625,36.376953125,32.2265625,40.0390625,24,554400,178200,20802375,110.0,120.0,-4950.0,110.0,74250.0,115.0,-4950.0,115.0,-4950.0
0,02-JUL-2018,BEL,30-Aug-2018,106.35,107.5,105.0,33.5693359375,90.8203125,48.03466796875,44.25048828125,59,0,9900,0,105.0,75.0,4950.0,75.0,0.0,100.0,4950.0,100.0,4950.0
0,02-JUL-2018,BEL,27-Sep-2018,105.9,107.5,105.0,35.64453125,35.15625,44.921875,44.43359375,87,0,0,0,75.0,75.0,0.0,75.0,0.0,75.0,0.0,75.0,0.0
0,02-JUL-2018,BEML,26-Jul-2018,815.4,850.0,800.0,52.55889892578125,50.3997802734375,50.537109375,54.19921875,24,49500,9500,4850000,850.0,900.0,1000.0,850.0,8500.0,800.0,1000.0,800.0,1000.0
0,02-JUL-2018,BEML,30-Aug-2018,822.0,850.0,800.0,117.7978515625,126.708984375,34.26361083984375,40.1611328125,59,0,0,0,550.0,550.0,0.0,550.0,0.0,550.0,0.0,550.0,0.0
0,02-JUL-2018,BEML,27-Sep-2018,813.5,850.0,800.0,45.3643798828125,44.3115234375,53.8330078125,53.10821533203125,87,0,0,0,550.0,550.0,0.0,550.0,0.0,550.0,0.0,550.0,0.0
0,02-JUL-2018,BERGEPAINT,26-Jul-2018,284.55,290.0,280.0,23.92578125,20.782470703125,54.6875,40.52734375,24,8800,6600,231000,280.0,280.0,-2200.0,300.0,2200.0,270.0,-2200.0,270.0,-2200.0
0,02-JUL-2018,BERGEPAINT,30-Aug-2018,276.3,280.0,270.0,77.911376953125,82.9925537109375,23.4375,26.85546875,59,0,0,0,200.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0
0,02-JUL-2018,BERGEPAINT,27-Sep-2018,286.3,290.0,280.0,27.862548828125,26.85546875,36.376953125,35.888671875,87,0,0,0,200.0,200.0,0.0,200.0,0.0,200.0,0.0,200.0,0.0
0,02-JUL-2018,BHARATFIN,26-Jul-2018,1174.8,1180.0,1160.0,21.30126953125,20.751953125,24.26910400390625,28.60260009765625,24,15000,5000,820000,1180.0,1180.0,5000.0,1200.0,5500.0,1160.0,5000.0,1160.0,5000.0
0,02-JUL-2018,BHARATFIN,30-Aug-2018,1179.55,1180.0,1160.0,26.7333984375,26.6265869140625,27.65655517578125,27.64892578125,59,0,0,0,760.0,760.0,0.0,760.0,0.0,760.0,0.0,760.0,0.0
0,02-JUL-2018,BHARATFIN,27-Sep-2018,1181.0,1200.0,1180.0,19.93560791015625,19.775390625,21.7437744140625,21.64459228515625,87,0,0,0,780.0,780.0,0.0,780.0,0.0,780.0,0.0,780.0,0.0
0,02-JUL-2018,BHARATFORG,26-Jul-2018,612.0,620.0,600.0,33.294677734375,35.2783203125,43.121337890625,35.6597900390625,24,232800,37200,4680000,640.0,660.0,-13200.0,640.0,178800.0,600.0,-13200.0,600.0,-13200.0
0,02-JUL-2018,BHARATFORG,30-Aug-2018,612.85,620.0,600.0,76.171875,79.4677734375,32.5927734375,34.7900390625,59,0,0,0,440.0,440.0,0.0,440.0,0.0,440.0,0.0,440.0,0.0
0,02-JUL-2018,BHARATFORG,27-Sep-2018,615.7,620.0,600.0,25.87890625,24.7650146484375,34.44671630859375,33.905029296875,87,0,0,0,440.0,440.0,0.0,440.0,0.0,440.0,0.0,440.0,0.0
0,02-JUL-2018,BHARTIARTL,26-Jul-2018,367.7,370.0,360.0,31.4788818359375,31.73828125,35.64453125,35.552978515625,24,418200,156400,12495000,380.0,400.0,147900.0,380.0,270300.0,360.0,147900.0,360.0,147900.0
0,02-JUL-2018,BHARTIARTL,30-Aug-2018,368.45,370.0,360.0,40.496826171875,52.947998046875,38.330078125,39.031982421875,59,98600,0,102000,370.0,380.0,0.0,370.0,0.0,400.0,0.0,400.0,0.0
0,02-JUL-2018,BHARTIARTL,27-Sep-2018,385.0,390.0,380.0,28.106689453125,27.374267578125,36.62109375,36.2091064453125,87,0,0,0,270.0,270.0,0.0,270.0,0.0,270.0,0.0,270.0,0.0
